,庫房,料號,品名,數量,帳務日期,週,工作日,年
923,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/23,48,TRUE,2020
924,DLN5,B00206057,彈性繃帶-非滅菌,4,2020/11/23,48,TRUE,2020
925,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/23,48,TRUE,2020
926,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/24,48,TRUE,2020
927,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/25,48,TRUE,2020
928,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/11/25,48,TRUE,2020
929,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/11/26,48,TRUE,2020
930,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/11/26,48,TRUE,2020
931,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/26,48,TRUE,2020
932,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/11/26,48,TRUE,2020
933,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/27,48,TRUE,2020
934,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/11/28,48,FALSE,2020
935,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/28,48,FALSE,2020
936,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/28,48,FALSE,2020
937,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/11/29,48,FALSE,2020
938,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/1,49,TRUE,2020
939,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/1,49,TRUE,2020
940,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/2,49,TRUE,2020
941,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/2,49,TRUE,2020
942,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/2,49,TRUE,2020
943,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/3,49,TRUE,2020
944,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/3,49,TRUE,2020
945,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/3,49,TRUE,2020
946,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/4,49,TRUE,2020
947,DLN5,B00206057,彈性繃帶-非滅菌,3,2020/12/4,49,TRUE,2020
948,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/4,49,TRUE,2020
949,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/5,49,FALSE,2020
950,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/5,49,FALSE,2020
951,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/5,49,FALSE,2020
952,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/5,49,FALSE,2020
953,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/5,49,FALSE,2020
954,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/6,49,FALSE,2020
955,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/10,50,TRUE,2020
956,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/10,50,TRUE,2020
957,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/11,50,TRUE,2020
958,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/12,50,FALSE,2020
959,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/12,50,FALSE,2020
960,DLN5,B00206057,彈性繃帶-非滅菌,4,2020/12/12,50,FALSE,2020
961,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/13,50,FALSE,2020
962,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/15,51,TRUE,2020
963,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/16,51,TRUE,2020
964,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/17,51,TRUE,2020
965,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/17,51,TRUE,2020
966,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/19,51,FALSE,2020
967,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/19,51,FALSE,2020
968,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/19,51,FALSE,2020
969,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/20,51,FALSE,2020
970,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/21,52,TRUE,2020
971,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/21,52,TRUE,2020
972,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/21,52,TRUE,2020
973,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/21,52,TRUE,2020
974,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/22,52,TRUE,2020
975,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/22,52,TRUE,2020
976,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/23,52,TRUE,2020
977,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/23,52,TRUE,2020
978,DLN5,B00206057,彈性繃帶-非滅菌,4,2020/12/23,52,TRUE,2020
979,DLN5,B00206057,彈性繃帶-非滅菌,4,2020/12/24,52,TRUE,2020
980,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/24,52,TRUE,2020
981,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/24,52,TRUE,2020
982,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/24,52,TRUE,2020
983,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/24,52,TRUE,2020
984,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/24,52,TRUE,2020
985,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/24,52,TRUE,2020
986,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/25,52,TRUE,2020
987,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/25,52,TRUE,2020
988,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/25,52,TRUE,2020
989,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/26,52,FALSE,2020
990,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/26,52,FALSE,2020
991,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/26,52,FALSE,2020
992,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/27,52,FALSE,2020
993,DLN5,B00206057,彈性繃帶-非滅菌,1,2020/12/27,52,FALSE,2020
994,DLN5,B00206057,彈性繃帶-非滅菌,3,2020/12/27,52,FALSE,2020
995,DLN5,B00206057,彈性繃帶-非滅菌,2,2020/12/27,52,FALSE,2020
996,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/6,1,TRUE,2021
997,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/6,1,TRUE,2021
998,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/7,1,TRUE,2021
999,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/7,1,TRUE,2021
1000,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/7,1,TRUE,2021
1001,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/7,1,TRUE,2021
1002,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/9,1,FALSE,2021
1003,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/9,1,FALSE,2021
1004,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/9,1,FALSE,2021
1005,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/10,1,FALSE,2021
1006,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/11,2,TRUE,2021
1007,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/11,2,TRUE,2021
1008,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/11,2,TRUE,2021
1009,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/12,2,TRUE,2021
1010,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/12,2,TRUE,2021
1011,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/12,2,TRUE,2021
1012,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/13,2,TRUE,2021
1013,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/14,2,TRUE,2021
1014,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/14,2,TRUE,2021
1015,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/15,2,TRUE,2021
1016,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/15,2,TRUE,2021
1017,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/15,2,TRUE,2021
1018,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/16,2,FALSE,2021
1019,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/16,2,FALSE,2021
1020,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/16,2,FALSE,2021
1021,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/16,2,FALSE,2021
1022,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/16,2,FALSE,2021
1023,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/17,2,FALSE,2021
1024,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/17,2,FALSE,2021
1025,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/17,2,FALSE,2021
1026,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/20,3,TRUE,2021
1027,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/20,3,TRUE,2021
1028,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/21,3,TRUE,2021
1029,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/21,3,TRUE,2021
1030,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/21,3,TRUE,2021
1031,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/22,3,TRUE,2021
1032,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/23,3,FALSE,2021
1033,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/23,3,FALSE,2021
1034,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/23,3,FALSE,2021
1035,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/24,3,FALSE,2021
1036,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/24,3,FALSE,2021
1037,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/25,4,TRUE,2021
1038,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/25,4,TRUE,2021
1039,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/26,4,TRUE,2021
1040,DLN5,B00206057,彈性繃帶-非滅菌,4,2021/1/27,4,TRUE,2021
1041,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/27,4,TRUE,2021
1042,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/28,4,TRUE,2021
1043,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/28,4,TRUE,2021
1044,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/29,4,TRUE,2021
1045,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/30,4,FALSE,2021
1046,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/30,4,FALSE,2021
1047,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/30,4,FALSE,2021
1048,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/1/31,4,FALSE,2021
1049,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/1/31,4,FALSE,2021
1050,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/2/1,5,TRUE,2021
1051,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/2,5,TRUE,2021
1052,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/4,5,TRUE,2021
1053,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/6,5,FALSE,2021
1054,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/7,5,TRUE,2021
1055,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/8,6,TRUE,2021
1056,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/9,6,TRUE,2021
1057,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/16,7,FALSE,2021
1058,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/17,7,FALSE,2021
1059,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/2/18,7,TRUE,2021
1060,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/19,7,TRUE,2021
1061,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/19,7,TRUE,2021
1062,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/19,7,TRUE,2021
1063,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/20,7,TRUE,2021
1064,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/21,7,FALSE,2021
1065,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/21,7,FALSE,2021
1066,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/21,7,FALSE,2021
1067,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/22,8,TRUE,2021
1068,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/22,8,TRUE,2021
1069,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/22,8,TRUE,2021
1070,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/22,8,TRUE,2021
1071,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/23,8,TRUE,2021
1072,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/23,8,TRUE,2021
1073,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/24,8,TRUE,2021
1074,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/2/24,8,TRUE,2021
1075,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/24,8,TRUE,2021
1076,DLN5,B00206057,彈性繃帶-非滅菌,3,2021/2/24,8,TRUE,2021
1077,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/2/24,8,TRUE,2021
1078,DLN5,B00206057,彈性繃帶-非滅菌,4,2021/2/25,8,TRUE,2021
1079,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/25,8,TRUE,2021
1080,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/25,8,TRUE,2021
1081,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/26,8,TRUE,2021
1082,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/2/27,8,FALSE,2021
1083,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/27,8,FALSE,2021
1084,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/27,8,FALSE,2021
1085,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/2/27,8,FALSE,2021
1086,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/1,9,TRUE,2021
1087,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/2,9,TRUE,2021
1088,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/2,9,TRUE,2021
1089,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/2,9,TRUE,2021
1090,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/3,9,TRUE,2021
1091,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/3,9,TRUE,2021
1092,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/3,9,TRUE,2021
1093,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/4,9,TRUE,2021
1094,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/4,9,TRUE,2021
1095,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/4,9,TRUE,2021
1096,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/4,9,TRUE,2021
1097,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/4,9,TRUE,2021
1098,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/4,9,TRUE,2021
1099,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/5,9,TRUE,2021
1100,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/5,9,TRUE,2021
1101,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/6,9,FALSE,2021
1102,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/6,9,FALSE,2021
1103,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/6,9,FALSE,2021
1104,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/6,9,FALSE,2021
1105,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/7,9,FALSE,2021
1106,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/7,9,FALSE,2021
1107,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/9,10,TRUE,2021
1108,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/10,10,TRUE,2021
1109,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/10,10,TRUE,2021
1110,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/11,10,TRUE,2021
1111,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/11,10,TRUE,2021
1112,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/11,10,TRUE,2021
1113,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/11,10,TRUE,2021
1114,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/12,10,TRUE,2021
1115,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/12,10,TRUE,2021
1116,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/12,10,TRUE,2021
1117,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/13,10,FALSE,2021
1118,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/13,10,FALSE,2021
1119,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/14,10,FALSE,2021
1120,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/14,10,FALSE,2021
1121,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/15,11,TRUE,2021
1122,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/16,11,TRUE,2021
1123,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/18,11,TRUE,2021
1124,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/18,11,TRUE,2021
1125,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/18,11,TRUE,2021
1126,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/19,11,TRUE,2021
1127,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/19,11,TRUE,2021
1128,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/20,11,FALSE,2021
1129,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/21,11,FALSE,2021
1130,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/21,11,FALSE,2021
1131,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/22,12,TRUE,2021
1132,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/22,12,TRUE,2021
1133,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/22,12,TRUE,2021
1134,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/23,12,TRUE,2021
1135,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/23,12,TRUE,2021
1136,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/23,12,TRUE,2021
1137,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/24,12,TRUE,2021
1138,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/24,12,TRUE,2021
1139,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/3/25,12,TRUE,2021
1140,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/25,12,TRUE,2021
1141,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/25,12,TRUE,2021
1142,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/25,12,TRUE,2021
1143,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/26,12,TRUE,2021
1144,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/26,12,TRUE,2021
1145,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/27,12,FALSE,2021
1146,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/27,12,FALSE,2021
1147,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/27,12,FALSE,2021
1148,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/3/29,13,TRUE,2021
1149,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/1,13,TRUE,2021
1150,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/1,13,TRUE,2021
1151,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/1,13,TRUE,2021
1152,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/1,13,TRUE,2021
1153,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/2,13,TRUE,2021
1154,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/5,14,FALSE,2021
1155,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/8,14,TRUE,2021
1156,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/8,14,TRUE,2021
1157,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/8,14,TRUE,2021
1158,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/9,14,TRUE,2021
1159,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/10,14,FALSE,2021
1160,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/10,14,FALSE,2021
1161,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/10,14,FALSE,2021
1162,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/10,14,FALSE,2021
1163,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/13,15,TRUE,2021
1164,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/14,15,TRUE,2021
1165,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/14,15,TRUE,2021
1166,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/14,15,TRUE,2021
1167,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/16,15,TRUE,2021
1168,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/16,15,TRUE,2021
1169,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/16,15,TRUE,2021
1170,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/17,15,FALSE,2021
1171,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/17,15,FALSE,2021
1172,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/18,15,FALSE,2021
1173,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/18,15,FALSE,2021
1174,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/19,16,TRUE,2021
1175,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/19,16,TRUE,2021
1176,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/19,16,TRUE,2021
1177,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/20,16,TRUE,2021
1178,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/20,16,TRUE,2021
1179,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/21,16,TRUE,2021
1180,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/22,16,TRUE,2021
1181,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/23,16,TRUE,2021
1182,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/24,16,FALSE,2021
1183,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/24,16,FALSE,2021
1184,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/26,17,TRUE,2021
1185,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/27,17,TRUE,2021
1186,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/28,17,TRUE,2021
1187,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/29,17,TRUE,2021
1188,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/4/29,17,TRUE,2021
1189,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/30,17,TRUE,2021
1190,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/30,17,TRUE,2021
1191,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/30,17,TRUE,2021
1192,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/4/30,17,TRUE,2021
1193,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/3,18,FALSE,2021
1194,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/3,18,FALSE,2021
1195,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/4,18,FALSE,2021
1196,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/5/4,18,FALSE,2021
1197,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/5,18,FALSE,2021
1198,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/5,18,FALSE,2021
1199,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/6,18,TRUE,2021
1200,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/6,18,TRUE,2021
1201,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/6,18,TRUE,2021
1202,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/7,18,TRUE,2021
1203,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/7,18,TRUE,2021
1204,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/7,18,TRUE,2021
1205,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/8,18,TRUE,2021
1206,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/8,18,TRUE,2021
1207,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/8,18,TRUE,2021
1208,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/9,18,FALSE,2021
1209,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/9,18,FALSE,2021
1210,DLN5,B00206057,彈性繃帶-非滅菌,3,2021/5/10,19,TRUE,2021
1211,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/11,19,TRUE,2021
1212,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/13,19,TRUE,2021
1213,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/13,19,TRUE,2021
1214,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/14,19,TRUE,2021
1215,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/5/15,19,FALSE,2021
1216,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/15,19,FALSE,2021
1217,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/15,19,FALSE,2021
1218,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/18,20,TRUE,2021
1219,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/22,20,FALSE,2021
1220,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/26,21,TRUE,2021
1221,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/28,21,TRUE,2021
1222,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/29,21,FALSE,2021
1223,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/5/30,21,FALSE,2021
1224,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/6/2,22,TRUE,2021
1225,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/6/4,22,TRUE,2021
1226,DLN5,B00206057,彈性繃帶-非滅菌,1,2021/6/4,22,TRUE,2021
1227,DLN5,B00206057,彈性繃帶-非滅菌,2,2021/6/4,22,TRUE,2021
