,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,撥補
0,2020-02-17,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,0.0,0.0,5.0,5.0,0.0,8,
1,2020-05-11,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,0.0,0.0,5.0,5.0,0.0,20,
2,2020-08-31,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,0.0,0.0,5.0,5.0,0.0,36,
3,2020-10-26,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,0.0,0.0,5.0,5.0,0.0,44,
4,2020-11-02,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,,0.0,5.0,5.0,0.0,45,
5,2020-11-09,B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,8支/包 300包/箱,包,T,5.0,,0.0,5.0,5.0,0.0,46,
