,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),2.0,2022-04-11,True,15,2022,5.0,2.0,202204.0,C-計價
1,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-04-25,True,17,2022,5.0,2.0,202204.0,C-計價
2,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-04-28,True,17,2022,5.0,2.0,202204.0,C-計價
3,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-05-13,True,19,2022,5.0,2.0,202205.0,C-計價
4,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-01,True,22,2022,4.0,3.0,202206.0,C-計價
5,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),3.0,2022-06-01,True,22,2022,4.0,3.0,202206.0,C-計價
6,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-02,True,22,2022,4.0,3.0,202206.0,C-計價
7,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-06,True,23,2022,5.0,2.0,202206.0,C-計價
8,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-07,True,23,2022,5.0,2.0,202206.0,C-計價
9,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-08,True,23,2022,5.0,2.0,202206.0,C-計價
10,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-10,True,23,2022,5.0,2.0,202206.0,C-計價
11,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-17,True,24,2022,5.0,2.0,202206.0,C-計價
12,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),2.0,2022-06-23,True,25,2022,5.0,2.0,202206.0,C-計價
13,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-27,True,26,2022,5.0,2.0,202206.0,C-計價
14,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-06-30,True,26,2022,5.0,2.0,202206.0,C-計價
15,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-07-01,True,26,2022,5.0,2.0,202207.0,C-計價
16,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),2.0,2022-07-05,True,27,2022,5.0,2.0,202207.0,C-計價
17,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),3.0,2022-07-15,True,28,2022,5.0,2.0,202207.0,C-計價
18,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-07-16,False,28,2022,5.0,2.0,202207.0,C-計價
19,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-07-16,False,28,2022,5.0,2.0,202207.0,C-計價
20,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-07-28,True,30,2022,5.0,2.0,202207.0,C-計價
21,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-07-29,True,30,2022,5.0,2.0,202207.0,C-計價
22,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),2.0,2022-11-10,True,45,2022,5.0,2.0,202211.0,C-計價
23,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-11-15,True,46,2022,5.0,2.0,202211.0,C-計價
24,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),3.0,2022-11-18,True,46,2022,5.0,2.0,202211.0,C-計價
25,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),3.0,2022-12-07,True,49,2022,5.0,2.0,202212.0,C-計價
26,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-20,True,51,2022,5.0,2.0,202212.0,C-計價
27,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),2.0,2022-12-22,True,51,2022,5.0,2.0,202212.0,C-計價
28,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-24,False,51,2022,5.0,2.0,202212.0,C-計價
29,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-25,False,51,2022,5.0,2.0,202212.0,C-計價
30,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-26,True,52,2022,5.0,3.0,202212.0,C-計價
31,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-29,True,52,2022,5.0,3.0,202212.0,C-計價
32,DLI1,B10106197,康威-愛康膚泡棉敷料(滅菌),1.0,2022-12-29,True,52,2022,5.0,3.0,202212.0,C-計價
