,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,C02911200,灌腸管,1.0,2022-01-10,True,2,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,C02911200,灌腸管,2.0,2022-01-12,True,2,2022,5.0,2.0,202201.0,T-不計價
2,DLI1,C02911200,灌腸管,1.0,2022-01-23,False,3,2022,5.0,2.0,202201.0,T-不計價
3,DLI1,C02911200,灌腸管,1.0,2022-01-24,True,4,2022,5.0,2.0,202201.0,T-不計價
4,DLI1,C02911200,灌腸管,1.0,2022-02-02,False,5,2022,0.0,7.0,202202.0,T-不計價
5,DLI1,C02911200,灌腸管,1.0,2022-02-08,True,6,2022,5.0,2.0,202202.0,T-不計價
6,DLI1,C02911200,灌腸管,1.0,2022-02-15,True,7,2022,5.0,2.0,202202.0,T-不計價
7,DLI1,C02911200,灌腸管,1.0,2022-02-22,True,8,2022,5.0,2.0,202202.0,T-不計價
8,DLI1,C02911200,灌腸管,1.0,2022-04-03,False,13,2022,5.0,2.0,202204.0,T-不計價
9,DLI1,C02911200,灌腸管,1.0,2022-04-08,True,14,2022,3.0,4.0,202204.0,T-不計價
10,DLI1,C02911200,灌腸管,1.0,2022-05-02,False,18,2022,5.0,2.0,202205.0,T-不計價
11,DLI1,C02911200,灌腸管,1.0,2022-05-24,True,21,2022,5.0,2.0,202205.0,T-不計價
12,DLI1,C02911200,灌腸管,1.0,2022-07-03,False,26,2022,5.0,2.0,202207.0,T-不計價
13,DLI1,C02911200,灌腸管,1.0,2022-07-03,False,26,2022,5.0,2.0,202207.0,T-不計價
14,DLI1,C02911200,灌腸管,1.0,2022-07-08,True,27,2022,5.0,2.0,202207.0,T-不計價
15,DLI1,C02911200,灌腸管,1.0,2022-07-08,True,27,2022,5.0,2.0,202207.0,T-不計價
16,DLI1,C02911200,灌腸管,1.0,2022-07-14,True,28,2022,5.0,2.0,202207.0,T-不計價
17,DLI1,C02911200,灌腸管,1.0,2022-07-15,True,28,2022,5.0,2.0,202207.0,T-不計價
18,DLI1,C02911200,灌腸管,1.0,2022-07-17,False,28,2022,5.0,2.0,202207.0,T-不計價
19,DLI1,C02911200,灌腸管,1.0,2022-07-28,True,30,2022,5.0,2.0,202207.0,T-不計價
20,DLI1,C02911200,灌腸管,1.0,2022-09-04,False,35,2022,5.0,2.0,202209.0,T-不計價
21,DLI1,C02911200,灌腸管,1.0,2022-11-12,False,45,2022,5.0,2.0,202211.0,T-不計價
22,DLI1,C02911200,灌腸管,1.0,2022-11-26,False,47,2022,5.0,2.0,202211.0,T-不計價
23,DLI1,C02911200,灌腸管,1.0,2022-12-29,True,52,2022,5.0,3.0,202212.0,T-不計價
