,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,B00306050,彈性紗捲,2.0,2022-01-04,True,1,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,B00306050,彈性紗捲,1.0,2022-01-05,True,1,2022,5.0,2.0,202201.0,T-不計價
2,DLI1,B00306050,彈性紗捲,1.0,2022-01-14,True,2,2022,5.0,2.0,202201.0,T-不計價
3,DLI1,B00306050,彈性紗捲,1.0,2022-01-15,False,2,2022,5.0,2.0,202201.0,T-不計價
4,DLI1,B00306050,彈性紗捲,1.0,2022-03-02,True,9,2022,4.0,3.0,202203.0,T-不計價
5,DLI1,B00306050,彈性紗捲,1.0,2022-03-27,False,12,2022,5.0,2.0,202203.0,T-不計價
6,DLI1,B00306050,彈性紗捲,2.0,2022-05-02,False,18,2022,5.0,2.0,202205.0,T-不計價
7,DLI1,B00306050,彈性紗捲,2.0,2022-05-04,False,18,2022,5.0,2.0,202205.0,T-不計價
8,DLI1,B00306050,彈性紗捲,1.0,2022-06-03,False,22,2022,4.0,3.0,202206.0,T-不計價
9,DLI1,B00306050,彈性紗捲,1.0,2022-07-21,True,29,2022,5.0,2.0,202207.0,T-不計價
10,DLI1,B00306050,彈性紗捲,1.0,2022-07-22,True,29,2022,5.0,2.0,202207.0,T-不計價
11,DLI1,B00306050,彈性紗捲,2.0,2022-07-28,True,30,2022,5.0,2.0,202207.0,T-不計價
12,DLI1,B00306050,彈性紗捲,1.0,2022-07-29,True,30,2022,5.0,2.0,202207.0,T-不計價
13,DLI1,B00306050,彈性紗捲,1.0,2022-10-17,True,42,2022,5.0,2.0,202210.0,T-不計價
14,DLI1,B00306050,彈性紗捲,1.0,2022-10-22,False,42,2022,5.0,2.0,202210.0,T-不計價
15,DLI1,B00306050,彈性紗捲,1.0,2022-10-23,False,42,2022,5.0,2.0,202210.0,T-不計價
16,DLI1,B00306050,彈性紗捲,1.0,2022-10-24,True,43,2022,5.0,2.0,202210.0,T-不計價
17,DLI1,B00306050,彈性紗捲,1.0,2022-11-03,True,44,2022,5.0,2.0,202211.0,T-不計價
18,DLI1,B00306050,彈性紗捲,1.0,2022-11-04,True,44,2022,5.0,2.0,202211.0,T-不計價
19,DLI1,B00306050,彈性紗捲,1.0,2022-11-13,False,45,2022,5.0,2.0,202211.0,T-不計價
20,DLI1,B00306050,彈性紗捲,1.0,2022-11-19,False,46,2022,5.0,2.0,202211.0,T-不計價
21,DLI1,B00306050,彈性紗捲,1.0,2022-11-20,False,46,2022,5.0,2.0,202211.0,T-不計價
22,DLI1,B00306050,彈性紗捲,1.0,2022-12-06,True,49,2022,5.0,2.0,202212.0,T-不計價
23,DLI1,B00306050,彈性紗捲,2.0,2022-12-09,True,49,2022,5.0,2.0,202212.0,T-不計價
