,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-02-08,True,6,2022,5.0,2.0,202202.0,C-計價
1,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-02-08,True,6,2022,5.0,2.0,202202.0,C-計價
2,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-02-14,True,7,2022,5.0,2.0,202202.0,C-計價
3,DLI1,C03613903,高壓延長管(公針基-公針基),2.0,2022-04-18,True,16,2022,5.0,2.0,202204.0,C-計價
4,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-05-27,True,21,2022,5.0,2.0,202205.0,C-計價
5,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-05-30,True,22,2022,4.0,3.0,202205.0,C-計價
6,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-07-18,True,29,2022,5.0,2.0,202207.0,C-計價
7,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-07-21,True,29,2022,5.0,2.0,202207.0,C-計價
8,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-07-21,True,29,2022,5.0,2.0,202207.0,C-計價
9,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-08-02,True,31,2022,5.0,2.0,202208.0,C-計價
10,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-08-27,False,34,2022,5.0,2.0,202208.0,C-計價
11,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-09-02,True,35,2022,5.0,2.0,202209.0,C-計價
12,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-11-06,False,44,2022,5.0,2.0,202211.0,C-計價
13,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-11-13,False,45,2022,5.0,2.0,202211.0,C-計價
14,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-11-14,True,46,2022,5.0,2.0,202211.0,C-計價
15,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-11-24,True,47,2022,5.0,2.0,202211.0,C-計價
16,DLI1,C03613903,高壓延長管(公針基-公針基),1.0,2022-12-27,True,52,2022,5.0,3.0,202212.0,C-計價
