,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-03,False,1,2022,5.0,2.0,202201.0,C-計價
1,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-03,False,1,2022,5.0,2.0,202201.0,C-計價
2,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-11,True,2,2022,5.0,2.0,202201.0,C-計價
3,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-17,True,3,2022,5.0,2.0,202201.0,C-計價
4,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-18,True,3,2022,5.0,2.0,202201.0,C-計價
5,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-01-29,True,4,2022,5.0,2.0,202201.0,C-計價
6,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-02-03,False,5,2022,0.0,7.0,202202.0,C-計價
7,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,C-計價
8,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-03-17,True,11,2022,5.0,2.0,202203.0,C-計價
9,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-02,False,18,2022,5.0,2.0,202205.0,C-計價
10,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-07,True,18,2022,5.0,2.0,202205.0,C-計價
11,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,3.0,2022-05-10,True,19,2022,5.0,2.0,202205.0,C-計價
12,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-10,True,19,2022,5.0,2.0,202205.0,C-計價
13,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-17,True,20,2022,5.0,2.0,202205.0,C-計價
14,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-24,True,21,2022,5.0,2.0,202205.0,C-計價
15,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-05-31,True,22,2022,4.0,3.0,202205.0,C-計價
16,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-06-11,False,23,2022,5.0,2.0,202206.0,C-計價
17,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-07-08,True,27,2022,5.0,2.0,202207.0,C-計價
18,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-07-18,True,29,2022,5.0,2.0,202207.0,C-計價
19,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-09-16,True,37,2022,5.0,2.0,202209.0,C-計價
20,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-10-31,True,44,2022,5.0,2.0,202210.0,C-計價
21,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-11-16,True,46,2022,5.0,2.0,202211.0,C-計價
22,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-12-03,False,48,2022,5.0,2.0,202212.0,C-計價
23,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-12-08,True,49,2022,5.0,2.0,202212.0,C-計價
24,DLI1,C18100251,〞巴德〞 耐吉瑞透析導管20CM,1.0,2022-12-28,True,52,2022,5.0,3.0,202212.0,C-計價
