,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLI1,F01700003,真空吸引瓶,1.0,2022-01-07,True,1,2022,5.0,2.0,202201.0,T-不計價
1,DLI1,F01700003,真空吸引瓶,6.0,2022-01-12,True,2,2022,5.0,2.0,202201.0,T-不計價
2,DLI1,F01700003,真空吸引瓶,2.0,2022-01-19,True,3,2022,5.0,2.0,202201.0,T-不計價
3,DLI1,F01700003,真空吸引瓶,2.0,2022-01-21,True,3,2022,5.0,2.0,202201.0,T-不計價
4,DLI1,F01700003,真空吸引瓶,1.0,2022-01-25,True,4,2022,5.0,2.0,202201.0,T-不計價
5,DLI1,F01700003,真空吸引瓶,2.0,2022-02-02,False,5,2022,0.0,7.0,202202.0,T-不計價
6,DLI1,F01700003,真空吸引瓶,1.0,2022-02-03,False,5,2022,0.0,7.0,202202.0,T-不計價
7,DLI1,F01700003,真空吸引瓶,3.0,2022-02-12,False,6,2022,5.0,2.0,202202.0,T-不計價
8,DLI1,F01700003,真空吸引瓶,2.0,2022-02-13,False,6,2022,5.0,2.0,202202.0,T-不計價
9,DLI1,F01700003,真空吸引瓶,1.0,2022-02-14,True,7,2022,5.0,2.0,202202.0,T-不計價
10,DLI1,F01700003,真空吸引瓶,2.0,2022-02-27,False,8,2022,5.0,2.0,202202.0,T-不計價
11,DLI1,F01700003,真空吸引瓶,1.0,2022-03-09,True,10,2022,5.0,2.0,202203.0,T-不計價
12,DLI1,F01700003,真空吸引瓶,1.0,2022-03-10,True,10,2022,5.0,2.0,202203.0,T-不計價
13,DLI1,F01700003,真空吸引瓶,1.0,2022-04-11,True,15,2022,5.0,2.0,202204.0,T-不計價
14,DLI1,F01700003,真空吸引瓶,1.0,2022-04-18,True,16,2022,5.0,2.0,202204.0,T-不計價
15,DLI1,F01700003,真空吸引瓶,1.0,2022-04-18,True,16,2022,5.0,2.0,202204.0,T-不計價
16,DLI1,F01700003,真空吸引瓶,1.0,2022-04-19,True,16,2022,5.0,2.0,202204.0,T-不計價
17,DLI1,F01700003,真空吸引瓶,2.0,2022-04-21,True,16,2022,5.0,2.0,202204.0,T-不計價
18,DLI1,F01700003,真空吸引瓶,2.0,2022-04-25,True,17,2022,5.0,2.0,202204.0,T-不計價
19,DLI1,F01700003,真空吸引瓶,1.0,2022-04-29,True,17,2022,5.0,2.0,202204.0,T-不計價
20,DLI1,F01700003,真空吸引瓶,2.0,2022-05-09,True,19,2022,5.0,2.0,202205.0,T-不計價
21,DLI1,F01700003,真空吸引瓶,2.0,2022-05-19,True,20,2022,5.0,2.0,202205.0,T-不計價
22,DLI1,F01700003,真空吸引瓶,2.0,2022-05-22,False,20,2022,5.0,2.0,202205.0,T-不計價
23,DLI1,F01700003,真空吸引瓶,2.0,2022-05-23,True,21,2022,5.0,2.0,202205.0,T-不計價
24,DLI1,F01700003,真空吸引瓶,1.0,2022-06-20,True,25,2022,5.0,2.0,202206.0,T-不計價
25,DLI1,F01700003,真空吸引瓶,1.0,2022-07-12,True,28,2022,5.0,2.0,202207.0,T-不計價
26,DLI1,F01700003,真空吸引瓶,1.0,2022-07-13,True,28,2022,5.0,2.0,202207.0,T-不計價
27,DLI1,F01700003,真空吸引瓶,4.0,2022-07-22,True,29,2022,5.0,2.0,202207.0,T-不計價
28,DLI1,F01700003,真空吸引瓶,3.0,2022-07-27,True,30,2022,5.0,2.0,202207.0,T-不計價
29,DLI1,F01700003,真空吸引瓶,2.0,2022-08-01,True,31,2022,5.0,2.0,202208.0,T-不計價
30,DLI1,F01700003,真空吸引瓶,2.0,2022-08-02,True,31,2022,5.0,2.0,202208.0,T-不計價
31,DLI1,F01700003,真空吸引瓶,1.0,2022-08-04,True,31,2022,5.0,2.0,202208.0,T-不計價
32,DLI1,F01700003,真空吸引瓶,2.0,2022-08-16,True,33,2022,5.0,2.0,202208.0,T-不計價
33,DLI1,F01700003,真空吸引瓶,2.0,2022-08-17,True,33,2022,5.0,2.0,202208.0,T-不計價
34,DLI1,F01700003,真空吸引瓶,2.0,2022-08-18,True,33,2022,5.0,2.0,202208.0,T-不計價
35,DLI1,F01700003,真空吸引瓶,1.0,2022-08-27,False,34,2022,5.0,2.0,202208.0,T-不計價
36,DLI1,F01700003,真空吸引瓶,1.0,2022-08-30,True,35,2022,5.0,2.0,202208.0,T-不計價
37,DLI1,F01700003,真空吸引瓶,1.0,2022-09-01,True,35,2022,5.0,2.0,202209.0,T-不計價
38,DLI1,F01700003,真空吸引瓶,1.0,2022-09-02,True,35,2022,5.0,2.0,202209.0,T-不計價
39,DLI1,F01700003,真空吸引瓶,2.0,2022-09-02,True,35,2022,5.0,2.0,202209.0,T-不計價
40,DLI1,F01700003,真空吸引瓶,2.0,2022-09-05,True,36,2022,4.0,3.0,202209.0,T-不計價
