,庫房,料號,品名,數量,週,工作日,帳務日期
1270,DLI1,A00120504,50cc塑膠注射空針-非螺紋,91.0,1,False,2021-01-10
1305,DLI1,A00120504,50cc塑膠注射空針-非螺紋,71.0,2,False,2021-01-17
1331,DLI1,A00120504,50cc塑膠注射空針-非螺紋,47.0,3,False,2021-01-24
1345,DLI1,A00120504,50cc塑膠注射空針-非螺紋,26.0,4,False,2021-01-30
6035,DLI1,A00120504,50cc塑膠注射空針-非螺紋,97.0,5,True,2021-02-07
6083,DLI1,A00120504,50cc塑膠注射空針-非螺紋,133.0,6,False,2021-02-14
6124,DLI1,A00120504,50cc塑膠注射空針-非螺紋,95.0,7,False,2021-02-21
6157,DLI1,A00120504,50cc塑膠注射空針-非螺紋,113.0,8,False,2021-02-28
10159,DLI1,A00120504,50cc塑膠注射空針-非螺紋,52.0,9,False,2021-03-07
10191,DLI1,A00120504,50cc塑膠注射空針-非螺紋,66.0,10,False,2021-03-14
10204,DLI1,A00120504,50cc塑膠注射空針-非螺紋,31.0,11,False,2021-03-20
10217,DLI1,A00120504,50cc塑膠注射空針-非螺紋,32.0,12,False,2021-03-28
13888,DLI1,A00120504,50cc塑膠注射空針-非螺紋,57.0,13,False,2021-04-04
13930,DLI1,A00120504,50cc塑膠注射空針-非螺紋,87.0,14,False,2021-04-11
13954,DLI1,A00120504,50cc塑膠注射空針-非螺紋,69.0,15,False,2021-04-18
13993,DLI1,A00120504,50cc塑膠注射空針-非螺紋,95.0,16,True,2021-04-25
18422,DLI1,A00120504,50cc塑膠注射空針-非螺紋,92.0,17,False,2021-05-02
18435,DLI1,A00120504,50cc塑膠注射空針-非螺紋,20.0,18,False,2021-05-09
18454,DLI1,A00120504,50cc塑膠注射空針-非螺紋,41.0,19,False,2021-05-16
18470,DLI1,A00120504,50cc塑膠注射空針-非螺紋,38.0,20,False,2021-05-23
18505,DLI1,A00120504,50cc塑膠注射空針-非螺紋,114.0,21,False,2021-05-30
23060,DLI1,A00120504,50cc塑膠注射空針-非螺紋,100.0,22,False,2021-06-06
23098,DLI1,A00120504,50cc塑膠注射空針-非螺紋,151.0,23,False,2021-06-13
23141,DLI1,A00120504,50cc塑膠注射空針-非螺紋,110.0,24,False,2021-06-20
23165,DLI1,A00120504,50cc塑膠注射空針-非螺紋,34.0,25,False,2021-06-27
27747,DLI1,A00120504,50cc塑膠注射空針-非螺紋,48.0,26,False,2021-07-04
27770,DLI1,A00120504,50cc塑膠注射空針-非螺紋,38.0,27,False,2021-07-11
27800,DLI1,A00120504,50cc塑膠注射空針-非螺紋,113.0,28,False,2021-07-18
27833,DLI1,A00120504,50cc塑膠注射空針-非螺紋,69.0,29,False,2021-07-25
32275,DLI1,A00120504,50cc塑膠注射空針-非螺紋,51.0,30,False,2021-08-01
32320,DLI1,A00120504,50cc塑膠注射空針-非螺紋,89.0,31,False,2021-08-08
32341,DLI1,A00120504,50cc塑膠注射空針-非螺紋,45.0,32,False,2021-08-15
32366,DLI1,A00120504,50cc塑膠注射空針-非螺紋,71.0,33,False,2021-08-22
32405,DLI1,A00120504,50cc塑膠注射空針-非螺紋,130.0,34,False,2021-08-29
37027,DLI1,A00120504,50cc塑膠注射空針-非螺紋,48.0,35,False,2021-09-05
37048,DLI1,A00120504,50cc塑膠注射空針-非螺紋,27.0,36,False,2021-09-12
37060,DLI1,A00120504,50cc塑膠注射空針-非螺紋,16.0,37,False,2021-09-19
37074,DLI1,A00120504,50cc塑膠注射空針-非螺紋,21.0,38,True,2021-09-26
41440,DLI1,A00120504,50cc塑膠注射空針-非螺紋,99.0,39,False,2021-10-03
41454,DLI1,A00120504,50cc塑膠注射空針-非螺紋,26.0,40,False,2021-10-10
41471,DLI1,A00120504,50cc塑膠注射空針-非螺紋,34.0,41,False,2021-10-17
41488,DLI1,A00120504,50cc塑膠注射空針-非螺紋,38.0,42,False,2021-10-24
41500,DLI1,A00120504,50cc塑膠注射空針-非螺紋,44.0,43,True,2021-10-29
45469,DLI1,A00120504,50cc塑膠注射空針-非螺紋,54.0,44,False,2021-11-07
45504,DLI1,A00120504,50cc塑膠注射空針-非螺紋,66.0,45,False,2021-11-14
45544,DLI1,A00120504,50cc塑膠注射空針-非螺紋,66.0,46,False,2021-11-21
45576,DLI1,A00120504,50cc塑膠注射空針-非螺紋,70.0,47,False,2021-11-28
49457,DLI1,A00120504,50cc塑膠注射空針-非螺紋,56.0,48,False,2021-12-05
49492,DLI1,A00120504,50cc塑膠注射空針-非螺紋,125.0,49,False,2021-12-12
49517,DLI1,A00120504,50cc塑膠注射空針-非螺紋,63.0,50,False,2021-12-19
49546,DLI1,A00120504,50cc塑膠注射空針-非螺紋,90.0,51,False,2021-12-26
49553,DLI1,A00120504,50cc塑膠注射空針-非螺紋,19.0,52,True,2021-12-28
