,庫房,料號,品名,數量,週,工作日,帳務日期
3836,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,1,False,2021-01-09
3841,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,2,True,2021-01-15
3846,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,3,False,2021-01-24
3853,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,4,False,2021-01-30
8328,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,5,False,2021-02-06
8336,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,6,False,2021-02-14
8339,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,7,False,2021-02-16
8343,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,8,True,2021-02-25
11992,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,9,False,2021-03-06
11995,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,10,True,2021-03-09
11998,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,11,True,2021-03-19
12000,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,12,False,2021-03-28
16332,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,13,False,2021-04-03
16333,DLI1,D00320301,3-0 尼龍線  Nylon,1.0,14,False,2021-04-10
16338,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,15,False,2021-04-18
16341,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,16,True,2021-04-22
16345,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,17,True,2021-04-29
20874,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,18,True,2021-05-08
20877,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,19,True,2021-05-14
20879,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,20,False,2021-05-23
20885,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,21,False,2021-05-29
25559,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,22,True,2021-06-04
25562,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,23,True,2021-06-11
25567,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,24,False,2021-06-19
25570,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,25,False,2021-06-26
30207,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,26,False,2021-07-04
30209,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,27,True,2021-07-09
30213,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,28,True,2021-07-16
30219,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,29,False,2021-07-25
30222,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,30,True,2021-07-30
34840,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,31,True,2021-08-06
34847,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,32,False,2021-08-14
34850,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,33,False,2021-08-22
34854,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,34,False,2021-08-28
39406,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,35,False,2021-09-04
39411,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,36,False,2021-09-12
39414,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,37,True,2021-09-18
39416,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,38,True,2021-09-24
43522,DLI1,D00320301,3-0 尼龍線  Nylon,11.0,39,False,2021-10-01
43528,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,40,False,2021-10-10
43535,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,41,False,2021-10-17
43540,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,42,False,2021-10-24
43543,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,43,True,2021-10-27
47621,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,44,False,2021-11-07
47625,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,45,False,2021-11-14
47627,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,46,True,2021-11-16
47629,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,47,True,2021-11-25
51577,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,48,False,2021-12-04
51583,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,49,True,2021-12-10
51588,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,50,False,2021-12-19
51597,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,51,True,2021-12-24
51598,DLI1,D00320301,3-0 尼龍線  Nylon,1.0,52,True,2021-12-28
