,庫房,料號,品名,數量,週,工作日,帳務日期
4637,DLI1,K80004044,Push Button Blood Collection,10.0,1,False,2021-01-09
4642,DLI1,K80004044,Push Button Blood Collection,11.0,2,False,2021-01-17
4651,DLI1,K80004044,Push Button Blood Collection,14.0,3,False,2021-01-24
4654,DLI1,K80004044,Push Button Blood Collection,6.0,4,False,2021-01-30
8967,DLI1,K80004044,Push Button Blood Collection,2.0,5,True,2021-02-04
8972,DLI1,K80004044,Push Button Blood Collection,9.0,6,False,2021-02-13
8975,DLI1,K80004044,Push Button Blood Collection,4.0,7,True,2021-02-19
8979,DLI1,K80004044,Push Button Blood Collection,6.0,8,True,2021-02-24
12522,DLI1,K80004044,Push Button Blood Collection,10.0,9,False,2021-03-06
12530,DLI1,K80004044,Push Button Blood Collection,13.0,10,True,2021-03-12
12532,DLI1,K80004044,Push Button Blood Collection,4.0,11,False,2021-03-21
12533,DLI1,K80004044,Push Button Blood Collection,1.0,12,True,2021-03-26
17040,DLI1,K80004044,Push Button Blood Collection,12.0,13,False,2021-04-04
17049,DLI1,K80004044,Push Button Blood Collection,20.0,14,False,2021-04-11
17051,DLI1,K80004044,Push Button Blood Collection,3.0,15,True,2021-04-15
17057,DLI1,K80004044,Push Button Blood Collection,10.0,16,True,2021-04-23
21630,DLI1,K80004044,Push Button Blood Collection,2.0,17,False,2021-05-02
21637,DLI1,K80004044,Push Button Blood Collection,10.0,18,True,2021-05-08
21643,DLI1,K80004044,Push Button Blood Collection,11.0,19,False,2021-05-16
21648,DLI1,K80004044,Push Button Blood Collection,8.0,20,False,2021-05-23
21649,DLI1,K80004044,Push Button Blood Collection,3.0,21,False,2021-05-30
26256,DLI1,K80004044,Push Button Blood Collection,3.0,22,False,2021-06-06
26259,DLI1,K80004044,Push Button Blood Collection,5.0,23,True,2021-06-10
26263,DLI1,K80004044,Push Button Blood Collection,7.0,24,False,2021-06-20
26267,DLI1,K80004044,Push Button Blood Collection,6.0,25,False,2021-06-27
30870,DLI1,K80004044,Push Button Blood Collection,7.0,26,False,2021-07-03
30877,DLI1,K80004044,Push Button Blood Collection,15.0,27,False,2021-07-11
30880,DLI1,K80004044,Push Button Blood Collection,4.0,28,True,2021-07-15
30886,DLI1,K80004044,Push Button Blood Collection,16.0,29,False,2021-07-25
30890,DLI1,K80004044,Push Button Blood Collection,7.0,30,False,2021-07-31
35738,DLI1,K80004044,Push Button Blood Collection,3.0,31,False,2021-08-07
35742,DLI1,K80004044,Push Button Blood Collection,5.0,32,False,2021-08-14
35747,DLI1,K80004044,Push Button Blood Collection,10.0,33,True,2021-08-20
35750,DLI1,K80004044,Push Button Blood Collection,4.0,34,True,2021-08-25
40223,DLI1,K80004044,Push Button Blood Collection,8.0,35,True,2021-09-02
40225,DLI1,K80004044,Push Button Blood Collection,3.0,36,True,2021-09-09
40227,DLI1,K80004044,Push Button Blood Collection,6.0,37,True,2021-09-16
40231,DLI1,K80004044,Push Button Blood Collection,6.0,38,True,2021-09-26
44177,DLI1,K80004044,Push Button Blood Collection,14.0,39,False,2021-10-02
44181,DLI1,K80004044,Push Button Blood Collection,7.0,40,False,2021-10-10
44184,DLI1,K80004044,Push Button Blood Collection,3.0,41,True,2021-10-15
44188,DLI1,K80004044,Push Button Blood Collection,11.0,42,False,2021-10-24
44190,DLI1,K80004044,Push Button Blood Collection,8.0,43,True,2021-10-25
48320,DLI1,K80004044,Push Button Blood Collection,4.0,44,False,2021-11-06
48324,DLI1,K80004044,Push Button Blood Collection,7.0,45,False,2021-11-14
48326,DLI1,K80004044,Push Button Blood Collection,5.0,46,False,2021-11-20
48329,DLI1,K80004044,Push Button Blood Collection,5.0,47,False,2021-11-28
52266,DLI1,K80004044,Push Button Blood Collection,1.0,48,True,2021-12-01
52273,DLI1,K80004044,Push Button Blood Collection,11.0,49,False,2021-12-12
52275,DLI1,K80004044,Push Button Blood Collection,4.0,50,False,2021-12-19
52279,DLI1,K80004044,Push Button Blood Collection,7.0,51,False,2021-12-25
52280,DLI1,K80004044,Push Button Blood Collection,1.0,52,True,2021-12-27
