,庫房,料號,品名,數量,週,工作日,帳務日期
3877,DLI1,F41200000,痰液收集器,2.0,1,False,2021-01-10
3879,DLI1,F41200000,痰液收集器,2.0,2,False,2021-01-17
3880,DLI1,F41200000,痰液收集器,1.0,3,True,2021-01-20
3882,DLI1,F41200000,痰液收集器,2.0,4,True,2021-01-29
8362,DLI1,F41200000,痰液收集器,2.0,5,True,2021-02-05
8363,DLI1,F41200000,痰液收集器,2.0,6,False,2021-02-14
3876,DLI1,F41200000,痰液收集器,0.0,7,True,2021-01-06
8364,DLI1,F41200000,痰液收集器,1.0,8,True,2021-02-24
3876,DLI1,F41200000,痰液收集器,0.0,9,True,2021-01-06
12014,DLI1,F41200000,痰液收集器,1.0,10,True,2021-03-08
3876,DLI1,F41200000,痰液收集器,0.0,11,True,2021-01-06
12015,DLI1,F41200000,痰液收集器,1.0,12,True,2021-03-26
16372,DLI1,F41200000,痰液收集器,4.0,13,True,2021-04-02
16374,DLI1,F41200000,痰液收集器,2.0,14,True,2021-04-09
16377,DLI1,F41200000,痰液收集器,4.0,15,False,2021-04-18
16379,DLI1,F41200000,痰液收集器,2.0,16,True,2021-04-25
16380,DLI1,F41200000,痰液收集器,1.0,17,True,2021-04-28
20902,DLI1,F41200000,痰液收集器,1.0,18,False,2021-05-04
20903,DLI1,F41200000,痰液收集器,1.0,19,True,2021-05-12
3876,DLI1,F41200000,痰液收集器,0.0,20,True,2021-01-06
20905,DLI1,F41200000,痰液收集器,2.0,21,True,2021-05-28
25596,DLI1,F41200000,痰液收集器,2.0,22,True,2021-06-04
25599,DLI1,F41200000,痰液收集器,3.0,23,True,2021-06-11
3876,DLI1,F41200000,痰液收集器,0.0,24,True,2021-01-06
25600,DLI1,F41200000,痰液收集器,1.0,25,True,2021-06-22
30246,DLI1,F41200000,痰液收集器,2.0,26,True,2021-07-01
30247,DLI1,F41200000,痰液收集器,1.0,27,True,2021-07-06
30248,DLI1,F41200000,痰液收集器,1.0,28,True,2021-07-15
30252,DLI1,F41200000,痰液收集器,4.0,29,True,2021-07-21
30254,DLI1,F41200000,痰液收集器,2.0,30,False,2021-07-31
34887,DLI1,F41200000,痰液收集器,4.0,31,False,2021-08-08
34888,DLI1,F41200000,痰液收集器,1.0,32,True,2021-08-09
34891,DLI1,F41200000,痰液收集器,3.0,33,False,2021-08-22
34894,DLI1,F41200000,痰液收集器,3.0,34,True,2021-08-27
39451,DLI1,F41200000,痰液收集器,4.0,35,True,2021-09-03
39452,DLI1,F41200000,痰液收集器,1.0,36,True,2021-09-09
39457,DLI1,F41200000,痰液收集器,5.0,37,False,2021-09-19
39459,DLI1,F41200000,痰液收集器,2.0,38,True,2021-09-23
43559,DLI1,F41200000,痰液收集器,2.0,39,False,2021-10-01
43560,DLI1,F41200000,痰液收集器,1.0,40,False,2021-10-06
43561,DLI1,F41200000,痰液收集器,1.0,41,True,2021-10-13
43563,DLI1,F41200000,痰液收集器,2.0,42,False,2021-10-23
43558,DLI1,F41200000,痰液收集器,1.0,43,False,2021-10-31
47657,DLI1,F41200000,痰液收集器,4.0,44,False,2021-11-07
3876,DLI1,F41200000,痰液收集器,0.0,45,True,2021-01-06
47658,DLI1,F41200000,痰液收集器,1.0,46,True,2021-11-16
3876,DLI1,F41200000,痰液收集器,0.0,47,True,2021-01-06
3876,DLI1,F41200000,痰液收集器,0.0,48,True,2021-01-06
51622,DLI1,F41200000,痰液收集器,4.0,49,False,2021-12-12
51624,DLI1,F41200000,痰液收集器,2.0,50,True,2021-12-14
51626,DLI1,F41200000,痰液收集器,2.0,51,False,2021-12-26
3876,DLI1,F41200000,痰液收集器,0.0,52,True,2021-01-06
