,庫房,料號,品名,數量,週,工作日,帳務日期
4781,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,1,True,2021-01-06
4782,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2,False,2021-01-17
4785,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,3,True,2021-01-19
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,4,False,2021-01-03
9119,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,5,True,2021-02-04
9121,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,6,False,2021-02-12
9122,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,7,False,2021-02-16
9123,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,8,True,2021-02-26
12608,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,9,True,2021-03-04
12610,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,10,True,2021-03-12
12612,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,11,False,2021-03-20
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,12,False,2021-01-03
17246,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,9.0,13,False,2021-04-03
17248,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,14,False,2021-04-11
17252,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,15,False,2021-04-18
17253,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,16,True,2021-04-22
17256,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,17,True,2021-04-30
21790,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,18,False,2021-05-09
21791,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,19,True,2021-05-11
21793,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,20,False,2021-05-23
21799,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,12.0,21,False,2021-05-29
26458,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,22,True,2021-06-04
26463,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,23,True,2021-06-10
26470,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,12.0,24,False,2021-06-20
26471,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,25,True,2021-06-23
31089,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,26,False,2021-07-03
31091,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,27,True,2021-07-09
31092,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,28,True,2021-07-13
31097,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,8.0,29,False,2021-07-25
31099,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,30,True,2021-07-30
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,31,False,2021-01-03
35886,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,32,False,2021-08-14
35890,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,33,False,2021-08-21
35895,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,8.0,34,False,2021-08-29
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,35,False,2021-01-03
40365,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,36,True,2021-09-07
40366,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,37,True,2021-09-17
40368,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,38,False,2021-09-21
40370,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,39,True,2021-09-30
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,40,False,2021-01-03
44316,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,41,False,2021-10-17
44320,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,42,False,2021-10-23
44323,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,43,True,2021-10-27
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,44,False,2021-01-03
48480,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,45,True,2021-11-11
48481,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,46,True,2021-11-16
48483,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,47,True,2021-11-25
52395,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,48,False,2021-12-04
52399,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,49,True,2021-12-10
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,50,False,2021-01-03
52401,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,51,True,2021-12-23
4778,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,52,False,2021-01-03
