,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,10.0,10.0,0.0,,2
1,2019-11-24,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,5.0,5.0,0.0,,47
0,2020-06-24,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,5.0,5.0,0.0,,26
1,2020-07-29,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,10.0,10.0,0.0,,31
0,2021-08-10,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,5.0,5.0,0.0,,32
1,2021-10-26,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,3.0,3.0,0.0,,43
2,2021-12-16,D00669305,3-0   尼龍線,24mm x 75cm,包,T,12.0,0.0,0.0,5.0,5.0,0.0,,50
