,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2020-04-07,Z26720137,鞋套:止滑 18〞16〞14〞,50雙/包,雙,T,50.0,0.0,0.0,50.0,50.0,0.0,,15
0,2021-06-01,Z26720137,鞋套:止滑 18〞16〞14〞,50雙/包,雙,T,50.0,0.0,0.0,50.0,50.0,0.0,,22
