,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
5599,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,1,False,2022-01-09,,
5604,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,2,False,2022-01-16,,
5611,DLN8,A00120504,50cc塑膠注射空針-非螺紋,8.0,3,False,2022-01-23,,
5617,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,4,True,2022-01-30,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,5,False,2022-01-01,202201.0,T-不計價
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,6,False,2022-01-01,202201.0,T-不計價
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,7,False,2022-01-01,202201.0,T-不計價
5619,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,8,False,2022-02-27,,
5622,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,9,False,2022-03-06,,
5629,DLN8,A00120504,50cc塑膠注射空針-非螺紋,13.0,10,False,2022-03-12,,
5643,DLN8,A00120504,50cc塑膠注射空針-非螺紋,18.0,11,False,2022-03-20,,
5656,DLN8,A00120504,50cc塑膠注射空針-非螺紋,17.0,12,False,2022-03-27,,
5664,DLN8,A00120504,50cc塑膠注射空針-非螺紋,11.0,13,True,2022-04-01,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,14,False,2022-01-01,202201.0,T-不計價
5665,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,15,False,2022-04-17,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,16,False,2022-01-01,202201.0,T-不計價
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,17,False,2022-01-01,202201.0,T-不計價
5666,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,18,False,2022-05-02,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,19,False,2022-01-01,202201.0,T-不計價
5667,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,20,False,2022-05-21,,
5669,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,21,False,2022-05-28,,
5674,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,22,False,2022-06-05,,
5691,DLN8,A00120504,50cc塑膠注射空針-非螺紋,18.0,23,False,2022-06-12,,
5710,DLN8,A00120504,50cc塑膠注射空針-非螺紋,23.0,24,False,2022-06-19,,
5723,DLN8,A00120504,50cc塑膠注射空針-非螺紋,15.0,25,False,2022-06-26,,
5732,DLN8,A00120504,50cc塑膠注射空針-非螺紋,11.0,26,False,2022-07-03,,
5745,DLN8,A00120504,50cc塑膠注射空針-非螺紋,16.0,27,False,2022-07-10,,
5767,DLN8,A00120504,50cc塑膠注射空針-非螺紋,37.0,28,False,2022-07-17,,
5774,DLN8,A00120504,50cc塑膠注射空針-非螺紋,8.0,29,True,2022-07-22,,
5781,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,30,False,2022-07-31,,
5787,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,31,False,2022-08-07,,
5789,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,32,True,2022-08-09,,
5794,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,33,False,2022-08-20,,
5796,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,34,False,2022-08-27,,
5797,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,35,True,2022-09-02,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,36,False,2022-01-01,202201.0,T-不計價
5799,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,37,True,2022-09-14,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,38,False,2022-01-01,202201.0,T-不計價
5802,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,39,False,2022-10-01,,
5804,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,40,False,2022-10-07,,
5805,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,41,False,2022-10-16,,
5810,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,42,False,2022-10-22,,
5814,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,43,False,2022-10-29,,
5827,DLN8,A00120504,50cc塑膠注射空針-非螺紋,22.0,44,False,2022-11-06,,
5834,DLN8,A00120504,50cc塑膠注射空針-非螺紋,8.0,45,True,2022-11-11,,
5838,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,46,False,2022-11-20,,
5842,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,47,True,2022-11-23,,
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,48,False,2022-01-01,202201.0,T-不計價
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,49,False,2022-01-01,202201.0,T-不計價
5589,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,50,False,2022-01-01,202201.0,T-不計價
5843,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,51,True,2022-12-19,,
5590,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,52,False,2022-01-02,,
