,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,1,False,2022-01-09,,
19261,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,6.0,2,False,2022-01-16,,
19263,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,3,True,2022-01-19,,
19265,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,4,True,2022-01-30,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,5,False,2022-01-09,202201.0,T-不計價
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,6,False,2022-01-09,202201.0,T-不計價
19267,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,7,True,2022-02-18,,
19272,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,5.0,8,False,2022-02-26,,
19276,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,9,False,2022-03-05,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,10,False,2022-01-09,202201.0,T-不計價
19277,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,11,False,2022-03-20,,
19278,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,12,True,2022-03-23,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,13,False,2022-01-09,202201.0,T-不計價
19279,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,14,False,2022-04-09,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,15,False,2022-01-09,202201.0,T-不計價
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,16,False,2022-01-09,202201.0,T-不計價
19282,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,17,False,2022-05-01,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,18,False,2022-01-09,202201.0,T-不計價
19284,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,19,True,2022-05-13,,
19287,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,20,True,2022-05-20,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,21,False,2022-01-09,202201.0,T-不計價
19290,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,22,False,2022-06-04,,
19292,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,23,True,2022-06-10,,
19298,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,6.0,24,False,2022-06-18,,
19307,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,9.0,25,False,2022-06-26,,
19313,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,6.0,26,False,2022-07-03,,
19318,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,5.0,27,False,2022-07-09,,
19321,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,28,False,2022-07-17,,
19323,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,29,False,2022-07-23,,
19324,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,30,True,2022-07-25,,
19325,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,31,True,2022-08-05,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,32,False,2022-01-09,202201.0,T-不計價
19326,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,33,True,2022-08-15,,
19328,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,34,False,2022-08-27,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,35,False,2022-01-09,202201.0,T-不計價
19330,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,36,False,2022-09-10,,
19334,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,37,True,2022-09-14,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,38,False,2022-01-09,202201.0,T-不計價
19335,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,39,True,2022-09-29,,
19338,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,40,True,2022-10-09,,
19341,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,41,True,2022-10-14,,
19342,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,42,False,2022-10-22,,
19343,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,43,True,2022-10-25,,
19345,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,44,False,2022-11-05,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,45,False,2022-01-09,202201.0,T-不計價
19346,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,46,False,2022-11-20,,
19347,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,47,True,2022-11-23,,
19348,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,48,False,2022-12-04,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,49,False,2022-01-09,202201.0,T-不計價
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,50,False,2022-01-09,202201.0,T-不計價
19349,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,51,True,2022-12-20,,
19255,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,52,False,2022-01-09,202201.0,T-不計價
