,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
413,DLN5,B00206057,彈性繃帶-非滅菌,794.0,2019-07-21,29,False,5.0,2.0,2019
426,DLN5,B00206057,彈性繃帶-非滅菌,999.0,2019-07-27,30,False,5.0,2.0,2019
438,DLN5,B00206057,彈性繃帶-非滅菌,875.0,2019-08-04,31,False,5.0,2.0,2019
451,DLN5,B00206057,彈性繃帶-非滅菌,962.0,2019-08-11,32,False,5.0,2.0,2019
455,DLN5,B00206057,彈性繃帶-非滅菌,1231.0,2019-08-18,33,False,5.0,2.0,2019
465,DLN5,B00206057,彈性繃帶-非滅菌,633.0,2019-08-24,34,False,5.0,2.0,2019
34,DLN5,A04800036,靜脈輸液套，附Y加葯管,781.0,2019-08-31,35,False,5.0,2.0,2019
471,DLN5,B00206057,彈性繃帶-非滅菌,1081.0,2019-09-07,36,False,4.0,3.0,2019
476,DLN5,B00206057,彈性繃帶-非滅菌,937.0,2019-09-12,37,True,4.0,3.0,2019
484,DLN5,B00206057,彈性繃帶-非滅菌,955.0,2019-09-22,38,False,5.0,2.0,2019
500,DLN5,B00206057,彈性繃帶-非滅菌,793.0,2019-09-29,39,True,5.0,2.0,2019
505,DLN5,B00206057,彈性繃帶-非滅菌,860.0,2019-10-03,40,False,5.0,2.0,2019
514,DLN5,B00206057,彈性繃帶-非滅菌,973.0,2019-10-13,41,False,3.0,4.0,2019
523,DLN5,B00206057,彈性繃帶-非滅菌,698.0,2019-10-20,42,False,5.0,2.0,2019
537,DLN5,B00206057,彈性繃帶-非滅菌,957.0,2019-10-27,43,False,5.0,2.0,2019
551,DLN5,B00206057,彈性繃帶-非滅菌,827.0,2019-11-03,44,False,5.0,2.0,2019
558,DLN5,B00206057,彈性繃帶-非滅菌,725.0,2019-11-10,45,False,5.0,2.0,2019
569,DLN5,B00206057,彈性繃帶-非滅菌,883.0,2019-11-17,46,False,5.0,2.0,2019
581,DLN5,B00206057,彈性繃帶-非滅菌,1082.0,2019-11-23,47,False,5.0,2.0,2019
587,DLN5,B00206057,彈性繃帶-非滅菌,1111.0,2019-12-01,48,False,5.0,2.0,2019
606,DLN5,B00206057,彈性繃帶-非滅菌,983.0,2019-12-07,49,False,5.0,2.0,2019
616,DLN5,B00206057,彈性繃帶-非滅菌,846.0,2019-12-15,50,False,5.0,2.0,2019
622,DLN5,B00206057,彈性繃帶-非滅菌,1001.0,2019-12-20,51,True,5.0,2.0,2019
633,DLN5,B00206057,彈性繃帶-非滅菌,968.0,2019-12-28,52,False,5.0,2.0,2019
639,DLN5,B00206057,彈性繃帶-非滅菌,474.0,2020-01-05,1,False,2.0,3.0,2020
643,DLN5,B00206057,彈性繃帶-非滅菌,677.0,2020-01-12,2,False,5.0,2.0,2020
652,DLN5,B00206057,彈性繃帶-非滅菌,602.0,2020-01-19,3,True,5.0,2.0,2020
660,DLN5,B00206057,彈性繃帶-非滅菌,204.0,2020-01-22,4,True,3.0,4.0,2020
661,DLN5,B00206057,彈性繃帶-非滅菌,169.0,2020-02-02,5,False,2.0,5.0,2020
668,DLN5,B00206057,彈性繃帶-非滅菌,942.0,2020-02-08,6,False,5.0,2.0,2020
673,DLN5,B00206057,彈性繃帶-非滅菌,939.0,2020-02-16,7,False,5.0,2.0,2020
686,DLN5,B00206057,彈性繃帶-非滅菌,888.0,2020-02-22,8,False,5.0,2.0,2020
695,DLN5,B00206057,彈性繃帶-非滅菌,745.0,2020-02-29,9,False,4.0,3.0,2020
703,DLN5,B00206057,彈性繃帶-非滅菌,925.0,2020-03-08,10,False,5.0,2.0,2020
712,DLN5,B00206057,彈性繃帶-非滅菌,1095.0,2020-03-15,11,False,5.0,2.0,2020
720,DLN5,B00206057,彈性繃帶-非滅菌,1153.0,2020-03-22,12,False,5.0,2.0,2020
726,DLN5,B00206057,彈性繃帶-非滅菌,1684.0,2020-03-29,13,False,5.0,2.0,2020
732,DLN5,B00206057,彈性繃帶-非滅菌,1698.0,2020-04-05,14,False,3.0,4.0,2020
741,DLN5,B00206057,彈性繃帶-非滅菌,1735.0,2020-04-12,15,False,5.0,2.0,2020
750,DLN5,B00206057,彈性繃帶-非滅菌,1597.0,2020-04-19,16,False,5.0,2.0,2020
752,DLN5,B00206057,彈性繃帶-非滅菌,1505.0,2020-04-24,17,True,5.0,2.0,2020
757,DLN5,B00206057,彈性繃帶-非滅菌,1358.0,2020-05-03,18,False,4.0,3.0,2020
764,DLN5,B00206057,彈性繃帶-非滅菌,1236.0,2020-05-10,19,False,5.0,2.0,2020
766,DLN5,B00206057,彈性繃帶-非滅菌,1258.0,2020-05-17,20,False,5.0,2.0,2020
774,DLN5,B00206057,彈性繃帶-非滅菌,880.0,2020-05-24,21,False,5.0,2.0,2020
786,DLN5,B00206057,彈性繃帶-非滅菌,1009.0,2020-05-30,22,False,5.0,2.0,2020
796,DLN5,B00206057,彈性繃帶-非滅菌,912.0,2020-06-07,23,False,5.0,2.0,2020
809,DLN5,B00206057,彈性繃帶-非滅菌,1272.0,2020-06-14,24,False,5.0,2.0,2020
824,DLN5,B00206057,彈性繃帶-非滅菌,1341.0,2020-06-21,25,False,5.0,2.0,2020
834,DLN5,B00206057,彈性繃帶-非滅菌,1146.0,2020-06-27,26,False,3.0,4.0,2020
842,DLN5,B00206057,彈性繃帶-非滅菌,1265.0,2020-07-03,27,True,5.0,2.0,2020
845,DLN5,B00206057,彈性繃帶-非滅菌,1258.0,2020-07-11,28,False,5.0,2.0,2020
858,DLN5,B00206057,彈性繃帶-非滅菌,876.0,2020-07-19,29,False,5.0,2.0,2020
872,DLN5,B00206057,彈性繃帶-非滅菌,1115.0,2020-07-25,30,False,5.0,2.0,2020
880,DLN5,B00206057,彈性繃帶-非滅菌,943.0,2020-07-30,31,True,5.0,2.0,2020
895,DLN5,B00206057,彈性繃帶-非滅菌,1190.0,2020-08-09,32,False,5.0,2.0,2020
914,DLN5,B00206057,彈性繃帶-非滅菌,1304.0,2020-08-15,33,False,5.0,2.0,2020
925,DLN5,B00206057,彈性繃帶-非滅菌,1039.0,2020-08-23,34,False,5.0,2.0,2020
935,DLN5,B00206057,彈性繃帶-非滅菌,1433.0,2020-08-30,35,False,5.0,2.0,2020
945,DLN5,B00206057,彈性繃帶-非滅菌,1082.0,2020-09-06,36,False,4.0,3.0,2020
956,DLN5,B00206057,彈性繃帶-非滅菌,1097.0,2020-09-13,37,False,5.0,2.0,2020
967,DLN5,B00206057,彈性繃帶-非滅菌,1126.0,2020-09-20,38,False,5.0,2.0,2020
981,DLN5,B00206057,彈性繃帶-非滅菌,1094.0,2020-09-27,39,True,5.0,2.0,2020
987,DLN5,B00206057,彈性繃帶-非滅菌,855.0,2020-10-01,40,False,3.0,4.0,2020
989,DLN5,B00206057,彈性繃帶-非滅菌,683.0,2020-10-08,41,False,4.0,3.0,2020
1005,DLN5,B00206057,彈性繃帶-非滅菌,1403.0,2020-10-18,42,False,5.0,2.0,2020
1016,DLN5,B00206057,彈性繃帶-非滅菌,1211.0,2020-10-25,43,False,5.0,2.0,2020
1026,DLN5,B00206057,彈性繃帶-非滅菌,1116.0,2020-10-31,44,False,5.0,2.0,2020
1045,DLN5,B00206057,彈性繃帶-非滅菌,1044.0,2020-11-08,45,False,5.0,2.0,2020
1058,DLN5,B00206057,彈性繃帶-非滅菌,862.0,2020-11-14,46,False,5.0,2.0,2020
1074,DLN5,B00206057,彈性繃帶-非滅菌,1152.0,2020-11-22,47,False,5.0,2.0,2020
1090,DLN5,B00206057,彈性繃帶-非滅菌,938.0,2020-11-29,48,False,5.0,2.0,2020
1107,DLN5,B00206057,彈性繃帶-非滅菌,1213.0,2020-12-06,49,False,5.0,2.0,2020
1114,DLN5,B00206057,彈性繃帶-非滅菌,877.0,2020-12-13,50,False,5.0,2.0,2020
1122,DLN5,B00206057,彈性繃帶-非滅菌,957.0,2020-12-20,51,False,5.0,2.0,2020
1148,DLN5,B00206057,彈性繃帶-非滅菌,934.0,2020-12-27,52,False,5.0,2.0,2020
1171,DLN5,B00206057,彈性繃帶-非滅菌,1007.0,2021-01-10,1,False,5.0,2.0,2021
1191,DLN5,B00206057,彈性繃帶-非滅菌,1251.0,2021-01-17,2,False,5.0,2.0,2021
1202,DLN5,B00206057,彈性繃帶-非滅菌,1140.0,2021-01-24,3,False,5.0,2.0,2021
1161,DLN5,B00206057,彈性繃帶-非滅菌,1018.0,2021-01-28,4,True,5.0,2.0,2021
1207,DLN5,B00206057,彈性繃帶-非滅菌,1137.0,2021-02-07,5,True,5.0,2.0,2021
1209,DLN5,B00206057,彈性繃帶-非滅菌,150.0,2021-02-09,6,True,2.0,5.0,2021
1219,DLN5,B00206057,彈性繃帶-非滅菌,729.0,2021-02-21,7,False,3.0,4.0,2021
1238,DLN5,B00206057,彈性繃帶-非滅菌,1049.0,2021-02-27,8,False,5.0,2.0,2021
1259,DLN5,B00206057,彈性繃帶-非滅菌,1089.0,2021-03-07,9,False,4.0,3.0,2021
1273,DLN5,B00206057,彈性繃帶-非滅菌,942.0,2021-03-14,10,False,5.0,2.0,2021
1283,DLN5,B00206057,彈性繃帶-非滅菌,996.0,2021-03-21,11,False,5.0,2.0,2021
1300,DLN5,B00206057,彈性繃帶-非滅菌,864.0,2021-03-27,12,False,5.0,2.0,2021
1306,DLN5,B00206057,彈性繃帶-非滅菌,742.0,2021-04-02,13,True,4.0,3.0,2021
1315,DLN5,B00206057,彈性繃帶-非滅菌,968.0,2021-04-10,14,False,4.0,3.0,2021
1326,DLN5,B00206057,彈性繃帶-非滅菌,726.0,2021-04-18,15,False,5.0,2.0,2021
1336,DLN5,B00206057,彈性繃帶-非滅菌,581.0,2021-04-24,16,False,5.0,2.0,2021
1345,DLN5,B00206057,彈性繃帶-非滅菌,788.0,2021-04-30,17,True,5.0,2.0,2021
1362,DLN5,B00206057,彈性繃帶-非滅菌,858.0,2021-05-09,18,False,5.0,2.0,2021
1370,DLN5,B00206057,彈性繃帶-非滅菌,770.0,2021-05-15,19,False,5.0,2.0,2021
1372,DLN5,B00206057,彈性繃帶-非滅菌,736.0,2021-05-22,20,False,5.0,2.0,2021
1376,DLN5,B00206057,彈性繃帶-非滅菌,809.0,2021-05-30,21,False,5.0,2.0,2021
1383,DLN5,B00206057,彈性繃帶-非滅菌,840.0,2021-06-06,22,False,5.0,2.0,2021
1385,DLN5,B00206057,彈性繃帶-非滅菌,884.0,2021-06-13,23,False,5.0,2.0,2021
1389,DLN5,B00206057,彈性繃帶-非滅菌,853.0,2021-06-19,24,False,4.0,3.0,2021
1394,DLN5,B00206057,彈性繃帶-非滅菌,779.0,2021-06-26,25,False,5.0,2.0,2021
1398,DLN5,B00206057,彈性繃帶-非滅菌,971.0,2021-07-04,26,False,5.0,2.0,2021
1407,DLN5,B00206057,彈性繃帶-非滅菌,1088.0,2021-07-10,27,False,5.0,2.0,2021
1415,DLN5,B00206057,彈性繃帶-非滅菌,1112.0,2021-07-18,28,False,5.0,2.0,2021
1418,DLN5,B00206057,彈性繃帶-非滅菌,891.0,2021-07-23,29,True,5.0,2.0,2021
1423,DLN5,B00206057,彈性繃帶-非滅菌,868.0,2021-07-31,30,False,5.0,2.0,2021
1430,DLN5,B00206057,彈性繃帶-非滅菌,847.0,2021-08-06,31,True,5.0,2.0,2021
1436,DLN5,B00206057,彈性繃帶-非滅菌,763.0,2021-08-13,32,True,5.0,2.0,2021
1441,DLN5,B00206057,彈性繃帶-非滅菌,800.0,2021-08-21,33,False,5.0,2.0,2021
1450,DLN5,B00206057,彈性繃帶-非滅菌,885.0,2021-08-29,34,False,5.0,2.0,2021
1459,DLN5,B00206057,彈性繃帶-非滅菌,1141.0,2021-09-05,35,False,4.0,3.0,2021
1466,DLN5,B00206057,彈性繃帶-非滅菌,1127.0,2021-09-12,36,False,5.0,2.0,2021
1471,DLN5,B00206057,彈性繃帶-非滅菌,992.0,2021-09-19,37,False,5.0,2.0,2021
1477,DLN5,B00206057,彈性繃帶-非滅菌,757.0,2021-09-25,38,False,3.0,4.0,2021
1482,DLN5,B00206057,彈性繃帶-非滅菌,1124.0,2021-10-03,39,False,5.0,2.0,2021
1487,DLN5,B00206057,彈性繃帶-非滅菌,741.0,2021-10-10,40,False,5.0,2.0,2021
1492,DLN5,B00206057,彈性繃帶-非滅菌,638.0,2021-10-16,41,False,4.0,3.0,2021
1500,DLN5,B00206057,彈性繃帶-非滅菌,672.0,2021-10-24,42,False,5.0,2.0,2021
1520,DLN5,B00206057,彈性繃帶-非滅菌,791.0,2021-10-30,43,False,5.0,2.0,2021
1535,DLN5,B00206057,彈性繃帶-非滅菌,809.0,2021-11-07,44,False,5.0,2.0,2021
1548,DLN5,B00206057,彈性繃帶-非滅菌,903.0,2021-11-14,45,False,5.0,2.0,2021
1559,DLN5,B00206057,彈性繃帶-非滅菌,785.0,2021-11-20,46,False,5.0,2.0,2021
1570,DLN5,B00206057,彈性繃帶-非滅菌,1025.0,2021-11-28,47,False,5.0,2.0,2021
1586,DLN5,B00206057,彈性繃帶-非滅菌,901.0,2021-12-05,48,False,5.0,2.0,2021
1598,DLN5,B00206057,彈性繃帶-非滅菌,843.0,2021-12-12,49,False,5.0,2.0,2021
1607,DLN5,B00206057,彈性繃帶-非滅菌,963.0,2021-12-18,50,False,5.0,2.0,2021
1614,DLN5,B00206057,彈性繃帶-非滅菌,1032.0,2021-12-25,51,False,5.0,2.0,2021
1618,DLN5,B00206057,彈性繃帶-非滅菌,556.0,2021-12-31,52,True,4.0,2.0,2021
