,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
834,DLN5,B03110120,人工薄膜,1381.0,2020-05-08,19,True,5.0,2.0,2020
844,DLN5,B03110120,人工薄膜,1442.0,2020-05-17,20,False,5.0,2.0,2020
858,DLN5,B03110120,人工薄膜,1013.0,2020-05-24,21,False,5.0,2.0,2020
877,DLN5,B03110120,人工薄膜,1146.0,2020-05-31,22,False,5.0,2.0,2020
889,DLN5,B03110120,人工薄膜,1017.0,2020-06-07,23,False,5.0,2.0,2020
912,DLN5,B03110120,人工薄膜,1422.0,2020-06-14,24,False,5.0,2.0,2020
931,DLN5,B03110120,人工薄膜,1491.0,2020-06-21,25,False,5.0,2.0,2020
941,DLN5,B03110120,人工薄膜,1261.0,2020-06-28,26,True,3.0,4.0,2020
949,DLN5,B03110120,人工薄膜,1420.0,2020-07-05,27,False,5.0,2.0,2020
957,DLN5,B03110120,人工薄膜,1403.0,2020-07-10,28,True,5.0,2.0,2020
964,DLN5,B03110120,人工薄膜,982.0,2020-07-19,29,False,5.0,2.0,2020
973,DLN5,B03110120,人工薄膜,1206.0,2020-07-24,30,True,5.0,2.0,2020
984,DLN5,B03110120,人工薄膜,1044.0,2020-08-02,31,False,5.0,2.0,2020
991,DLN5,B03110120,人工薄膜,1313.0,2020-08-09,32,False,5.0,2.0,2020
1007,DLN5,B03110120,人工薄膜,1485.0,2020-08-16,33,False,5.0,2.0,2020
1023,DLN5,B03110120,人工薄膜,1159.0,2020-08-23,34,False,5.0,2.0,2020
1033,DLN5,B03110120,人工薄膜,1563.0,2020-08-30,35,False,5.0,2.0,2020
1043,DLN5,B03110120,人工薄膜,1230.0,2020-09-06,36,False,4.0,3.0,2020
1056,DLN5,B03110120,人工薄膜,1220.0,2020-09-13,37,False,5.0,2.0,2020
1066,DLN5,B03110120,人工薄膜,1263.0,2020-09-20,38,False,5.0,2.0,2020
1072,DLN5,B03110120,人工薄膜,1238.0,2020-09-27,39,True,5.0,2.0,2020
1086,DLN5,B03110120,人工薄膜,968.0,2020-10-04,40,False,3.0,4.0,2020
1099,DLN5,B03110120,人工薄膜,767.0,2020-10-10,41,True,4.0,3.0,2020
1111,DLN5,B03110120,人工薄膜,1516.0,2020-10-16,42,True,5.0,2.0,2020
1120,DLN5,B03110120,人工薄膜,1308.0,2020-10-24,43,False,5.0,2.0,2020
1129,DLN5,B03110120,人工薄膜,1227.0,2020-11-01,44,False,5.0,2.0,2020
1152,DLN5,B03110120,人工薄膜,1172.0,2020-11-08,45,False,5.0,2.0,2020
1160,DLN5,B03110120,人工薄膜,948.0,2020-11-13,46,True,5.0,2.0,2020
1170,DLN5,B03110120,人工薄膜,1281.0,2020-11-22,47,False,5.0,2.0,2020
1184,DLN5,B03110120,人工薄膜,1042.0,2020-11-29,48,False,5.0,2.0,2020
1206,DLN5,B03110120,人工薄膜,1323.0,2020-12-06,49,False,5.0,2.0,2020
1222,DLN5,B03110120,人工薄膜,983.0,2020-12-13,50,False,5.0,2.0,2020
1230,DLN5,B03110120,人工薄膜,1048.0,2020-12-18,51,True,5.0,2.0,2020
1242,DLN5,B03110120,人工薄膜,1037.0,2020-12-26,52,False,5.0,2.0,2020
1255,DLN5,B03110120,人工薄膜,1112.0,2021-01-07,1,True,5.0,2.0,2021
1271,DLN5,B03110120,人工薄膜,1371.0,2021-01-15,2,True,5.0,2.0,2021
1283,DLN5,B03110120,人工薄膜,1250.0,2021-01-24,3,False,5.0,2.0,2021
1250,DLN5,B03110120,人工薄膜,1134.0,2021-01-30,4,False,5.0,2.0,2021
1299,DLN5,B03110120,人工薄膜,1240.0,2021-02-07,5,True,5.0,2.0,2021
1300,DLN5,B03110120,人工薄膜,162.0,2021-02-09,6,True,2.0,5.0,2021
1315,DLN5,B03110120,人工薄膜,835.0,2021-02-20,7,True,3.0,4.0,2021
1326,DLN5,B03110120,人工薄膜,1176.0,2021-02-27,8,False,5.0,2.0,2021
1339,DLN5,B03110120,人工薄膜,1210.0,2021-03-07,9,False,4.0,3.0,2021
1357,DLN5,B03110120,人工薄膜,1039.0,2021-03-13,10,False,5.0,2.0,2021
1371,DLN5,B03110120,人工薄膜,1110.0,2021-03-20,11,False,5.0,2.0,2021
1382,DLN5,B03110120,人工薄膜,963.0,2021-03-28,12,False,5.0,2.0,2021
1396,DLN5,B03110120,人工薄膜,842.0,2021-04-04,13,False,4.0,3.0,2021
1414,DLN5,B03110120,人工薄膜,1073.0,2021-04-10,14,False,4.0,3.0,2021
1430,DLN5,B03110120,人工薄膜,832.0,2021-04-18,15,False,5.0,2.0,2021
1438,DLN5,B03110120,人工薄膜,649.0,2021-04-23,16,True,5.0,2.0,2021
1448,DLN5,B03110120,人工薄膜,877.0,2021-05-02,17,False,5.0,2.0,2021
1452,DLN5,B03110120,人工薄膜,940.0,2021-05-07,18,True,5.0,2.0,2021
1461,DLN5,B03110120,人工薄膜,845.0,2021-05-15,19,False,5.0,2.0,2021
1470,DLN5,B03110120,人工薄膜,811.0,2021-05-21,20,True,5.0,2.0,2021
1471,DLN5,B03110120,人工薄膜,878.0,2021-05-28,21,True,5.0,2.0,2021
1477,DLN5,B03110120,人工薄膜,937.0,2021-06-05,22,False,5.0,2.0,2021
1481,DLN5,B03110120,人工薄膜,968.0,2021-06-11,23,True,5.0,2.0,2021
1488,DLN5,B03110120,人工薄膜,924.0,2021-06-20,24,False,4.0,3.0,2021
1491,DLN5,B03110120,人工薄膜,835.0,2021-06-25,25,True,5.0,2.0,2021
1497,DLN5,B03110120,人工薄膜,1049.0,2021-07-04,26,False,5.0,2.0,2021
1500,DLN5,B03110120,人工薄膜,1193.0,2021-07-10,27,False,5.0,2.0,2021
1509,DLN5,B03110120,人工薄膜,1224.0,2021-07-18,28,False,5.0,2.0,2021
1522,DLN5,B03110120,人工薄膜,983.0,2021-07-25,29,False,5.0,2.0,2021
1532,DLN5,B03110120,人工薄膜,966.0,2021-08-01,30,False,5.0,2.0,2021
1548,DLN5,B03110120,人工薄膜,940.0,2021-08-07,31,False,5.0,2.0,2021
1559,DLN5,B03110120,人工薄膜,839.0,2021-08-14,32,False,5.0,2.0,2021
1568,DLN5,B03110120,人工薄膜,880.0,2021-08-21,33,False,5.0,2.0,2021
1581,DLN5,B03110120,人工薄膜,973.0,2021-08-28,34,False,5.0,2.0,2021
1593,DLN5,B03110120,人工薄膜,1250.0,2021-09-04,35,False,4.0,3.0,2021
1604,DLN5,B03110120,人工薄膜,1223.0,2021-09-12,36,False,5.0,2.0,2021
1619,DLN5,B03110120,人工薄膜,1101.0,2021-09-19,37,False,5.0,2.0,2021
1631,DLN5,B03110120,人工薄膜,831.0,2021-09-25,38,False,3.0,4.0,2021
1645,DLN5,B03110120,人工薄膜,1229.0,2021-10-03,39,False,5.0,2.0,2021
1653,DLN5,B03110120,人工薄膜,831.0,2021-10-10,40,False,5.0,2.0,2021
1660,DLN5,B03110120,人工薄膜,709.0,2021-10-16,41,False,4.0,3.0,2021
1665,DLN5,B03110120,人工薄膜,736.0,2021-10-22,42,True,5.0,2.0,2021
1675,DLN5,B03110120,人工薄膜,893.0,2021-10-31,43,False,5.0,2.0,2021
1684,DLN5,B03110120,人工薄膜,892.0,2021-11-06,44,False,5.0,2.0,2021
1696,DLN5,B03110120,人工薄膜,1015.0,2021-11-13,45,False,5.0,2.0,2021
1708,DLN5,B03110120,人工薄膜,874.0,2021-11-20,46,False,5.0,2.0,2021
1717,DLN5,B03110120,人工薄膜,1142.0,2021-11-27,47,False,5.0,2.0,2021
1732,DLN5,B03110120,人工薄膜,979.0,2021-12-05,48,False,5.0,2.0,2021
1743,DLN5,B03110120,人工薄膜,929.0,2021-12-11,49,False,5.0,2.0,2021
1759,DLN5,B03110120,人工薄膜,1080.0,2021-12-19,50,False,5.0,2.0,2021
1774,DLN5,B03110120,人工薄膜,1136.0,2021-12-25,51,False,5.0,2.0,2021
1782,DLN5,B03110120,人工薄膜,606.0,2021-12-30,52,True,4.0,2.0,2021
