,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,2
1,2019-01-15,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,3
2,2019-02-12,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,7
3,2019-02-19,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,8
4,2019-02-27,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,9
5,2019-03-12,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,11
6,2019-03-19,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,12
7,2019-03-26,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,13
8,2019-04-02,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,14
9,2019-04-16,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,16
10,2019-04-23,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,17
11,2019-04-30,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,18
12,2019-05-21,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,21
13,2019-05-28,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,22
14,2019-06-04,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,23
15,2019-06-11,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,24
16,2019-06-18,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,25
17,2019-07-02,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,27
18,2019-07-09,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,28
19,2019-07-16,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,29
20,2019-07-30,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,31
21,2019-08-06,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,32
22,2019-08-13,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,33
23,2019-08-27,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,35
24,2019-09-10,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,0.0,37
25,2019-09-17,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,0.0,38
26,2019-09-24,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,0.0,39
27,2019-10-09,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,41
28,2019-10-22,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,43
29,2019-11-05,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,45
30,2019-11-12,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,46
31,2019-11-26,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,48
32,2019-12-03,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,49
33,2019-12-17,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,51
0,2020-01-07,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,2
1,2020-01-14,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,3
2,2020-02-04,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,6
3,2020-02-18,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,8
4,2020-03-04,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,10
5,2020-03-24,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,13
6,2020-03-28,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,-2.0,-2.0,0.0,,13
7,2020-03-31,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,14
8,2020-04-14,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,16
9,2020-04-21,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,17
10,2020-05-05,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,19
11,2020-05-12,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,20
12,2020-05-19,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,21
13,2020-06-02,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,23
14,2020-06-16,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,25
15,2020-06-24,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,26
16,2020-07-08,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,28
17,2020-07-14,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,29
18,2020-07-29,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,31
19,2020-08-18,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,34
20,2020-08-25,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,35
21,2020-09-01,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,36
22,2020-09-15,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,38
23,2020-09-22,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,39
24,2020-09-30,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,40
25,2020-10-06,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,41
26,2020-10-13,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,42
27,2020-10-20,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,43
28,2020-11-04,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,45
29,2020-11-10,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,46
30,2020-11-24,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,48
31,2020-12-08,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,50
32,2020-12-15,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,51
33,2020-12-22,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,52
34,2020-12-29,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,53
0,2021-01-19,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,3
1,2021-02-09,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,6
2,2021-03-02,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,9
3,2021-03-23,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,5.0,5.0,0.0,,12
4,2021-03-30,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,13
5,2021-04-13,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,15
6,2021-04-20,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,16
7,2021-05-04,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,18
8,2021-05-18,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,20
9,2021-06-08,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,23
10,2021-06-15,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,24
11,2021-06-29,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,26
12,2021-07-20,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,29
13,2021-08-05,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,3.0,3.0,0.0,,31
14,2021-08-17,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,33
15,2021-08-31,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,35
16,2021-09-14,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,37
17,2021-10-05,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,40
18,2021-11-02,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,44
19,2021-11-16,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,46
20,2021-11-23,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,1.0,1.0,0.0,,47
21,2021-11-30,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,48
22,2021-12-16,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,50
23,2021-12-28,B04904105,舒軟膠布,100mm*10M,卷,T,3.0,0.0,0.0,2.0,2.0,0.0,,52
