,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,2
1,2019-01-15,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,3
2,2019-01-22,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,4
3,2019-01-26,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,10.0,10.0,0.0,,4
4,2019-01-29,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,5
5,2019-02-12,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,7
6,2019-02-27,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,9
7,2019-03-05,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,10
8,2019-03-12,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,11
9,2019-03-19,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,12
10,2019-03-26,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,13
11,2019-04-02,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,14
12,2019-04-09,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,50.0,50.0,0.0,,15
13,2019-04-16,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,16
14,2019-04-23,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,17
15,2019-04-30,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,18
16,2019-05-07,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,19
17,2019-05-14,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,20
18,2019-05-21,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,21
19,2019-05-25,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,30.0,30.0,0.0,,21
20,2019-05-28,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,150.0,150.0,0.0,,22
21,2019-06-04,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,23
22,2019-06-18,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,25
23,2019-06-25,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,26
24,2019-07-02,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,27
25,2019-07-09,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,28
26,2019-07-16,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,29
27,2019-07-30,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,31
28,2019-08-06,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,32
29,2019-08-13,B05569026,沖洗棉棒-2支,2支/包,包,T,150.0,0.0,0.0,100.0,100.0,0.0,,33
