,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2019-02-12,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,7
2,2019-03-12,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,11
3,2019-04-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,14
4,2019-05-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,19
5,2019-06-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
6,2019-07-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,31
7,2019-08-13,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,33
8,2019-09-24,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,0.0,39
9,2019-10-15,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,42
10,2019-11-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,45
11,2019-12-24,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
0,2020-01-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,2
1,2020-03-04,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,10
2,2020-03-31,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,14
3,2020-04-21,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,17
4,2020-05-19,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,21
5,2020-06-16,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,25
6,2020-07-08,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,28
7,2020-08-11,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,33
8,2020-08-18,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,34
9,2020-09-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,40
10,2020-10-27,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,44
11,2020-11-17,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,47
12,2020-12-15,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,51
13,2020-12-29,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,53
0,2021-02-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,5
1,2021-03-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,9
2,2021-03-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,13
3,2021-04-27,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,17
4,2021-05-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,21
5,2021-06-29,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,26
6,2021-07-06,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,27
7,2021-08-10,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,32
8,2021-09-22,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,38
9,2021-10-12,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,41
10,2021-11-09,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,45
11,2021-12-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,49
12,2021-12-28,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,50.0,0.0,0.0,50.0,50.0,0.0,,52
