,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-01-08,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,2
1,2019-01-15,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,3
2,2019-01-22,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,4
3,2019-01-29,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,5
4,2019-02-12,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,7
5,2019-02-19,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,8
6,2019-02-27,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,9
7,2019-03-05,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,10
8,2019-03-12,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,,11
9,2019-03-19,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,12
10,2019-04-09,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,15
11,2019-04-23,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,17
12,2019-04-30,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,18
13,2019-05-07,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,19
14,2019-05-21,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,21
15,2019-05-28,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,22
16,2019-06-11,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,24
17,2019-06-18,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,25
18,2019-06-25,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,,26
