,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
0,2019-10-09,C08224652,氣管內管PVC,6.5#有Cuff,支,T,1.0,0.0,0.0,1.0,1.0,0.0,,41
1,2019-12-03,C08224652,氣管內管PVC,6.5#有Cuff,支,T,1.0,0.0,0.0,1.0,1.0,0.0,,49
