,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,C03613202,TPN FILTER SET,1.0,2019-07-01,27,True,2019,5.0,2.0
1,DLN5,C03613202,TPN FILTER SET,1.0,2019-09-23,39,True,2019,5.0,2.0
2,DLN5,C03613202,TPN FILTER SET,1.0,2020-04-17,16,True,2020,5.0,2.0
3,DLN5,C03613202,TPN FILTER SET,1.0,2020-04-24,17,True,2020,5.0,2.0
4,DLN5,C03613202,TPN FILTER SET,1.0,2020-05-08,19,True,2020,5.0,2.0
5,DLN5,C03613202,TPN FILTER SET,1.0,2020-05-15,20,True,2020,5.0,2.0
6,DLN5,C03613202,TPN FILTER SET,1.0,2020-05-29,22,True,2020,5.0,2.0
7,DLN5,C03613202,TPN FILTER SET,1.0,2020-06-05,23,True,2020,5.0,2.0
8,DLN5,C03613202,TPN FILTER SET,1.0,2020-06-15,25,True,2020,5.0,2.0
9,DLN5,C03613202,TPN FILTER SET,1.0,2020-06-19,25,True,2020,5.0,2.0
10,DLN5,C03613202,TPN FILTER SET,1.0,2020-06-26,26,False,2020,3.0,4.0
11,DLN5,C03613202,TPN FILTER SET,1.0,2020-07-10,28,True,2020,5.0,2.0
12,DLN5,C03613202,TPN FILTER SET,1.0,2020-07-17,29,True,2020,5.0,2.0
13,DLN5,C03613202,TPN FILTER SET,1.0,2020-07-31,31,True,2020,5.0,2.0
14,DLN5,C03613202,TPN FILTER SET,2.0,2020-08-07,32,True,2020,5.0,2.0
15,DLN5,C03613202,TPN FILTER SET,1.0,2020-11-27,48,True,2020,5.0,2.0
16,DLN5,C03613202,TPN FILTER SET,1.0,2021-08-06,31,True,2021,5.0,2.0
17,DLN5,C03613202,TPN FILTER SET,1.0,2021-08-11,32,True,2021,5.0,2.0
18,DLN5,C03613202,TPN FILTER SET,1.0,2021-08-26,34,True,2021,5.0,2.0
19,DLN5,C03613202,TPN FILTER SET,1.0,2021-10-07,40,False,2021,5.0,2.0
20,DLN5,C03613202,TPN FILTER SET,1.0,2021-10-15,41,True,2021,4.0,3.0
21,DLN5,C03613202,TPN FILTER SET,1.0,2021-10-28,43,True,2021,5.0,2.0
22,DLN5,C03613202,TPN FILTER SET,1.0,2021-11-17,46,True,2021,5.0,2.0
23,DLN5,C03613202,TPN FILTER SET,1.0,2021-12-07,49,True,2021,5.0,2.0
24,DLN5,C03613202,TPN FILTER SET,1.0,2021-12-28,52,True,2021,4.0,2.0
25,DLN5,C03613202,TPN FILTER SET,1.0,2022/1/18,3,True,2022,5.0,2.0
26,DLN5,C03613202,TPN FILTER SET,1.0,2022/2/8,6,True,2022,5.0,2.0
27,DLN5,C03613202,TPN FILTER SET,1.0,2022/3/1,9,True,2022,4.0,3.0
28,DLN5,C03613202,TPN FILTER SET,1.0,2022/3/11,10,True,2022,5.0,2.0
29,DLN5,C03613202,TPN FILTER SET,1.0,2022/3/18,11,True,2022,5.0,2.0
30,DLN5,C03613202,TPN FILTER SET,1.0,2022/3/21,12,True,2022,5.0,2.0
31,DLN5,C03613202,TPN FILTER SET,1.0,2022/3/29,13,True,2022,5.0,2.0
32,DLN5,C03613202,TPN FILTER SET,1.0,2022/4/1,13,True,2022,5.0,2.0
33,DLN5,C03613202,TPN FILTER SET,1.0,2022/4/13,15,True,2022,5.0,2.0
34,DLN5,C03613202,TPN FILTER SET,1.0,2022/4/18,16,True,2022,5.0,2.0
35,DLN5,C03613202,TPN FILTER SET,1.0,2022/4/19,16,True,2022,5.0,2.0
36,DLN5,C03613202,TPN FILTER SET,1.0,2022/4/22,16,True,2022,5.0,2.0
37,DLN5,C03613202,TPN FILTER SET,1.0,2022/5/10,19,True,2022,5.0,2.0
38,DLN5,C03613202,TPN FILTER SET,1.0,2022/5/12,19,True,2022,5.0,2.0
39,DLN5,C03613202,TPN FILTER SET,1.0,2022/5/31,22,True,2022,4.0,3.0
40,DLN5,C03613202,TPN FILTER SET,1.0,2022/7/12,28,True,2022,5.0,2.0
41,DLN5,C03613202,TPN FILTER SET,1.0,2022/8/2,31,True,2022,5.0,2.0
42,DLN5,C03613202,TPN FILTER SET,1.0,2022/8/23,34,True,2022,5.0,2.0
43,DLN5,C03613202,TPN FILTER SET,1.0,2022/9/13,37,True,2022,5.0,2.0
44,DLN5,C03613202,TPN FILTER SET,1.0,2022/10/4,40,False,2022,5.0,2.0
45,DLN5,C03613202,TPN FILTER SET,1.0,2022/11/1,44,True,2022,5.0,2.0
46,DLN5,C03613202,TPN FILTER SET,1.0,2022/11/11,45,True,2022,5.0,2.0
47,DLN5,C03613202,TPN FILTER SET,1.0,2022/11/29,48,True,2022,5.0,2.0
48,DLN5,C03613202,TPN FILTER SET,1.0,2022/12/23,51,True,2022,5.0,2.0
49,DLN5,C03613202,TPN FILTER SET,1.0,2022/12/27,52,True,2022,5.0,3.0
