,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,T04220215,微量噴霧器,1.0,2019-01-04,1,True,2019,3.0,3.0
1,DLN5,T04220215,微量噴霧器,1.0,2019-01-08,2,True,2019,5.0,2.0
2,DLN5,T04220215,微量噴霧器,1.0,2019-01-09,2,True,2019,5.0,2.0
3,DLN5,T04220215,微量噴霧器,1.0,2019-01-17,3,True,2019,5.0,2.0
4,DLN5,T04220215,微量噴霧器,1.0,2019-01-26,4,False,2019,5.0,2.0
5,DLN5,T04220215,微量噴霧器,1.0,2019-01-29,5,True,2019,5.0,2.0
6,DLN5,T04220215,微量噴霧器,1.0,2019-02-02,5,True,2019,5.0,2.0
7,DLN5,T04220215,微量噴霧器,1.0,2019-02-05,6,False,2019,0.0,7.0
8,DLN5,T04220215,微量噴霧器,1.0,2019-02-09,6,False,2019,0.0,7.0
9,DLN5,T04220215,微量噴霧器,1.0,2019-02-10,6,False,2019,0.0,7.0
10,DLN5,T04220215,微量噴霧器,1.0,2019-02-11,7,True,2019,5.0,2.0
11,DLN5,T04220215,微量噴霧器,1.0,2019-02-17,7,False,2019,5.0,2.0
12,DLN5,T04220215,微量噴霧器,1.0,2019-02-22,8,True,2019,5.0,2.0
13,DLN5,T04220215,微量噴霧器,1.0,2019-02-24,8,False,2019,5.0,2.0
14,DLN5,T04220215,微量噴霧器,1.0,2019-03-01,9,True,2019,3.0,4.0
15,DLN5,T04220215,微量噴霧器,1.0,2019-03-01,9,True,2019,3.0,4.0
16,DLN5,T04220215,微量噴霧器,1.0,2019-03-20,12,True,2019,5.0,2.0
17,DLN5,T04220215,微量噴霧器,1.0,2019-03-20,12,True,2019,5.0,2.0
18,DLN5,T04220215,微量噴霧器,1.0,2019-03-21,12,True,2019,5.0,2.0
19,DLN5,T04220215,微量噴霧器,1.0,2019-03-22,12,True,2019,5.0,2.0
20,DLN5,T04220215,微量噴霧器,1.0,2019-03-27,13,True,2019,5.0,2.0
21,DLN5,T04220215,微量噴霧器,1.0,2019-03-27,13,True,2019,5.0,2.0
22,DLN5,T04220215,微量噴霧器,1.0,2019-04-04,14,True,2019,3.0,4.0
23,DLN5,T04220215,微量噴霧器,1.0,2019-04-07,14,False,2019,3.0,4.0
24,DLN5,T04220215,微量噴霧器,1.0,2019-04-09,15,True,2019,5.0,2.0
25,DLN5,T04220215,微量噴霧器,1.0,2019-04-17,16,True,2019,5.0,2.0
26,DLN5,T04220215,微量噴霧器,1.0,2019-04-28,17,True,2019,5.0,2.0
