,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數
51,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-01,True,5,2021,5.0,2.0
52,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-01,True,5,2021,5.0,2.0
53,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-01,True,5,2021,5.0,2.0
54,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-01,True,5,2021,5.0,2.0
55,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-02,True,5,2021,5.0,2.0
56,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-03,True,5,2021,5.0,2.0
57,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-04,True,5,2021,5.0,2.0
58,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-05,True,5,2021,5.0,2.0
59,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-05,True,5,2021,5.0,2.0
60,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-05,True,5,2021,5.0,2.0
61,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-05,True,5,2021,5.0,2.0
62,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-16,False,7,2021,3.0,4.0
63,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-16,False,7,2021,3.0,4.0
64,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-17,False,7,2021,3.0,4.0
65,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-17,False,7,2021,3.0,4.0
66,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-18,True,7,2021,3.0,4.0
67,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-18,True,7,2021,3.0,4.0
68,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-19,True,7,2021,3.0,4.0
69,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-19,True,7,2021,3.0,4.0
70,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-19,True,7,2021,3.0,4.0
71,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-21,False,7,2021,3.0,4.0
72,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-22,True,8,2021,5.0,2.0
73,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-22,True,8,2021,5.0,2.0
74,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-22,True,8,2021,5.0,2.0
75,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-22,True,8,2021,5.0,2.0
76,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-24,True,8,2021,5.0,2.0
77,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-26,True,8,2021,5.0,2.0
78,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-26,True,8,2021,5.0,2.0
79,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-02-26,True,8,2021,5.0,2.0
80,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-08,True,10,2021,5.0,2.0
81,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-09,True,10,2021,5.0,2.0
82,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-11,True,10,2021,5.0,2.0
83,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-11,True,10,2021,5.0,2.0
84,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-11,True,10,2021,5.0,2.0
85,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-11,True,10,2021,5.0,2.0
86,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-12,True,10,2021,5.0,2.0
87,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-12,True,10,2021,5.0,2.0
88,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-12,True,10,2021,5.0,2.0
89,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-15,True,11,2021,5.0,2.0
90,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-17,True,11,2021,5.0,2.0
91,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-17,True,11,2021,5.0,2.0
92,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-19,True,11,2021,5.0,2.0
93,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-19,True,11,2021,5.0,2.0
94,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-19,True,11,2021,5.0,2.0
95,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-22,True,12,2021,5.0,2.0
96,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-24,True,12,2021,5.0,2.0
97,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-29,True,13,2021,4.0,3.0
98,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-03-30,True,13,2021,4.0,3.0
99,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0
100,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0
101,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0
102,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0
103,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0
104,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-06,True,14,2021,4.0,3.0
105,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-06,True,14,2021,4.0,3.0
106,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-06,True,14,2021,4.0,3.0
107,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-07,True,14,2021,4.0,3.0
108,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-08,True,14,2021,4.0,3.0
109,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-08,True,14,2021,4.0,3.0
110,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-09,True,14,2021,4.0,3.0
111,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-09,True,14,2021,4.0,3.0
112,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-09,True,14,2021,4.0,3.0
113,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-09,True,14,2021,4.0,3.0
114,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-11,False,14,2021,4.0,3.0
115,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-12,True,15,2021,5.0,2.0
116,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-14,True,15,2021,5.0,2.0
117,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-19,True,16,2021,5.0,2.0
118,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-20,True,16,2021,5.0,2.0
119,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-21,True,16,2021,5.0,2.0
120,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-22,True,16,2021,5.0,2.0
121,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-22,True,16,2021,5.0,2.0
122,DLN5,A46441986,幫浦輸液套(一般型),2.0,2021-04-22,True,16,2021,5.0,2.0
123,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-23,True,16,2021,5.0,2.0
124,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-26,True,17,2021,5.0,2.0
125,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-27,True,17,2021,5.0,2.0
126,DLN5,A46441986,幫浦輸液套(一般型),2.0,2021-04-27,True,17,2021,5.0,2.0
127,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-28,True,17,2021,5.0,2.0
128,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-29,True,17,2021,5.0,2.0
129,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-29,True,17,2021,5.0,2.0
130,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-04-30,True,17,2021,5.0,2.0
131,DLN5,A46441986,幫浦輸液套(一般型),2.0,2021-05-01,False,17,2021,5.0,2.0
132,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-05,False,18,2021,5.0,2.0
133,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-10,True,19,2021,5.0,2.0
134,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-11,True,19,2021,5.0,2.0
135,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-13,True,19,2021,5.0,2.0
136,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-14,True,19,2021,5.0,2.0
137,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-17,True,20,2021,5.0,2.0
138,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-18,True,20,2021,5.0,2.0
139,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-19,True,20,2021,5.0,2.0
140,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-19,True,20,2021,5.0,2.0
141,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-19,True,20,2021,5.0,2.0
142,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-21,True,20,2021,5.0,2.0
143,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-21,True,20,2021,5.0,2.0
144,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-21,True,20,2021,5.0,2.0
145,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-31,True,22,2021,5.0,2.0
146,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-05-31,True,22,2021,5.0,2.0
147,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-01,True,22,2021,5.0,2.0
148,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-02,True,22,2021,5.0,2.0
149,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-04,True,22,2021,5.0,2.0
150,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-07,True,23,2021,5.0,2.0
151,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-08,True,23,2021,5.0,2.0
152,DLN5,A46441986,幫浦輸液套(一般型),1.0,2021-06-11,True,23,2021,5.0,2.0
