,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-01-03,1,True,2019,3.0,3.0
1,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-01-10,2,True,2019,5.0,2.0
2,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-02-05,6,False,2019,0.0,7.0
3,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-02-15,7,True,2019,5.0,2.0
4,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-02-19,8,True,2019,5.0,2.0
5,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-02-26,9,True,2019,3.0,4.0
6,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-02-28,9,True,2019,3.0,4.0
7,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-04-12,15,True,2019,5.0,2.0
8,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-04-28,17,True,2019,5.0,2.0
9,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-04-30,18,True,2019,4.0,3.0
10,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-02,18,False,2019,4.0,3.0
11,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-03,18,False,2019,4.0,3.0
12,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-13,20,True,2019,5.0,2.0
13,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),2.0,2019-05-14,20,True,2019,5.0,2.0
14,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-19,20,False,2019,5.0,2.0
15,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-19,20,False,2019,5.0,2.0
16,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-05-30,22,True,2019,5.0,2.0
17,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-05,23,True,2019,4.0,3.0
18,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-08,23,False,2019,4.0,3.0
19,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-10,24,True,2019,5.0,2.0
20,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-12,24,True,2019,5.0,2.0
21,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-13,24,True,2019,5.0,2.0
22,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),2.0,2019-06-19,25,True,2019,5.0,2.0
23,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-19,25,True,2019,5.0,2.0
24,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),3.0,2019-06-21,25,True,2019,5.0,2.0
25,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-06-29,26,False,2019,5.0,2.0
26,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-07-15,29,True,2019,5.0,2.0
27,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-09-07,36,False,2019,4.0,3.0
28,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-09-09,37,True,2019,4.0,3.0
29,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-09-09,37,True,2019,4.0,3.0
30,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-10-09,41,True,2019,3.0,4.0
31,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-11-01,44,True,2019,5.0,2.0
32,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-11-01,44,True,2019,5.0,2.0
33,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-11-22,47,True,2019,5.0,2.0
34,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-11-22,47,True,2019,5.0,2.0
35,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-11-28,48,True,2019,5.0,2.0
36,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-12-05,49,True,2019,5.0,2.0
37,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-12-20,51,True,2019,5.0,2.0
38,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2019-12-20,51,True,2019,5.0,2.0
39,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2020-01-19,3,True,2020,5.0,2.0
40,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),3.0,2020-01-31,5,False,2020,2.0,5.0
41,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2020-02-27,9,True,2020,4.0,3.0
42,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),2.0,2020-03-14,11,False,2020,5.0,2.0
43,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2020-03-19,12,True,2020,5.0,2.0
44,DLN5,Y12876309,康威 多愛膚超薄型敷料(人工皮),1.0,2020-04-12,15,False,2020,5.0,2.0
