,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-04,1,True,2019,3.0,3.0
1,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-12-30,1,True,2019,3.0,3.0
2,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-07,2,True,2019,5.0,2.0
3,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-07,2,True,2019,5.0,2.0
4,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-17,3,True,2019,5.0,2.0
5,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-17,3,True,2019,5.0,2.0
6,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-21,4,True,2019,5.0,2.0
7,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-21,4,True,2019,5.0,2.0
8,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-01-22,4,True,2019,5.0,2.0
9,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-02,5,True,2019,5.0,2.0
10,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-06,6,False,2019,0.0,7.0
11,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-07,6,False,2019,0.0,7.0
12,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-08,6,False,2019,0.0,7.0
13,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-09,6,False,2019,0.0,7.0
14,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-10,6,False,2019,0.0,7.0
15,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-10,6,False,2019,0.0,7.0
16,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-10,6,False,2019,0.0,7.0
17,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-10,6,False,2019,0.0,7.0
18,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-11,7,True,2019,5.0,2.0
19,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-11,7,True,2019,5.0,2.0
20,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-12,7,True,2019,5.0,2.0
21,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-13,7,True,2019,5.0,2.0
22,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-14,7,True,2019,5.0,2.0
23,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-18,8,True,2019,5.0,2.0
24,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-19,8,True,2019,5.0,2.0
25,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2019-02-22,8,True,2019,5.0,2.0
26,DLN5,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,2019-02-23,8,False,2019,5.0,2.0
