,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,B03500039,三角巾,1.0,2019-01-08,2,True,2019,5.0,2.0
1,DLN5,B03500039,三角巾,1.0,2019-01-23,4,True,2019,5.0,2.0
2,DLN5,B03500039,三角巾,1.0,2019-02-21,8,True,2019,5.0,2.0
3,DLN5,B03500039,三角巾,1.0,2019-02-26,9,True,2019,3.0,4.0
4,DLN5,B03500039,三角巾,1.0,2019-03-03,9,False,2019,3.0,4.0
5,DLN5,B03500039,三角巾,1.0,2019-04-04,14,True,2019,3.0,4.0
6,DLN5,B03500039,三角巾,1.0,2019-04-24,17,True,2019,5.0,2.0
7,DLN5,B03500039,三角巾,1.0,2019-05-02,18,False,2019,4.0,3.0
8,DLN5,B03500039,三角巾,1.0,2019-05-15,20,True,2019,5.0,2.0
9,DLN5,B03500039,三角巾,1.0,2019-06-06,23,True,2019,4.0,3.0
10,DLN5,B03500039,三角巾,1.0,2019-06-30,26,False,2019,5.0,2.0
11,DLN5,B03500039,三角巾,1.0,2019-07-23,30,True,2019,5.0,2.0
12,DLN5,B03500039,三角巾,1.0,2019-09-10,37,True,2019,4.0,3.0
13,DLN5,B03500039,三角巾,1.0,2019-10-01,40,False,2019,5.0,2.0
14,DLN5,B03500039,三角巾,1.0,2019-10-09,41,True,2019,3.0,4.0
15,DLN5,B03500039,三角巾,1.0,2019-10-12,41,True,2019,3.0,4.0
16,DLN5,B03500039,三角巾,1.0,2019-10-14,42,True,2019,5.0,2.0
17,DLN5,B03500039,三角巾,1.0,2020-02-06,6,True,2020,5.0,2.0
18,DLN5,B03500039,三角巾,1.0,2020-02-29,9,False,2020,4.0,3.0
19,DLN5,B03500039,三角巾,1.0,2020-03-09,11,True,2020,5.0,2.0
20,DLN5,B03500039,三角巾,1.0,2020-05-16,20,False,2020,5.0,2.0
21,DLN5,B03500039,三角巾,1.0,2020-06-07,23,False,2020,5.0,2.0
22,DLN5,B03500039,三角巾,1.0,2020-06-22,26,True,2020,3.0,4.0
23,DLN5,B03500039,三角巾,1.0,2020-07-04,27,False,2020,5.0,2.0
24,DLN5,B03500039,三角巾,1.0,2020-08-12,33,True,2020,5.0,2.0
25,DLN5,B03500039,三角巾,1.0,2020-09-10,37,True,2020,5.0,2.0
26,DLN5,B03500039,三角巾,1.0,2020-10-06,41,False,2020,4.0,3.0
27,DLN5,B03500039,三角巾,1.0,2020-10-18,42,False,2020,5.0,2.0
28,DLN5,B03500039,三角巾,1.0,2020-11-01,44,False,2020,5.0,2.0
29,DLN5,B03500039,三角巾,1.0,2020-11-19,47,True,2020,5.0,2.0
30,DLN5,B03500039,三角巾,1.0,2020-11-28,48,False,2020,5.0,2.0
31,DLN5,B03500039,三角巾,1.0,2020-12-26,52,False,2020,5.0,2.0
32,DLN5,B03500039,三角巾,1.0,2021-01-23,3,False,2021,5.0,2.0
33,DLN5,B03500039,三角巾,1.0,2021-02-02,5,True,2021,5.0,2.0
34,DLN5,B03500039,三角巾,1.0,2021-03-24,12,True,2021,5.0,2.0
35,DLN5,B03500039,三角巾,1.0,2021-03-26,12,True,2021,5.0,2.0
36,DLN5,B03500039,三角巾,1.0,2021-04-30,17,True,2021,5.0,2.0
37,DLN5,B03500039,三角巾,1.0,2021-05-13,19,True,2021,5.0,2.0
38,DLN5,B03500039,三角巾,1.0,2021-06-13,23,False,2021,5.0,2.0
39,DLN5,B03500039,三角巾,1.0,2021-06-19,24,False,2021,4.0,3.0
40,DLN5,B03500039,三角巾,1.0,2021-06-30,26,True,2021,5.0,2.0
41,DLN5,B03500039,三角巾,1.0,2021-07-01,26,True,2021,5.0,2.0
42,DLN5,B03500039,三角巾,1.0,2021-08-04,31,True,2021,5.0,2.0
43,DLN5,B03500039,三角巾,1.0,2021-09-01,35,True,2021,4.0,3.0
44,DLN5,B03500039,三角巾,1.0,2021-09-07,36,True,2021,5.0,2.0
45,DLN5,B03500039,三角巾,1.0,2021-09-21,38,False,2021,3.0,4.0
46,DLN5,B03500039,三角巾,1.0,2021-09-28,39,True,2021,5.0,2.0
47,DLN5,B03500039,三角巾,1.0,2021-10-03,39,False,2021,5.0,2.0
48,DLN5,B03500039,三角巾,1.0,2021-10-13,41,True,2021,4.0,3.0
49,DLN5,B03500039,三角巾,1.0,2021-10-14,41,True,2021,4.0,3.0
50,DLN5,B03500039,三角巾,1.0,2021-11-18,46,True,2021,5.0,2.0
