,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-01-04,1,True,2019,3.0,3.0
1,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-01-09,2,True,2019,5.0,2.0
2,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-01-11,2,True,2019,5.0,2.0
3,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-01-26,4,False,2019,5.0,2.0
4,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-02-02,5,True,2019,5.0,2.0
5,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-02-10,6,False,2019,0.0,7.0
6,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-02-14,7,True,2019,5.0,2.0
7,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-03-01,9,True,2019,3.0,4.0
8,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-04-28,17,True,2019,5.0,2.0
9,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-04-30,18,True,2019,4.0,3.0
10,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-05-10,19,True,2019,5.0,2.0
11,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-05-28,22,True,2019,5.0,2.0
12,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-08-04,31,False,2019,5.0,2.0
13,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-08-11,32,False,2019,5.0,2.0
14,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-08-27,35,True,2019,5.0,2.0
15,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-08-28,35,True,2019,5.0,2.0
16,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-07,36,False,2019,4.0,3.0
17,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-09,37,True,2019,4.0,3.0
18,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-15,37,False,2019,4.0,3.0
19,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-21,38,False,2019,5.0,2.0
20,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-23,39,True,2019,5.0,2.0
21,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-09-25,39,True,2019,5.0,2.0
22,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-11-02,44,False,2019,5.0,2.0
23,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-11-15,46,True,2019,5.0,2.0
24,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-01,48,False,2019,5.0,2.0
25,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-04,49,True,2019,5.0,2.0
26,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-04,49,True,2019,5.0,2.0
27,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-05,49,True,2019,5.0,2.0
28,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-25,52,True,2019,5.0,2.0
29,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2019-12-26,52,True,2019,5.0,2.0
30,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-02-08,6,False,2020,5.0,2.0
31,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-02-26,9,True,2020,4.0,3.0
32,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-10,11,True,2020,5.0,2.0
33,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-11,11,True,2020,5.0,2.0
34,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-13,11,True,2020,5.0,2.0
35,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-17,12,True,2020,5.0,2.0
36,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-22,12,False,2020,5.0,2.0
37,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-23,13,True,2020,5.0,2.0
38,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-26,13,True,2020,5.0,2.0
39,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-29,13,False,2020,5.0,2.0
40,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-03-29,13,False,2020,5.0,2.0
41,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-06,15,False,2020,5.0,2.0
42,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-09,15,True,2020,5.0,2.0
43,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-14,16,True,2020,5.0,2.0
44,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-15,16,True,2020,5.0,2.0
45,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-22,17,True,2020,5.0,2.0
46,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-23,17,True,2020,5.0,2.0
47,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-24,17,True,2020,5.0,2.0
48,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-25,17,False,2020,5.0,2.0
49,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-04-29,18,True,2020,4.0,3.0
50,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-05,19,False,2020,5.0,2.0
51,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-05,19,False,2020,5.0,2.0
52,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-09,19,True,2020,5.0,2.0
53,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-10,19,False,2020,5.0,2.0
54,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-14,20,True,2020,5.0,2.0
55,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-19,21,True,2020,5.0,2.0
56,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-25,22,True,2020,5.0,2.0
57,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-05-26,22,True,2020,5.0,2.0
58,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-06-02,23,True,2020,5.0,2.0
59,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-07-31,31,True,2020,5.0,2.0
60,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-04,32,True,2020,5.0,2.0
61,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-16,33,False,2020,5.0,2.0
62,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-22,34,False,2020,5.0,2.0
63,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-24,35,True,2020,5.0,2.0
64,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-25,35,True,2020,5.0,2.0
65,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-26,35,True,2020,5.0,2.0
66,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-27,35,True,2020,5.0,2.0
67,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-28,35,True,2020,5.0,2.0
68,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-28,35,True,2020,5.0,2.0
69,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-30,35,False,2020,5.0,2.0
70,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-08-31,36,True,2020,4.0,3.0
71,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-09-03,36,True,2020,4.0,3.0
72,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-09-06,36,False,2020,4.0,3.0
73,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-09-10,37,True,2020,5.0,2.0
74,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-09-11,37,True,2020,5.0,2.0
75,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-09-21,39,True,2020,5.0,2.0
76,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-10-12,42,True,2020,5.0,2.0
77,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-10-15,42,True,2020,5.0,2.0
78,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-10-16,42,True,2020,5.0,2.0
79,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-10-18,42,False,2020,5.0,2.0
80,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-11-01,44,False,2020,5.0,2.0
81,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-11-02,45,True,2020,5.0,2.0
82,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-11-04,45,True,2020,5.0,2.0
83,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-11-27,48,True,2020,5.0,2.0
84,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2020-12-11,50,True,2020,5.0,2.0
85,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2021-01-07,1,True,2021,5.0,2.0
86,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2021-01-11,2,True,2021,5.0,2.0
87,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2021-01-18,3,True,2021,5.0,2.0
88,DLN5,T01101024,噴霧氧氣口罩，Aerosol Mask,1.0,2021-01-23,3,False,2021,5.0,2.0
