,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
0,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-02,5,True,2019,5.0,2.0
1,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-05,6,False,2019,0.0,7.0
2,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-05,6,False,2019,0.0,7.0
3,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-09,6,False,2019,0.0,7.0
4,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-12,7,True,2019,5.0,2.0
5,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-15,7,True,2019,5.0,2.0
6,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-02-23,8,False,2019,5.0,2.0
7,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-03-16,11,False,2019,5.0,2.0
8,DLN5,F36005006,單一無菌引流袋 500cc,2.0,2019-04-04,14,True,2019,3.0,4.0
9,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-05-01,18,False,2019,4.0,3.0
10,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-05-14,20,True,2019,5.0,2.0
11,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-05-28,22,True,2019,5.0,2.0
12,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-07-20,29,False,2019,5.0,2.0
13,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-08-15,33,True,2019,5.0,2.0
14,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-12-02,49,True,2019,5.0,2.0
15,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2019-12-03,49,True,2019,5.0,2.0
16,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-01-02,1,True,2020,2.0,3.0
17,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-02-27,9,True,2020,4.0,3.0
18,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-03-19,12,True,2020,5.0,2.0
19,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-03-23,13,True,2020,5.0,2.0
20,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-03-23,13,True,2020,5.0,2.0
21,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-03-31,14,True,2020,3.0,4.0
22,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-01,14,True,2020,3.0,4.0
23,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-06,15,False,2020,5.0,2.0
24,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-13,16,True,2020,5.0,2.0
25,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-16,16,True,2020,5.0,2.0
26,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-22,17,True,2020,5.0,2.0
27,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-22,17,True,2020,5.0,2.0
28,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-04-30,18,True,2020,4.0,3.0
29,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-05-07,19,True,2020,5.0,2.0
30,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-05-16,20,False,2020,5.0,2.0
31,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-06-01,23,True,2020,5.0,2.0
32,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-07-10,28,True,2020,5.0,2.0
33,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-07-24,30,True,2020,5.0,2.0
34,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-07-31,31,True,2020,5.0,2.0
35,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-08-11,33,True,2020,5.0,2.0
36,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-08-24,35,True,2020,5.0,2.0
37,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-08-27,35,True,2020,5.0,2.0
38,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-08-27,35,True,2020,5.0,2.0
39,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-09-29,40,True,2020,3.0,4.0
40,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-09-29,40,True,2020,3.0,4.0
41,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-10-10,41,True,2020,4.0,3.0
42,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-10-28,44,True,2020,5.0,2.0
43,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-11-14,46,False,2020,5.0,2.0
44,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-11-30,49,True,2020,5.0,2.0
45,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2020-12-09,50,True,2020,5.0,2.0
46,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2021-01-19,3,True,2021,5.0,2.0
47,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2021-01-22,3,True,2021,5.0,2.0
48,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2021-01-24,3,False,2021,5.0,2.0
49,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2021-02-07,5,True,2021,5.0,2.0
50,DLN5,F36005006,單一無菌引流袋 500cc,1.0,2021-02-18,7,True,2021,3.0,4.0
