"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"13","1007.4","...","1009.0","2021-04-13 07:17","1005.7","2021-04-13 17:00","24.5","29.2","2021-04-13 12:13","20.1","2021-04-13 04:42","...","74","50","2021-04-13 10:23","1.3","316","6.3","345","2021-04-13 17:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1006.9","...","1008.5","2021-04-14 10:06","1004.9","2021-04-14 16:11","23.0","27.7","2021-04-14 13:46","19.5","2021-04-14 23:58","...","75","58","2021-04-14 14:27","2.0","314","7.4","301","2021-04-14 13:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1006.2","...","1008.0","2021-04-15 09:10","1003.6","2021-04-15 15:31","22.4","27.6","2021-04-15 13:49","18.6","2021-04-15 05:00","...","74","58","2021-04-15 12:04","1.6","313","7.1","339","2021-04-15 15:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1006.5","...","1007.9","2021-04-16 22:54","1004.7","2021-04-16 14:42","23.6","29.5","2021-04-16 12:30","19.6","2021-04-16 04:40","...","75","52","2021-04-16 12:27","1.2","315","6.4","306","2021-04-16 14:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1007.3","...","1009.2","2021-04-17 08:49","1005.4","2021-04-17 15:15","23.9","29.2","2021-04-17 14:21","20.9","2021-04-17 05:24","...","70","51","2021-04-17 14:22","1.9","7","7.8","296","2021-04-17 14:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1006.4","...","1007.9","2021-04-18 07:45","1003.7","2021-04-18 15:37","23.6","28.2","2021-04-18 14:57","20.5","2021-04-18 03:00","...","65","54","2021-04-18 18:54","1.3","89","6.1","336","2021-04-18 15:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1005.4","...","1007.0","2021-04-20 00:00","1003.3","2021-04-19 15:38","23.1","28.5","2021-04-19 14:33","19.5","2021-04-19 05:50","...","63","49","2021-04-19 13:56","1.2","4","7.5","328","2021-04-19 15:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1004.9","...","1006.6","2021-04-20 10:32","1003.2","2021-04-20 15:29","24.6","28.4","2021-04-20 14:51","21.5","2021-04-20 05:35","...","69","55","2021-04-20 11:34","1.1","72","5.7","293","2021-04-20 12:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1003.8","...","1005.8","2021-04-21 08:27","1001.8","2021-04-21 15:49","25.2","29.9","2021-04-21 12:58","21.8","2021-04-21 00:52","...","72","52","2021-04-21 12:03","1.1","2","7.8","296","2021-04-21 13:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1001.1","...","1003.0","2021-04-22 08:48","998.7","2021-04-22 17:21","24.3","28.6","2021-04-22 11:08","22.0","2021-04-22 05:23","...","83","64","2021-04-22 11:08","1.3","13","6.6","295","2021-04-22 12:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1000.4","...","1001.9","2021-04-23 08:31","998.0","2021-04-23 16:18","24.8","29.0","2021-04-23 12:49","22.3","2021-04-23 23:10","...","80","61","2021-04-23 11:33","2.1","322","9.9","341","2021-04-23 13:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1003.1","...","1005.0","2021-04-24 09:36","1001.0","2021-04-24 14:46","24.7","30.7","2021-04-24 13:42","21.4","2021-04-24 01:39","...","77","52","2021-04-24 12:30","1.5","318","9.4","333","2021-04-24 15:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1005.2","...","1007.3","2021-04-25 22:22","1002.8","2021-04-25 03:47","23.1","25.6","2021-04-25 14:12","21.0","2021-04-25 17:17","...","82","68","2021-04-25 08:43","0.7","12","4.7","197","2021-04-25 15:28","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1006.7","...","1009.1","2021-04-26 22:41","1004.9","2021-04-26 13:33","24.1","28.6","2021-04-26 13:02","21.2","2021-04-26 03:00","...","78","56","2021-04-26 10:37","1.6","80","8.9","257","2021-04-26 12:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1008.7","...","1010.3","2021-04-27 22:54","1007.5","2021-04-27 03:26","23.5","28.4","2021-04-27 11:10","21.8","2021-04-27 23:24","...","80","58","2021-04-27 11:09","1.7","193","7.2","272","2021-04-27 12:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1008.2","...","1010.1","2021-04-29 00:00","1006.7","2021-04-28 16:25","23.7","27.6","2021-04-28 12:09","21.3","2021-04-28 03:07","...","79","58","2021-04-28 11:03","1.4","346","6.7","3","2021-04-28 12:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1005.8","...","1007.3","2021-04-29 10:39","1004.5","2021-04-29 17:56","21.6","23.3","2021-04-29 17:36","20.6","2021-04-29 23:17","...","92","82","2021-04-29 18:01","0.7","115","3.9","307","2021-04-29 11:13","30.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1005.4","...","1006.8","2021-04-30 09:37","1003.8","2021-04-30 14:25","24.1","29.1","2021-04-30 12:54","19.7","2021-04-30 05:00","...","75","57","2021-04-30 12:54","1.1","75","5.8","284","2021-04-30 14:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
