"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.8","...","1003.6","2020-08-01 21:46","999.7","2020-08-01 14:01","28.6","35.4","2020-08-01 12:30","23.3","2020-08-01 15:09","...","84","44","2020-08-01 12:16","1.0","12","10.7","287","2020-08-01 14:12","49.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1000.8","...","1003.2","2020-08-03 00:00","998.3","2020-08-02 15:38","28.7","33.4","2020-08-02 13:10","25.5","2020-08-02 04:46","...","83","54","2020-08-02 12:42","1.7","171","7.2","340","2020-08-02 16:26","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","998.5","...","999.8","2020-08-03 00:05","997.6","2020-08-03 19:35","27.0","31.0","2020-08-03 11:56","25.1","2020-08-03 08:00","...","90","63","2020-08-03 12:21","2.5","202","8.9","230","2020-08-03 12:21","11.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1000.7","...","1003.8","2020-08-04 21:26","998.1","2020-08-04 01:33","27.5","30.7","2020-08-04 16:03","24.7","2020-08-04 07:53","...","83","68","2020-08-04 20:41","2.8","202","9.2","194","2020-08-04 11:59","5.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1003.9","...","1006.1","2020-08-05 23:00","1002.1","2020-08-05 03:20","28.4","33.7","2020-08-05 12:39","25.0","2020-08-05 05:38","...","86","59","2020-08-05 12:49","1.2","11","7.0","347","2020-08-05 14:05","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1003.9","...","1006.0","2020-08-07 00:00","1001.7","2020-08-06 15:20","29.9","34.7","2020-08-06 13:26","25.9","2020-08-06 04:44","...","76","50","2020-08-06 12:27","1.6","308","7.3","306","2020-08-06 14:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1002.0","...","1004.3","2020-08-07 00:06","999.9","2020-08-07 17:11","29.5","33.3","2020-08-07 12:23","26.1","2020-08-07 05:44","...","82","65","2020-08-07 12:09","1.4","18","6.3","326","2020-08-07 13:16","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","999.1","...","1001.5","2020-08-08 00:01","996.7","2020-08-08 16:02","29.4","33.1","2020-08-08 12:28","26.8","2020-08-08 05:48","...","84","63","2020-08-08 12:39","1.2","332","7.5","340","2020-08-08 15:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","997.5","...","998.9","2020-08-09 23:25","996.0","2020-08-09 16:51","29.9","33.7","2020-08-09 13:03","27.0","2020-08-09 06:30","...","79","54","2020-08-09 11:37","1.3","1","6.6","256","2020-08-09 12:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","999.1","...","1000.3","2020-08-10 22:42","997.5","2020-08-10 13:58","27.8","34.1","2020-08-10 11:22","24.4","2020-08-10 16:26","...","89","54","2020-08-10 11:20","0.9","13","8.0","273","2020-08-10 14:00","80.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
