"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.5","...","1018.3","2021-01-01 09:08","1013.4","2021-01-01 15:14","12.8","19.1","2021-01-01 13:58","10.0","2021-01-01 02:10","...","68","43","2021-01-01 13:58","1.4","6","7.0","344","2021-01-01 16:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1014.1","...","1016.0","2021-01-02 03:54","1011.3","2021-01-02 14:59","14.5","20.5","2021-01-02 14:55","9.6","2021-01-02 02:45","...","76","47","2021-01-02 13:21","1.2","145","5.7","3","2021-01-02 12:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1014.4","...","1015.8","2021-01-03 08:38","1011.8","2021-01-03 14:44","15.8","22.7","2021-01-03 14:07","10.4","2021-01-03 02:20","...","81","43","2021-01-03 12:47","1.6","15","8.3","14","2021-01-03 15:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1012.9","...","1015.3","2021-01-04 00:42","1010.4","2021-01-04 14:50","16.8","22.8","2021-01-04 13:21","12.9","2021-01-04 05:20","...","88","61","2021-01-04 13:22","1.7","3","7.2","326","2021-01-04 14:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.2","...","1013.0","2021-01-05 00:14","1008.7","2021-01-05 14:15","17.6","22.9","2021-01-05 13:41","14.9","2021-01-05 06:07","...","83","58","2021-01-05 13:41","1.9","4","8.5","4","2021-01-05 17:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1010.6","...","1012.6","2021-01-06 08:37","1008.2","2021-01-06 15:16","16.2","18.1","2021-01-06 14:32","14.7","2021-01-06 23:57","...","84","77","2021-01-06 15:48","1.3","2","4.9","11","2021-01-06 03:12","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1011.6","...","1014.3","2021-01-07 23:31","1009.6","2021-01-07 15:12","13.8","15.4","2021-01-07 12:50","9.8","2021-01-07 23:59","...","88","71","2021-01-07 17:33","2.6","2","9.8","18","2021-01-07 17:53","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1014.9","...","...","...","...","...","9.1","...","...","...","...","...","77","...","...","3.4","5","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1014.1","...","...","...","...","...","12.7","...","...","...","...","...","52","...","...","2.1","11","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1015.0","...","...","...","...","...","12.7","...","...","...","...","...","64","...","...","1.0","4","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1015.2","...","1017.1","2021-01-11 08:53","1013.0","2021-01-11 14:37","12.3","15.4","2021-01-11 12:49","8.8","2021-01-11 23:56","...","86","65","2021-01-11 00:21","2.4","11","10.2","17","2021-01-11 16:18","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1014.5","...","...","...","...","...","10.8","...","...","...","...","...","75","...","...","2.6","13","...","...","...","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1011.7","...","...","...","...","...","13.3","...","...","...","...","...","65","...","...","1.0","1","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1010.3","...","1012.2","2021-01-14 09:00","1007.9","2021-01-14 14:33","14.7","22.5","2021-01-14 15:13","8.9","2021-01-14 04:54","...","62","34","2021-01-14 15:25","0.7","6","7.1","332","2021-01-14 15:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1008.9","...","1010.8","2021-01-15 00:28","1005.2","2021-01-15 14:56","15.4","23.4","2021-01-15 13:56","9.6","2021-01-15 04:45","...","67","34","2021-01-15 13:16","0.9","85","6.2","324","2021-01-15 16:32","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1009.0","...","...","...","...","...","15.6","...","...","...","...","...","72","...","...","0.9","359","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1013.7","...","1015.9","2021-01-17 22:07","1011.4","2021-01-17 15:01","14.4","19.8","2021-01-17 13:07","11.0","2021-01-17 23:59","...","67","46","2021-01-17 12:56","2.2","1","10.6","355","2021-01-17 14:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1013.9","...","1015.8","2021-01-18 00:10","1011.0","2021-01-18 15:01","14.1","20.4","2021-01-18 14:26","9.4","2021-01-18 05:46","...","68","49","2021-01-18 14:26","0.9","313","8.3","344","2021-01-18 16:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1012.1","...","1013.4","2021-01-20 00:00","1010.8","2021-01-19 14:54","15.8","22.1","2021-01-19 13:36","10.3","2021-01-19 06:44","...","70","47","2021-01-19 13:02","0.6","318","5.4","290","2021-01-19 14:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1010.9","...","1012.6","2021-01-20 09:04","1009.0","2021-01-20 15:29","16.9","23.6","2021-01-20 12:44","12.1","2021-01-20 06:48","...","77","47","2021-01-20 12:12","0.7","307","5.0","326","2021-01-20 14:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1007.8","...","1010.5","2021-01-21 00:04","1004.9","2021-01-21 15:28","19.7","27.6","2021-01-21 13:35","14.9","2021-01-21 06:17","...","80","48","2021-01-21 13:27","0.9","350","5.2","300","2021-01-21 14:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1004.0","...","1006.4","2021-01-23 00:00","1002.2","2021-01-22 16:51","19.7","23.7","2021-01-22 13:45","16.7","2021-01-22 07:55","...","88","65","2021-01-22 13:39","0.9","298","5.5","320","2021-01-22 17:45","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1006.0","...","1008.8","2021-01-23 23:15","1003.0","2021-01-23 15:37","19.7","25.2","2021-01-23 15:53","16.5","2021-01-23 23:59","...","84","58","2021-01-23 15:35","1.1","333","6.6","326","2021-01-23 17:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1009.6","...","1011.2","2021-01-24 09:31","1008.0","2021-01-24 02:06","17.8","23.1","2021-01-24 14:44","15.6","2021-01-24 03:55","...","80","59","2021-01-24 15:07","1.1","342","7.2","330","2021-01-24 12:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1010.5","...","1012.7","2021-01-25 07:33","1008.0","2021-01-25 14:57","18.5","24.0","2021-01-25 13:46","14.8","2021-01-25 07:05","...","73","49","2021-01-25 15:25","1.5","317","6.8","321","2021-01-25 14:10","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1009.5","...","...","...","...","...","17.1","...","...","...","...","...","83","...","...","0.9","284","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1010.0","...","1012.0","2021-01-27 09:50","1007.3","2021-01-27 15:03","17.1","23.7","2021-01-27 13:17","14.3","2021-01-27 07:22","...","83","55","2021-01-27 13:17","1.1","10","5.8","341","2021-01-27 18:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1012.6","...","1014.1","2021-01-28 08:37","1011.0","2021-01-28 04:10","16.0","21.3","2021-01-28 11:27","13.0","2021-01-28 23:29","...","77","57","2021-01-28 13:07","2.3","346","11.5","5","2021-01-28 17:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1013.6","...","1015.3","2021-01-29 23:11","1011.8","2021-01-29 14:32","15.4","21.6","2021-01-29 14:21","11.5","2021-01-29 06:49","...","67","45","2021-01-29 14:34","1.0","4","6.5","260","2021-01-29 13:08","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1015.2","...","1017.0","2021-01-30 09:07","1013.0","2021-01-30 15:13","16.0","22.2","2021-01-30 14:34","11.1","2021-01-30 05:39","...","73","48","2021-01-30 13:30","0.9","269","6.5","261","2021-01-30 13:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1015.0","...","1017.2","2021-01-31 09:11","1013.0","2021-01-31 15:02","16.7","22.8","2021-01-31 12:37","12.1","2021-01-31 07:39","...","75","41","2021-01-31 11:28","0.8","281","6.2","302","2021-01-31 13:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
