"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1001.6","...","1002.9","2019-06-01 22:35","999.3","2019-06-01 15:26","27.8","32.0","2019-06-01 15:13","24.5","2019-06-01 06:01","...","89","65","2019-06-01 15:33","1.9","202","9.9","197","2019-06-01 22:33","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1001.4","...","1003.2","2019-06-02 22:34","999.3","2019-06-02 16:23","28.4","32.8","2019-06-02 14:30","24.8","2019-06-02 03:42","...","85","59","2019-06-02 12:41","2.1","198","11.2","197","2019-06-02 10:42","10.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1001.9","...","1003.3","2019-06-03 21:55","1000.9","2019-06-03 16:19","28.4","31.7","2019-06-03 16:32","25.7","2019-06-03 23:59","...","78","49","2019-06-03 16:33","1.7","165","7.8","266","2019-06-03 14:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1003.1","...","1005.2","2019-06-04 13:23","1001.3","2019-06-04 03:12","26.0","30.6","2019-06-04 10:49","23.1","2019-06-04 12:13","...","92","70","2019-06-04 07:48","1.3","117","15.3","211","2019-06-04 11:47","36.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1004.1","...","1006.2","2019-06-05 22:15","1002.8","2019-06-05 04:57","27.8","33.4","2019-06-05 12:32","23.0","2019-06-05 05:08","...","85","55","2019-06-05 12:36","1.3","13","9.2","93","2019-06-05 15:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1004.6","...","1005.8","2019-06-06 10:13","1003.2","2019-06-06 02:56","28.3","34.0","2019-06-06 12:09","24.7","2019-06-06 05:20","...","85","57","2019-06-06 16:08","1.7","253","11.3","135","2019-06-06 16:50","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1004.2","...","1005.6","2019-06-07 07:46","1002.6","2019-06-07 15:43","29.0","34.5","2019-06-07 12:47","25.0","2019-06-07 05:47","...","81","51","2019-06-07 12:42","1.7","47","8.9","254","2019-06-07 13:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1002.4","...","1004.1","2019-06-08 07:56","1000.5","2019-06-08 23:53","28.7","31.7","2019-06-08 12:12","24.7","2019-06-08 04:38","...","84","61","2019-06-08 17:33","1.6","260","7.4","269","2019-06-08 13:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1000.3","...","1002.2","2019-06-09 07:17","998.6","2019-06-09 17:36","29.6","33.4","2019-06-09 13:56","25.8","2019-06-09 04:40","...","73","51","2019-06-09 12:26","2.6","213","8.6","205","2019-06-09 14:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
