"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.4","...","1013.6","2020-12-01 09:07","1009.0","2020-12-01 14:51","21.0","27.2","2020-12-01 13:32","16.7","2020-12-01 06:55","...","75","50","2020-12-01 13:33","1.1","7","8.3","10","2020-12-01 15:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.0","...","1012.2","2020-12-02 08:50","1007.2","2020-12-02 15:38","20.9","26.7","2020-12-02 13:41","18.0","2020-12-02 01:13","...","72","49","2020-12-02 13:35","1.9","355","9.3","3","2020-12-02 15:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1009.8","...","1011.1","2020-12-03 09:23","1008.0","2020-12-03 14:24","19.0","22.9","2020-12-03 13:19","16.9","2020-12-03 22:25","...","68","50","2020-12-03 13:34","2.6","1","10.5","10","2020-12-03 15:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1009.8","...","1011.7","2020-12-04 09:24","1008.0","2020-12-04 15:30","18.7","21.7","2020-12-04 13:25","16.9","2020-12-04 00:03","...","73","63","2020-12-04 15:42","1.7","8","7.7","10","2020-12-04 15:47","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1010.6","...","1012.5","2020-12-05 09:05","1008.5","2020-12-05 14:33","19.9","25.8","2020-12-05 13:08","17.6","2020-12-05 04:35","...","73","50","2020-12-05 13:09","1.7","6","8.0","357","2020-12-05 15:30","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1010.0","...","1011.3","2020-12-06 09:05","1007.9","2020-12-06 15:29","20.5","26.8","2020-12-06 13:00","16.1","2020-12-06 06:39","...","81","54","2020-12-06 13:01","1.2","12","5.6","333","2020-12-06 15:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1010.4","...","1012.3","2020-12-07 09:03","1008.2","2020-12-07 14:46","21.6","26.3","2020-12-07 13:29","18.4","2020-12-07 05:26","...","83","63","2020-12-07 13:29","1.7","5","7.5","339","2020-12-07 15:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1010.3","...","1012.3","2020-12-08 09:38","1008.7","2020-12-08 15:36","19.5","21.8","2020-12-08 12:00","17.8","2020-12-08 20:20","...","87","74","2020-12-08 12:00","1.7","4","7.0","19","2020-12-08 19:33","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1008.9","...","...","...","...","...","19.1","...","...","...","...","...","97","...","...","1.1","25","...","...","...","11.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1008.3","...","1009.9","2020-12-10 07:52","1005.8","2020-12-10 14:35","21.2","24.0","2020-12-10 15:23","19.1","2020-12-10 07:16","...","93","80","2020-12-10 12:10","1.6","7","6.7","6","2020-12-10 06:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1007.5","...","1009.3","2020-12-11 09:08","1005.5","2020-12-11 15:59","21.2","24.9","2020-12-11 13:43","19.5","2020-12-11 03:50","...","93","74","2020-12-11 13:53","1.3","3","5.8","10","2020-12-11 23:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1007.0","...","1009.0","2020-12-12 08:27","1004.9","2020-12-12 15:37","21.4","25.4","2020-12-12 14:36","18.6","2020-12-12 23:50","...","80","63","2020-12-12 14:37","1.4","8","5.8","303","2020-12-12 10:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1007.5","...","1010.1","2020-12-13 09:16","1005.7","2020-12-13 14:21","20.1","27.3","2020-12-13 12:29","17.3","2020-12-13 04:39","...","84","54","2020-12-13 13:09","1.3","353","7.2","341","2020-12-13 13:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1010.3","...","1012.8","2020-12-14 21:50","1008.2","2020-12-14 02:50","18.9","23.8","2020-12-14 15:01","15.9","2020-12-14 23:27","...","84","62","2020-12-14 15:02","1.5","10","7.2","341","2020-12-14 19:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1012.9","...","1015.0","2020-12-15 09:03","1010.6","2020-12-15 15:06","17.9","22.5","2020-12-15 13:49","15.7","2020-12-15 02:52","...","78","58","2020-12-15 13:50","1.8","359","7.2","10","2020-12-15 00:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1013.5","...","1015.5","2020-12-16 09:17","1011.8","2020-12-16 15:38","18.3","23.0","2020-12-16 12:41","16.4","2020-12-16 23:57","...","77","59","2020-12-16 12:42","1.7","4","6.0","13","2020-12-16 08:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1012.5","...","...","...","...","...","18.5","...","...","...","...","...","76","...","...","1.3","333","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1012.5","...","1014.0","2020-12-18 08:30","1009.8","2020-12-18 14:36","18.5","24.5","2020-12-18 12:22","14.8","2020-12-18 04:00","...","90","64","2020-12-18 12:33","2.1","359","8.4","351","2020-12-18 16:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1013.3","...","1015.2","2020-12-19 09:53","1010.8","2020-12-19 14:53","18.1","21.9","2020-12-19 14:09","15.4","2020-12-19 22:04","...","81","60","2020-12-19 14:10","3.0","6","10.7","5","2020-12-19 08:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1013.8","...","1016.0","2020-12-20 09:00","1012.0","2020-12-20 15:26","17.8","21.1","2020-12-20 12:31","15.9","2020-12-20 00:31","...","75","62","2020-12-20 13:27","2.1","9","8.7","2","2020-12-20 14:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1012.7","...","1014.4","2020-12-21 10:09","1011.5","2020-12-21 14:49","16.5","17.8","2020-12-21 12:34","15.2","2020-12-21 06:58","...","91","77","2020-12-21 00:21","0.9","6","4.1","5","2020-12-21 04:08","3.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1010.5","...","...","...","...","...","18.9","...","...","...","...","...","87","...","...","1.1","292","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1008.7","...","1011.6","2020-12-23 09:23","1007.0","2020-12-23 23:46","18.6","20.6","2020-12-23 12:41","17.2","2020-12-23 18:46","...","95","84","2020-12-23 12:42","2.3","7","8.0","17","2020-12-23 11:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1007.7","...","1009.5","2020-12-24 22:00","1005.4","2020-12-24 14:54","18.6","22.6","2020-12-24 11:42","16.5","2020-12-24 23:59","...","90","79","2020-12-24 11:57","2.1","360","7.9","21","2020-12-24 13:03","14.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1010.5","...","1012.2","2020-12-25 23:47","1008.4","2020-12-25 14:54","18.4","23.0","2020-12-25 14:38","16.1","2020-12-25 03:40","...","77","61","2020-12-25 14:42","1.3","350","5.8","333","2020-12-25 15:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1011.3","...","1013.8","2020-12-26 08:58","1008.3","2020-12-26 16:20","18.5","24.5","2020-12-26 13:51","15.1","2020-12-26 07:07","...","82","39","2020-12-26 12:31","1.3","17","7.7","24","2020-12-26 15:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1008.8","...","1010.6","2020-12-27 09:20","1006.1","2020-12-27 15:59","19.5","24.0","2020-12-27 12:14","16.4","2020-12-27 02:40","...","88","51","2020-12-27 12:12","1.4","4","7.6","13","2020-12-27 13:32","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1006.4","...","...","...","...","...","21.1","...","...","...","...","...","81","...","...","1.2","320","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1006.6","...","1008.1","2020-12-29 08:16","1004.3","2020-12-29 14:57","20.8","26.5","2020-12-29 12:54","18.5","2020-12-29 04:18","...","90","65","2020-12-29 12:55","1.5","360","5.3","352","2020-12-29 16:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1012.1","...","...","...","...","...","14.6","...","...","...","...","...","74","...","...","3.7","4","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1016.8","...","...","...","...","...","9.9","...","...","...","...","...","55","...","...","2.8","6","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
