"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.8","...","1010.4","2020-04-01 22:15","1005.3","2020-04-01 15:24","21.5","26.1","2020-04-01 14:31","17.8","2020-04-01 23:57","...","83","62","2020-04-01 14:31","2.1","342","7.9","354","2020-04-01 12:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.6","...","1013.4","2020-04-02 09:56","1008.3","2020-04-02 02:59","19.9","23.1","2020-04-02 12:46","17.3","2020-04-02 04:12","...","91","81","2020-04-02 00:36","1.6","6","8.9","2","2020-04-02 17:52","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1010.3","...","1012.0","2020-04-03 07:55","1008.5","2020-04-03 15:51","20.9","26.8","2020-04-03 12:58","18.5","2020-04-03 05:03","...","91","63","2020-04-03 12:56","1.5","6","7.0","340","2020-04-03 13:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1010.5","...","1012.2","2020-04-04 21:11","1008.2","2020-04-04 05:46","20.3","25.1","2020-04-04 15:15","17.6","2020-04-04 23:50","...","84","64","2020-04-04 15:15","1.9","343","9.1","297","2020-04-04 06:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1011.2","...","1012.6","2020-04-05 10:49","1009.6","2020-04-05 16:38","18.0","22.2","2020-04-05 11:51","15.6","2020-04-05 22:39","...","83","64","2020-04-05 11:51","1.5","3","6.6","344","2020-04-05 17:44","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1009.3","...","1011.5","2020-04-06 00:04","1006.5","2020-04-06 16:30","17.9","20.9","2020-04-06 13:57","15.4","2020-04-06 02:40","...","94","79","2020-04-06 13:57","1.2","38","6.3","327","2020-04-06 02:34","12.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1007.4","...","1009.0","2020-04-07 21:59","1005.1","2020-04-07 03:59","18.9","24.2","2020-04-07 13:19","15.8","2020-04-07 23:51","...","88","64","2020-04-07 14:50","1.8","327","8.5","344","2020-04-07 16:49","4.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1008.3","...","1010.2","2020-04-08 21:37","1006.4","2020-04-08 15:10","19.8","25.2","2020-04-08 14:31","15.0","2020-04-08 04:02","...","84","62","2020-04-08 12:09","0.9","303","5.3","282","2020-04-08 13:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1009.5","...","1011.0","2020-04-09 23:13","1007.6","2020-04-09 15:46","21.5","27.0","2020-04-09 15:17","17.8","2020-04-09 05:33","...","81","48","2020-04-09 14:59","1.3","320","7.4","342","2020-04-09 13:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1010.6","...","1012.5","2020-04-10 09:48","1008.6","2020-04-10 16:06","22.7","28.3","2020-04-10 14:16","18.1","2020-04-10 05:51","...","80","40","2020-04-10 17:24","0.9","4","6.3","276","2020-04-10 11:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1008.1","...","1010.9","2020-04-11 00:04","1005.9","2020-04-11 15:11","21.9","27.3","2020-04-11 13:59","18.7","2020-04-11 06:33","...","86","54","2020-04-11 13:59","0.8","1","6.1","333","2020-04-11 14:44","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1008.6","...","1011.9","2020-04-12 21:08","1006.2","2020-04-12 05:10","18.4","21.5","2020-04-12 12:18","14.3","2020-04-12 23:41","...","73","49","2020-04-12 22:53","2.6","345","12.6","11","2020-04-12 14:25","5.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1011.0","...","1012.9","2020-04-13 22:12","1009.0","2020-04-13 15:12","17.3","23.1","2020-04-13 13:04","11.5","2020-04-13 02:45","...","51","19","2020-04-13 10:33","2.1","101","9.1","352","2020-04-13 13:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1010.1","...","1012.1","2020-04-14 08:42","1008.0","2020-04-14 16:34","19.0","24.3","2020-04-14 14:43","13.9","2020-04-14 05:04","...","67","40","2020-04-14 15:45","0.8","8","6.9","261","2020-04-14 13:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1008.4","...","1010.4","2020-04-15 08:49","1006.8","2020-04-15 16:01","21.4","26.9","2020-04-15 12:59","18.1","2020-04-15 03:35","...","67","33","2020-04-15 08:45","0.9","40","7.0","289","2020-04-15 13:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1008.3","...","1010.0","2020-04-16 10:16","1007.0","2020-04-16 15:49","21.3","28.8","2020-04-16 14:07","15.3","2020-04-16 04:03","...","67","29","2020-04-16 13:43","0.9","109","5.9","293","2020-04-16 16:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1008.4","...","1010.4","2020-04-17 10:40","1007.0","2020-04-17 16:20","23.3","28.4","2020-04-17 12:35","17.7","2020-04-17 05:20","...","76","50","2020-04-17 11:26","1.0","313","6.8","276","2020-04-17 13:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1007.7","...","1009.8","2020-04-18 09:07","1005.4","2020-04-18 16:47","25.5","31.0","2020-04-18 13:25","20.4","2020-04-18 06:34","...","76","46","2020-04-18 10:08","1.1","118","6.1","304","2020-04-18 14:34","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1005.4","...","1007.1","2020-04-19 07:50","1003.3","2020-04-19 15:31","26.9","32.2","2020-04-19 13:31","23.3","2020-04-19 05:55","...","81","48","2020-04-19 13:41","1.8","88","10.6","253","2020-04-19 14:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1006.3","...","1008.4","2020-04-20 08:58","1004.7","2020-04-20 17:08","25.9","30.3","2020-04-20 12:36","22.6","2020-04-20 05:16","...","83","57","2020-04-20 11:28","1.1","6","6.4","291","2020-04-20 12:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1006.5","...","1008.4","2020-04-21 21:43","1004.6","2020-04-21 13:20","24.6","30.0","2020-04-21 10:27","21.5","2020-04-21 23:55","...","87","57","2020-04-21 10:27","1.3","320","7.0","327","2020-04-21 14:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1007.7","...","1010.1","2020-04-23 00:00","1005.6","2020-04-22 14:19","22.0","26.6","2020-04-22 14:49","20.0","2020-04-22 22:33","...","84","66","2020-04-22 14:49","1.6","336","8.0","333","2020-04-22 15:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1009.4","...","1010.5","2020-04-23 08:35","1007.9","2020-04-23 06:25","20.0","23.9","2020-04-23 13:14","17.0","2020-04-23 23:58","...","93","77","2020-04-23 13:13","1.5","353","6.2","1","2020-04-23 07:09","13.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1010.3","...","1011.9","2020-04-24 10:01","1008.6","2020-04-24 03:32","18.6","20.4","2020-04-24 14:02","16.7","2020-04-24 06:10","...","96","89","2020-04-24 14:13","0.6","10","4.3","5","2020-04-24 18:15","2.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1009.7","...","1011.3","2020-04-25 21:38","1008.1","2020-04-25 15:47","21.9","26.6","2020-04-25 12:51","18.1","2020-04-25 05:02","...","87","60","2020-04-25 13:20","0.9","325","5.1","272","2020-04-25 12:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1008.9","...","1011.0","2020-04-26 09:14","1007.0","2020-04-26 16:34","23.1","27.0","2020-04-26 12:51","20.2","2020-04-26 05:11","...","83","67","2020-04-26 15:15","1.5","311","6.4","329","2020-04-26 13:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1008.7","...","1010.1","2020-04-27 22:20","1007.4","2020-04-27 02:49","23.5","28.5","2020-04-27 12:15","20.0","2020-04-27 03:22","...","80","57","2020-04-27 12:15","0.6","292","4.9","335","2020-04-27 14:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1008.9","...","1010.6","2020-04-28 08:04","1006.8","2020-04-28 15:07","24.3","30.0","2020-04-28 13:40","20.5","2020-04-28 04:22","...","79","46","2020-04-28 13:08","1.2","315","5.8","333","2020-04-28 16:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1009.2","...","1010.9","2020-04-29 08:48","1007.4","2020-04-29 16:10","24.6","29.2","2020-04-29 14:07","20.5","2020-04-29 04:40","...","78","45","2020-04-29 14:07","1.3","128","7.0","325","2020-04-29 14:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
