日期,降水量(mm),週,年,下雨天數,沒下雨天數,總下雨量
2021/11/11,0.0,45,2021,1.0,6.0,5.5
2021/11/12,0.0,45,2021,1.0,6.0,5.5
2021/11/13,5.5,45,2021,1.0,6.0,5.5
2021/11/14,0.0,45,2021,1.0,6.0,5.5
2021/11/15,0.0,46,2021,1.0,6.0,0.5
2021/11/16,0.0,46,2021,1.0,6.0,0.5
2021/11/17,0.0,46,2021,1.0,6.0,0.5
2021/11/18,0.0,46,2021,1.0,6.0,0.5
2021/11/19,0.5,46,2021,1.0,6.0,0.5
2021/11/20,0.0,46,2021,1.0,6.0,0.5
2021/11/21,0.0,46,2021,1.0,6.0,0.5
2021/11/22,0.0,47,2021,3.0,4.0,2.0
2021/11/23,0.0,47,2021,3.0,4.0,2.0
2021/11/24,0.0,47,2021,3.0,4.0,2.0
2021/11/25,0.0,47,2021,3.0,4.0,2.0
2021/11/26,1.0,47,2021,3.0,4.0,2.0
2021/11/27,0.5,47,2021,3.0,4.0,2.0
2021/11/28,0.5,47,2021,3.0,4.0,2.0
2021/11/29,0.0,48,2021,0.0,7.0,0.0
2021/11/30,0.0,48,2021,0.0,7.0,0.0
2021/12/1,0.0,48,2021,0.0,7.0,0.0
2021/12/2,0.0,48,2021,0.0,7.0,0.0
2021/12/3,0.0,48,2021,0.0,7.0,0.0
2021/12/4,0.0,48,2021,0.0,7.0,0.0
2021/12/5,0.0,48,2021,0.0,7.0,0.0
2021/12/6,0.0,49,2021,0.0,7.0,0.0
2021/12/7,0.0,49,2021,0.0,7.0,0.0
2021/12/8,0.0,49,2021,0.0,7.0,0.0
2021/12/9,0.0,49,2021,0.0,7.0,0.0
2021/12/10,0.0,49,2021,0.0,7.0,0.0
2021/12/11,0.0,49,2021,0.0,7.0,0.0
2021/12/12,0.0,49,2021,0.0,7.0,0.0
2021/12/13,0.0,50,2021,0.0,7.0,0.0
2021/12/14,0.0,50,2021,0.0,7.0,0.0
2021/12/15,0.0,50,2021,0.0,7.0,0.0
2021/12/16,0.0,50,2021,0.0,7.0,0.0
2021/12/17,0.0,50,2021,0.0,7.0,0.0
2021/12/18,0.0,50,2021,0.0,7.0,0.0
2021/12/19,0.0,50,2021,0.0,7.0,0.0
2021/12/20,0.5,51,2021,4.0,3.0,31.5
2021/12/21,22.5,51,2021,4.0,3.0,31.5
2021/12/22,0.0,51,2021,4.0,3.0,31.5
2021/12/23,0.0,51,2021,4.0,3.0,31.5
2021/12/24,0.5,51,2021,4.0,3.0,31.5
2021/12/25,8.0,51,2021,4.0,3.0,31.5
2021/12/26,0.0,51,2021,4.0,3.0,31.5
2021/12/27,1.0,52,2021,1.0,4.0,1.0
2021/12/28,0.0,52,2021,1.0,4.0,1.0
2021/12/29,0.0,52,2021,1.0,4.0,1.0
2021/12/30,0.0,52,2021,1.0,4.0,1.0
2021/12/31,0.0,52,2021,1.0,4.0,1.0
