,日期,年,週,最高溫,最低溫,最大溫差,最大平均溫度差,異常溫差天數
823,2021-04-03,2021,13,29.6,22.9,6.7,8.31,4.0
824,2021-04-04,2021,13,28.1,19.6,8.5,8.31,4.0
825,2021-04-05,2021,14,25.9,18.0,7.9,6.76,0.0
826,2021-04-06,2021,14,25.8,16.6,9.2,6.76,0.0
827,2021-04-07,2021,14,24.2,17.8,6.4,6.76,0.0
828,2021-04-08,2021,14,27.1,18.3,8.8,6.76,0.0
829,2021-04-09,2021,14,22.9,16.3,6.6,6.76,0.0
830,2021-04-10,2021,14,25.7,16.1,9.6,6.76,0.0
831,2021-04-11,2021,14,26.8,17.4,9.4,6.76,0.0
832,2021-04-12,2021,15,28.1,19.6,8.5,8.19,3.0
833,2021-04-13,2021,15,28.8,20.4,8.4,8.19,3.0
834,2021-04-14,2021,15,27.2,19.5,7.7,8.19,3.0
835,2021-04-15,2021,15,27.3,18.6,8.7,8.19,3.0
836,2021-04-16,2021,15,29.4,19.6,9.8,8.19,3.0
837,2021-04-17,2021,15,28.7,21.0,7.7,8.19,3.0
838,2021-04-18,2021,15,28.0,20.5,7.5,8.19,3.0
839,2021-04-19,2021,16,28.1,19.6,8.5,6.79,0.0
840,2021-04-20,2021,16,27.9,21.6,6.3,6.79,0.0
841,2021-04-21,2021,16,29.6,21.9,7.7,6.79,0.0
842,2021-04-22,2021,16,27.3,22.2,5.1,6.79,0.0
843,2021-04-23,2021,16,28.6,22.3,6.3,6.79,0.0
844,2021-04-24,2021,16,30.0,21.6,8.4,6.79,0.0
845,2021-04-25,2021,16,25.5,21.1,4.4,6.79,0.0
846,2021-04-26,2021,17,28.1,21.3,6.8,7.19,1.0
847,2021-04-27,2021,17,27.3,21.9,5.4,7.19,1.0
848,2021-04-28,2021,17,27.3,21.4,5.9,7.19,1.0
849,2021-04-29,2021,17,23.2,20.8,2.4,7.19,1.0
850,2021-04-30,2021,17,28.6,19.8,8.8,7.19,1.0
851,2021-05-01,2021,17,28.8,21.5,7.3,7.19,1.0
852,2021-05-02,2021,17,29.8,20.5,9.3,7.19,1.0
853,2021-05-03,2021,18,27.6,23.3,4.3,5.94,0.0
854,2021-05-04,2021,18,31.7,22.9,8.8,5.94,0.0
855,2021-05-05,2021,18,30.2,21.2,9.0,5.94,0.0
856,2021-05-06,2021,18,29.7,19.9,9.8,5.94,0.0
857,2021-05-07,2021,18,31.4,23.5,7.9,5.94,0.0
858,2021-05-08,2021,18,31.6,24.3,7.3,5.94,0.0
859,2021-05-09,2021,18,32.4,23.8,8.6,5.94,0.0
860,2021-05-10,2021,19,32.0,24.6,7.4,5.8,0.0
861,2021-05-11,2021,19,32.5,24.6,7.9,5.8,0.0
862,2021-05-12,2021,19,33.0,23.2,9.8,5.8,0.0
863,2021-05-13,2021,19,33.0,26.3,6.7,5.8,0.0
864,2021-05-14,2021,19,32.3,25.2,7.1,5.8,0.0
865,2021-05-15,2021,19,33.8,24.5,9.3,5.8,0.0
866,2021-05-16,2021,19,34.1,26.1,8.0,5.8,0.0
867,2021-05-17,2021,20,33.1,25.3,7.8,5.86,1.0
868,2021-05-18,2021,20,33.0,26.4,6.6,5.86,1.0
869,2021-05-19,2021,20,33.5,27.0,6.5,5.86,1.0
870,2021-05-20,2021,20,33.4,25.7,7.7,5.86,1.0
871,2021-05-21,2021,20,33.7,26.5,7.2,5.86,1.0
872,2021-05-22,2021,20,33.6,26.5,7.1,5.86,1.0
873,2021-05-23,2021,20,35.0,27.1,7.9,5.86,1.0
874,2021-05-24,2021,21,33.7,24.6,9.1,6.36,0.0
875,2021-05-25,2021,21,33.0,25.5,7.5,6.36,0.0
876,2021-05-26,2021,21,33.2,26.1,7.1,6.36,0.0
877,2021-05-27,2021,21,33.8,26.0,7.8,6.36,0.0
878,2021-05-28,2021,21,33.5,26.8,6.7,6.36,0.0
879,2021-05-29,2021,21,32.5,26.1,6.4,6.36,0.0
880,2021-05-30,2021,21,28.7,23.2,5.5,6.36,0.0
881,2021-05-31,2021,22,29.7,24.6,5.1,6.66,1.0
882,2021-06-01,2021,22,31.2,23.8,7.4,6.66,1.0
883,2021-06-02,2021,22,32.5,25.1,7.4,6.66,1.0
884,2021-06-03,2021,22,33.4,25.7,7.7,6.66,1.0
885,2021-06-04,2021,22,33.5,24.4,9.1,6.66,1.0
886,2021-06-05,2021,22,29.6,23.4,6.2,6.66,1.0
887,2021-06-06,2021,22,29.2,23.4,5.8,6.66,1.0
888,2021-06-07,2021,23,29.1,23.8,5.3,7.66,2.0
889,2021-06-08,2021,23,32.4,22.7,9.7,7.66,2.0
890,2021-06-09,2021,23,33.0,23.9,9.1,7.66,2.0
891,2021-06-10,2021,23,33.4,24.2,9.2,7.66,2.0
892,2021-06-11,2021,23,33.0,25.2,7.8,7.66,2.0
893,2021-06-12,2021,23,32.8,22.7,10.1,7.66,2.0
894,2021-06-13,2021,23,33.7,24.8,8.9,7.66,2.0
895,2021-06-14,2021,24,33.5,25.2,8.3,6.24,1.0
896,2021-06-15,2021,24,32.3,27.2,5.1,6.24,1.0
897,2021-06-16,2021,24,30.6,25.5,5.1,6.24,1.0
898,2021-06-17,2021,24,32.3,26.0,6.3,6.24,1.0
899,2021-06-18,2021,24,33.0,27.0,6.0,6.24,1.0
900,2021-06-19,2021,24,30.6,25.4,5.2,6.24,1.0
901,2021-06-20,2021,24,30.8,24.6,6.2,6.24,1.0
902,2021-06-21,2021,25,28.6,24.4,4.2,7.59,1.0
903,2021-06-22,2021,25,28.7,24.0,4.7,7.59,1.0
904,2021-06-23,2021,25,27.6,24.3,3.3,7.59,1.0
905,2021-06-24,2021,25,30.9,24.2,6.7,7.59,1.0
906,2021-06-25,2021,25,30.9,24.7,6.2,7.59,1.0
907,2021-06-26,2021,25,30.9,24.6,6.3,7.59,1.0
908,2021-06-27,2021,25,30.2,26.3,3.9,7.59,1.0
909,2021-06-28,2021,26,30.5,24.3,6.2,5.77,0.0
910,2021-06-29,2021,26,30.2,24.5,5.7,5.77,0.0
911,2021-06-30,2021,26,31.8,25.3,6.5,5.77,0.0
912,2021-07-01,2021,26,32.7,25.5,7.2,5.77,0.0
913,2021-07-02,2021,26,32.9,26.5,6.4,5.77,0.0
914,2021-07-03,2021,26,33.4,26.5,6.9,5.77,0.0
915,2021-07-04,2021,26,32.8,26.2,6.6,5.77,0.0
916,2021-07-05,2021,27,33.6,25.5,8.1,6.51,0.0
917,2021-07-06,2021,27,32.3,27.0,5.3,6.51,0.0
918,2021-07-07,2021,27,33.8,24.3,9.5,6.51,0.0
919,2021-07-08,2021,27,32.5,25.3,7.2,6.51,0.0
920,2021-07-09,2021,27,33.9,26.0,7.9,6.51,0.0
921,2021-07-10,2021,27,33.3,26.5,6.8,6.51,0.0
922,2021-07-11,2021,27,32.2,25.0,7.2,6.51,0.0
923,2021-07-12,2021,28,33.5,25.3,8.2,6.64,0.0
924,2021-07-13,2021,28,33.9,24.2,9.7,6.64,0.0
925,2021-07-14,2021,28,33.5,24.0,9.5,6.64,0.0
926,2021-07-15,2021,28,32.5,23.2,9.3,6.64,0.0
927,2021-07-16,2021,28,33.5,23.6,9.9,6.64,0.0
928,2021-07-17,2021,28,33.5,24.1,9.4,6.64,0.0
929,2021-07-18,2021,28,33.9,24.0,9.9,6.64,0.0
930,2021-07-19,2021,29,33.2,23.2,10.0,6.59,1.0
931,2021-07-20,2021,29,32.4,25.7,6.7,6.59,1.0
932,2021-07-21,2021,29,34.1,25.1,9.0,6.59,1.0
933,2021-07-22,2021,29,30.7,25.5,5.2,6.59,1.0
934,2021-07-23,2021,29,30.5,25.0,5.5,6.59,1.0
935,2021-07-24,2021,29,31.6,25.9,5.7,6.59,1.0
936,2021-07-25,2021,29,33.0,25.6,7.4,6.59,1.0
937,2021-07-26,2021,30,32.2,26.8,5.4,7.26,1.0
938,2021-07-27,2021,30,34.5,26.8,7.7,7.26,1.0
939,2021-07-28,2021,30,33.9,27.4,6.5,7.26,1.0
940,2021-07-29,2021,30,32.2,26.8,5.4,7.26,1.0
941,2021-07-30,2021,30,31.3,27.3,4.0,7.26,1.0
942,2021-07-31,2021,30,29.2,23.8,5.4,7.26,1.0
943,2021-08-01,2021,30,28.3,24.0,4.3,7.26,1.0
944,2021-08-02,2021,31,26.9,24.1,2.8,8.27,3.0
945,2021-08-03,2021,31,32.0,24.8,7.2,8.27,3.0
946,2021-08-04,2021,31,31.8,25.3,6.5,8.27,3.0
947,2021-08-05,2021,31,29.0,24.4,4.6,8.27,3.0
948,2021-08-06,2021,31,28.7,24.8,3.9,8.27,3.0
949,2021-08-07,2021,31,28.2,25.0,3.2,8.27,3.0
950,2021-08-08,2021,31,30.6,25.7,4.9,8.27,3.0
951,2021-08-09,2021,32,29.7,25.1,4.6,5.04,0.0
952,2021-08-10,2021,32,32.9,24.6,8.3,5.04,0.0
953,2021-08-11,2021,32,32.3,24.0,8.3,5.04,0.0
954,2021-08-12,2021,32,32.4,24.7,7.7,5.04,0.0
955,2021-08-13,2021,32,32.4,25.4,7.0,5.04,0.0
956,2021-08-14,2021,32,30.7,24.5,6.2,5.04,0.0
957,2021-08-15,2021,32,32.3,25.2,7.1,5.04,0.0
958,2021-08-16,2021,33,32.3,25.7,6.6,5.97,0.0
959,2021-08-17,2021,33,32.7,25.9,6.8,5.97,0.0
960,2021-08-18,2021,33,31.9,23.2,8.7,5.97,0.0
961,2021-08-19,2021,33,33.8,23.2,10.6,5.97,0.0
962,2021-08-20,2021,33,33.6,23.5,10.1,5.97,0.0
963,2021-08-21,2021,33,33.2,25.6,7.6,5.97,0.0
964,2021-08-22,2021,33,33.1,25.3,7.8,5.97,0.0
965,2021-08-23,2021,34,32.6,25.7,6.9,5.91,0.0
966,2021-08-24,2021,34,32.8,25.6,7.2,5.91,0.0
967,2021-08-25,2021,34,33.2,24.3,8.9,5.91,0.0
968,2021-08-26,2021,34,32.9,24.4,8.5,5.91,0.0
969,2021-08-27,2021,34,32.7,24.3,8.4,5.91,0.0
970,2021-08-28,2021,34,34.1,24.8,9.3,5.91,0.0
971,2021-08-29,2021,34,33.1,25.5,7.6,5.91,0.0
972,2021-08-30,2021,35,29.9,25.7,4.2,7.41,2.0
973,2021-08-31,2021,35,31.5,26.0,5.5,7.41,2.0
974,2021-09-01,2021,35,33.2,25.3,7.9,7.41,2.0
975,2021-09-02,2021,35,31.8,26.6,5.2,7.41,2.0
976,2021-09-03,2021,35,32.6,24.7,7.9,7.41,2.0
977,2021-09-04,2021,35,32.5,23.6,8.9,7.41,2.0
978,2021-09-05,2021,35,32.0,24.1,7.9,7.41,2.0
979,2021-09-06,2021,36,32.9,24.3,8.6,7.2,2.0
980,2021-09-07,2021,36,33.3,26.0,7.3,7.2,2.0
981,2021-09-08,2021,36,33.1,25.8,7.3,7.2,2.0
982,2021-09-09,2021,36,33.8,26.1,7.7,7.2,2.0
983,2021-09-10,2021,36,33.4,26.4,7.0,7.2,2.0
984,2021-09-11,2021,36,32.2,26.3,5.9,7.2,2.0
985,2021-09-12,2021,36,31.0,25.1,5.9,7.2,2.0
986,2021-09-13,2021,37,30.9,24.4,6.5,6.79,1.0
987,2021-09-14,2021,37,33.9,25.9,8.0,6.79,1.0
988,2021-09-15,2021,37,34.2,24.9,9.3,6.79,1.0
989,2021-09-16,2021,37,33.8,24.8,9.0,6.79,1.0
990,2021-09-17,2021,37,32.7,25.5,7.2,6.79,1.0
991,2021-09-18,2021,37,33.1,25.8,7.3,6.79,1.0
992,2021-09-19,2021,37,33.6,26.1,7.5,6.79,1.0
993,2021-09-20,2021,38,34.0,26.4,7.6,6.34,0.0
994,2021-09-21,2021,38,32.2,26.1,6.1,6.34,0.0
995,2021-09-22,2021,38,33.1,24.5,8.6,6.34,0.0
996,2021-09-23,2021,38,33.8,25.1,8.7,6.34,0.0
997,2021-09-24,2021,38,33.0,24.9,8.1,6.34,0.0
998,2021-09-25,2021,38,33.8,25.7,8.1,6.34,0.0
999,2021-09-26,2021,38,33.3,26.1,7.2,6.34,0.0
1000,2021-09-27,2021,39,32.8,25.9,6.9,8.2,2.0
1001,2021-09-28,2021,39,32.4,25.6,6.8,8.2,2.0
1002,2021-09-29,2021,39,33.5,25.7,7.8,8.2,2.0
1003,2021-09-30,2021,39,32.8,25.8,7.0,8.2,2.0
1004,2021-10-01,2021,39,32.5,25.4,7.1,8.2,2.0
1005,2021-10-02,2021,39,32.9,25.9,7.0,8.2,2.0
1006,2021-10-03,2021,39,33.3,25.9,7.4,8.2,2.0
1007,2021-10-04,2021,40,34.0,25.5,8.5,7.21,1.0
1008,2021-10-05,2021,40,33.1,24.8,8.3,7.21,1.0
1009,2021-10-06,2021,40,32.7,24.9,7.8,7.21,1.0
1010,2021-10-07,2021,40,32.4,24.9,7.5,7.21,1.0
1011,2021-10-08,2021,40,32.5,26.2,6.3,7.21,1.0
1012,2021-10-09,2021,40,33.6,25.9,7.7,7.21,1.0
1013,2021-10-10,2021,40,34.1,25.2,8.9,7.21,1.0
1014,2021-10-11,2021,41,33.3,25.7,7.6,6.81,0.0
1015,2021-10-12,2021,41,30.6,25.6,5.0,6.81,0.0
1016,2021-10-13,2021,41,29.1,24.0,5.1,6.81,0.0
1017,2021-10-14,2021,41,27.5,24.7,2.8,6.81,0.0
1018,2021-10-15,2021,41,31.8,24.3,7.5,6.81,0.0
1019,2021-10-16,2021,41,31.3,25.0,6.3,6.81,0.0
1020,2021-10-17,2021,41,27.9,21.1,6.8,6.81,0.0
1021,2021-10-18,2021,42,29.1,20.9,8.2,7.99,1.0
1022,2021-10-19,2021,42,29.7,20.8,8.9,7.99,1.0
1023,2021-10-20,2021,42,30.1,21.6,8.5,7.99,1.0
1024,2021-10-21,2021,42,27.8,21.6,6.2,7.99,1.0
1025,2021-10-22,2021,42,23.8,20.8,3.0,7.99,1.0
1026,2021-10-23,2021,42,28.8,20.3,8.5,7.99,1.0
1027,2021-10-24,2021,42,25.9,21.1,4.8,7.99,1.0
1028,2021-10-25,2021,43,28.5,20.8,7.7,8.59,3.0
1029,2021-10-26,2021,43,30.6,21.0,9.6,8.59,3.0
1030,2021-10-27,2021,43,29.8,21.6,8.2,8.59,3.0
1031,2021-10-28,2021,43,28.7,20.7,8.0,8.59,3.0
1032,2021-10-29,2021,43,28.1,19.4,8.7,8.59,3.0
1033,2021-10-30,2021,43,28.2,20.3,7.9,8.59,3.0
1034,2021-10-31,2021,43,28.9,20.0,8.9,8.59,3.0
1035,2021-11-01,2021,44,29.4,20.9,8.5,7.14,0.0
1036,2021-11-02,2021,44,28.8,20.3,8.5,7.14,0.0
1037,2021-11-03,2021,44,28.7,21.6,7.1,7.14,0.0
1038,2021-11-04,2021,44,29.7,22.7,7.0,7.14,0.0
1039,2021-11-05,2021,44,31.2,21.3,9.9,7.14,0.0
1040,2021-11-06,2021,44,31.6,22.4,9.2,7.14,0.0
1041,2021-11-07,2021,44,31.2,21.4,9.8,7.14,0.0
1042,2021-11-08,2021,45,26.5,17.7,8.8,8.53,4.0
1043,2021-11-09,2021,45,22.5,17.2,5.3,8.53,4.0
1044,2021-11-10,2021,45,23.2,15.0,8.2,8.53,4.0
1045,2021-11-11,2021,45,26.6,13.6,13.0,8.53,4.0
1046,2021-11-12,2021,45,26.9,17.3,9.6,8.53,4.0
1047,2021-11-13,2021,45,23.8,16.9,6.9,8.53,4.0
1048,2021-11-14,2021,45,25.0,16.2,8.8,8.53,4.0
1049,2021-11-15,2021,46,27.2,17.5,9.7,9.39,5.0
1050,2021-11-16,2021,46,28.0,19.8,8.2,9.39,5.0
1051,2021-11-17,2021,46,28.7,19.5,9.2,9.39,5.0
1052,2021-11-18,2021,46,26.8,20.3,6.5,9.39,5.0
1053,2021-11-19,2021,46,27.1,19.3,7.8,9.39,5.0
1054,2021-11-20,2021,46,27.8,19.8,8.0,9.39,5.0
1055,2021-11-21,2021,46,28.6,20.8,7.8,9.39,5.0
1056,2021-11-22,2021,47,24.9,16.5,8.4,7.67,3.0
1057,2021-11-23,2021,47,19.9,15.5,4.4,7.67,3.0
1058,2021-11-24,2021,47,24.4,15.5,8.9,7.67,3.0
1059,2021-11-25,2021,47,22.7,16.5,6.2,7.67,3.0
1060,2021-11-26,2021,47,22.3,18.0,4.3,7.67,3.0
1061,2021-11-27,2021,47,25.4,16.8,8.6,7.67,3.0
1062,2021-11-28,2021,47,25.1,19.5,5.6,7.67,3.0
1063,2021-11-29,2021,48,28.0,20.3,7.7,8.77,4.0
1064,2021-11-30,2021,48,25.0,17.7,7.3,8.77,4.0
1065,2021-12-01,2021,48,21.1,14.6,6.5,8.77,4.0
1066,2021-12-02,2021,48,22.1,13.5,8.6,8.77,4.0
1067,2021-12-03,2021,48,22.8,12.3,10.5,8.77,4.0
1068,2021-12-04,2021,48,24.0,11.3,12.7,8.77,4.0
1069,2021-12-05,2021,48,24.9,13.0,11.9,8.77,4.0
1070,2021-12-06,2021,49,24.2,14.1,10.1,6.47,2.0
1071,2021-12-07,2021,49,26.2,14.9,11.3,6.47,2.0
1072,2021-12-08,2021,49,25.3,14.5,10.8,6.47,2.0
1073,2021-12-09,2021,49,25.0,15.9,9.1,6.47,2.0
1074,2021-12-10,2021,49,25.8,15.6,10.2,6.47,2.0
1075,2021-12-11,2021,49,25.1,17.5,7.6,6.47,2.0
1076,2021-12-12,2021,49,26.0,16.3,9.7,6.47,2.0
1077,2021-12-13,2021,50,24.1,16.1,8.0,10.01,6.0
1078,2021-12-14,2021,50,26.3,14.6,11.7,10.01,6.0
1079,2021-12-15,2021,50,26.4,17.1,9.3,10.01,6.0
1080,2021-12-16,2021,50,26.3,17.6,8.7,10.01,6.0
1081,2021-12-17,2021,50,23.9,14.9,9.0,10.01,6.0
1082,2021-12-18,2021,50,19.5,14.0,5.5,10.01,6.0
1083,2021-12-19,2021,50,22.7,15.4,7.3,10.01,6.0
1084,2021-12-20,2021,51,21.4,15.8,5.6,8.23,3.0
1085,2021-12-21,2021,51,19.9,16.7,3.2,8.23,3.0
1086,2021-12-22,2021,51,20.4,17.2,3.2,8.23,3.0
1087,2021-12-23,2021,51,24.3,17.1,7.2,8.23,3.0
1088,2021-12-24,2021,51,22.9,18.1,4.8,8.23,3.0
1089,2021-12-25,2021,51,19.4,15.7,3.7,8.23,3.0
1090,2021-12-26,2021,51,18.7,14.5,4.2,8.23,3.0
1091,2021-12-27,2021,52,15.2,12.5,2.7,6.96,2.0
1092,2021-12-28,2021,52,21.8,12.9,8.9,6.96,2.0
1093,2021-12-29,2021,52,22.7,13.9,8.8,6.96,2.0
1094,2021-12-30,2021,52,22.2,13.2,9.0,6.96,2.0
1095,2021-12-31,2021,52,21.2,12.3,8.9,6.96,2.0
