,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,退貨量(-),週
33,2019-12-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,51
34,2019-12-24,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,52
35,2019-12-31,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,1
0,2020-01-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,2
1,2020-01-14,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,3
2,2020-02-11,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,7
3,2020-02-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,8
4,2020-02-25,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,9
5,2020-03-10,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,11
6,2020-03-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,12
7,2020-03-31,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,14
8,2020-04-14,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,16
9,2020-04-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,17
10,2020-04-28,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,18
11,2020-05-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,19
12,2020-05-19,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,21
13,2020-06-02,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,23
14,2020-06-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,25
15,2020-06-24,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,26
16,2020-06-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,27
17,2020-07-08,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,28
18,2020-07-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,30
19,2020-07-29,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,31
20,2020-08-11,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,33
21,2020-08-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,34
22,2020-08-25,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,35
23,2020-09-01,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,36
24,2020-09-15,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,38
25,2020-09-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,39
26,2020-09-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,40
27,2020-10-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,41
28,2020-10-20,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,43
29,2020-10-27,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,44
30,2020-11-10,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,46
31,2020-11-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,47
32,2020-12-01,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,49
33,2020-12-15,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,51
34,2020-12-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,52
35,2020-12-29,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,53
0,2021-01-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,1
1,2021-01-12,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,2
2,2021-01-19,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,3
3,2021-01-26,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,4
4,2021-02-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,6
5,2021-02-23,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,8
6,2021-03-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,11
7,2021-03-23,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,12
8,2021-04-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,14
9,2021-04-20,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,16
10,2021-05-11,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,19
11,2021-05-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,20
12,2021-06-08,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,23
13,2021-06-29,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,26
14,2021-07-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,27
15,2021-07-13,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,28
16,2021-07-20,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,29
17,2021-07-29,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,30
18,2021-08-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,31
19,2021-08-10,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,32
20,2021-08-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,33
21,2021-08-24,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,34
22,2021-09-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,36
23,2021-09-14,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,37
24,2021-09-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,38
25,2021-10-12,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,41
26,2021-10-19,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,42
27,2021-11-02,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,44
28,2021-11-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,45
29,2021-11-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,48
30,2021-12-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,,49
31,2021-12-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,,50
