,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-06-19,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,25,,,,,,,,,,,,
1,2019-07-03,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,27,,,,,,,,,,,,
2,2019-11-14,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
3,2019-11-20,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,47,,,,,,,,,,,,
4,2019-12-04,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,49,,,,,,,,,,,,
0,2020-03-25,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,13,,,,,,,,,,,,
1,2020-06-10,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
2,2020-08-05,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,32,,,,,,,,,,,,
3,2020-08-26,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,35,,,,,,,,,,,,
4,2020-11-11,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
0,2021-01-27,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-21,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-05-12,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,19,,,,,,,,,,,,
3,2021-06-16,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
4,2021-08-25,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,34,,,,,,,,,,,,
5,2021-09-22,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,38,,,,,,,,,,,,
6,2021-12-02,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,48,,,,,,,,,,,,
7,2021-12-22,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,T,50.0,0.0,0.0,50.0,50.0,0.0,51,,,,,,,,,,,,
