,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-09,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,2,,,,,,,,,,,,
1,2019-01-16,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,3,,,,,,,,,,,,
2,2019-01-25,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,20.0,20.0,0.0,4,,,,,,,,,,,,
3,2019-03-27,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,13,,,,,,,,,,,,
4,2019-04-01,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,4.0,4.0,0.0,14,,,,,,,,,,,,
5,2019-05-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,19,,,,,,,,,,,,
6,2019-05-22,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,21,,,,,,,,,,,,
7,2019-06-12,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,24,,,,,,,,,,,,
8,2019-06-19,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,25,,,,,,,,,,,,
9,2019-07-03,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,27,,,,,,,,,,,,
10,2019-08-07,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,32,,,,,,,,,,,,
11,2019-09-11,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,37,,,,,,,,,,,,
12,2019-10-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,41,,,,,,,,,,,,
13,2019-10-25,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,43,,,,,,,,,,,,
14,2019-10-30,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,44,,,,,,,,,,,,
15,2019-12-11,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,50,,,,,,,,,,,,
16,2019-12-18,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,51,,,,,,,,,,,,
0,2020-01-02,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,1,,,,,,,,,,,,
1,2020-01-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,30.0,30.0,0.0,2,,,,,,,,,,,,
2,2020-04-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,15,,,,,,,,,,,,
3,2020-04-22,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,17,,,,,,,,,,,,
4,2020-05-27,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,22,,,,,,,,,,,,
5,2020-06-17,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,25,,,,,,,,,,,,
6,2020-06-23,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,26,,,,,,,,,,,,
7,2020-07-01,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,27,,,,,,,,,,,,
8,2020-07-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,28,,,,,,,,,,,,
9,2020-07-28,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,31,,,,,,,,,,,,
10,2020-08-05,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,32,,,,,,,,,,,,
11,2020-09-02,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,36,,,,,,,,,,,,
12,2020-09-23,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,39,,,,,,,,,,,,
13,2020-09-29,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,40,,,,,,,,,,,,
