,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
14,2020-10-07,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,41,0.0,,,,,,,,,,,
15,2020-10-21,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,43,0.0,,,,,,,,,,,
16,2020-11-11,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,46,,,,,,,,,,,,
17,2020-12-02,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,49,,,,,,,,,,,,
18,2020-12-23,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,52,,,,,,,,,,,,
0,2021-01-13,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-20,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-27,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-10,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-02-26,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-03-08,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,10,,,,,,,,,,,,
6,2021-03-10,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,10,,,,,,,,,,,,
7,2021-03-31,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,2.0,2.0,0.0,13,,,,,,,,,,,,
8,2021-04-14,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-04-21,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-05-12,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,19,,,,,,,,,,,,
11,2021-05-19,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,20,,,,,,,,,,,,
12,2021-06-16,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,24,,,,,,,,,,,,
13,2021-06-30,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,26,,,,,,,,,,,,
14,2021-07-07,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2021-07-29,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2021-08-05,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,31,,,,,,,,,,,,
17,2021-08-18,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,13.0,13.0,0.0,33,,,,,,,,,,,,
18,2021-08-27,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,34,,,,,,,,,,,,
19,2021-09-01,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,35,,,,,,,,,,,,
20,2021-09-15,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,37,,,,,,,,,,,,
21,2021-09-29,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,39,,,,,,,,,,,,
22,2021-10-06,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,40,,,,,,,,,,,,
23,2021-11-18,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,46,,,,,,,,,,,,
24,2021-12-02,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,48,,,,,,,,,,,,
25,2021-12-16,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,50,,,,,,,,,,,,
26,2021-12-22,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,51,,,,,,,,,,,,
27,2021-12-30,K82600612,張氏糞便收集器,800個/箱,個,T,13.0,0.0,0.0,10.0,10.0,0.0,52,,,,,,,,,,,,
