,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-04-17,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,4.0,4.0,0.0,16,,,,,,,,,,,,
1,2019-07-03,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,27,,,,,,,,,,,,
2,2019-09-23,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,39,,,,,,,,,,,,
3,2019-10-16,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,42,,,,,,,,,,,,
4,2019-10-30,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,44,,,,,,,,,,,,
0,2020-01-02,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,1,,,,,,,,,,,,
1,2020-02-12,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,7,,,,,,,,,,,,
2,2020-03-31,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,5.0,5.0,0.0,14,,,,,,,,,,,,
3,2020-04-29,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,5.0,5.0,0.0,18,,,,,,,,,,,,
4,2020-05-27,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,3.0,3.0,0.0,22,,,,,,,,,,,,
5,2020-06-17,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,4.0,4.0,0.0,25,,,,,,,,,,,,
6,2020-07-22,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,4.0,4.0,0.0,30,,,,,,,,,,,,
7,2020-08-26,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,3.0,3.0,0.0,35,,,,,,,,,,,,
8,2020-10-14,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,42,0.0,,,,,,,,,,,
9,2020-12-16,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,51,,,,,,,,,,,,
0,2021-03-10,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,10,,,,,,,,,,,,
1,2021-03-24,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,12,,,,,,,,,,,,
2,2021-03-31,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,3.0,3.0,0.0,13,,,,,,,,,,,,
3,2021-04-21,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-06-09,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,4.0,4.0,0.0,23,,,,,,,,,,,,
5,2021-06-30,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,26,,,,,,,,,,,,
6,2021-09-01,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,35,,,,,,,,,,,,
7,2021-11-03,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,44,,,,,,,,,,,,
8,2021-12-02,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,2.0,2.0,0.0,48,,,,,,,,,,,,
9,2021-12-22,B00303102,彈性紗捲,7.5cmx9M(3〞x10yd),捲,T,5.0,0.0,0.0,1.0,1.0,0.0,51,,,,,,,,,,,,
