,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
5,2020-06-10,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,24,,,,,,,,,,,,
6,2020-07-01,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,27,,,,,,,,,,,,
7,2020-07-15,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,29,,,,,,,,,,,,
8,2020-07-22,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,30,,,,,,,,,,,,
9,2020-07-28,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,31,,,,,,,,,,,,
10,2020-09-23,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,39,,,,,,,,,,,,
11,2020-10-21,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,43,0.0,,,,,,,,,,,
12,2020-11-05,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,45,,,,,,,,,,,,
13,2020-11-11,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,46,,,,,,,,,,,,
14,2020-11-18,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,47,,,,,,,,,,,,
15,2020-11-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,48,,,,,,,,,,,,
16,2020-12-16,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,51,,,,,,,,,,,,
0,2021-01-20,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-02-10,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-05-26,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,21,,,,,,,,,,,,
4,2021-06-09,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,23,,,,,,,,,,,,
5,2021-07-07,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-08-18,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,33,,,,,,,,,,,,
7,2021-09-08,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,36,,,,,,,,,,,,
8,2021-10-06,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,40,,,,,,,,,,,,
9,2021-10-13,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,41,,,,,,,,,,,,
10,2021-12-30,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,52,,,,,,,,,,,,
