,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-03,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,1,,,,,,,,,,,,
1,2019-01-09,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,2,,,,,,,,,,,,
2,2019-01-30,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,5,,,,,,,,,,,,
3,2019-03-27,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,3.0,3.0,0.0,13,,,,,,,,,,,,
4,2019-04-10,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,15,,,,,,,,,,,,
5,2019-06-19,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,25,,,,,,,,,,,,
6,2019-07-03,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,27,,,,,,,,,,,,
7,2019-07-31,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,31,,,,,,,,,,,,
8,2019-08-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,34,,,,,,,,,,,,
9,2019-09-04,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,36,,,,,,,,,,,,
10,2019-09-11,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,37,,,,,,,,,,,,
11,2019-09-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,39,,,,,,,,,,,,
12,2019-10-08,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,41,,,,,,,,,,,,
13,2019-12-04,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,49,,,,,,,,,,,,
0,2020-01-02,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,1,,,,,,,,,,,,
1,2020-01-08,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,2,,,,,,,,,,,,
2,2020-02-26,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,9,,,,,,,,,,,,
3,2020-04-08,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,15,,,,,,,,,,,,
4,2020-06-03,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,23,,,,,,,,,,,,
