,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
18,2019-08-14,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,33,,,,,,,,,,,,
19,2019-08-28,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,35,,,,,,,,,,,,
20,2019-09-11,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,37,,,,,,,,,,,,
21,2019-10-02,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,40,,,,,,,,,,,,
22,2019-10-16,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,42,,,,,,,,,,,,
23,2019-10-23,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,43,,,,,,,,,,,,
24,2019-10-30,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,44,,,,,,,,,,,,
25,2019-11-14,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,46,,,,,,,,,,,,
26,2019-11-27,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,48,,,,,,,,,,,,
27,2019-12-04,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,49,,,,,,,,,,,,
28,2019-12-11,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,50,,,,,,,,,,,,
29,2019-12-18,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,51,,,,,,,,,,,,
30,2019-12-25,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,52,,,,,,,,,,,,
0,2020-01-02,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,1,,,,,,,,,,,,
1,2020-01-16,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,3,,,,,,,,,,,,
2,2020-02-05,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,6,,,,,,,,,,,,
3,2020-02-26,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,9,,,,,,,,,,,,
4,2020-03-11,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,11,,,,,,,,,,,,
5,2020-03-18,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,12,,,,,,,,,,,,
6,2020-03-25,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,13,,,,,,,,,,,,
7,2020-04-08,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,15,,,,,,,,,,,,
8,2020-04-22,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,17,,,,,,,,,,,,
9,2020-04-29,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,18,,,,,,,,,,,,
10,2020-05-20,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,21,,,,,,,,,,,,
11,2020-06-03,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,23,,,,,,,,,,,,
12,2020-06-17,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,25,,,,,,,,,,,,
13,2020-06-23,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,26,,,,,,,,,,,,
14,2020-07-15,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,29,,,,,,,,,,,,
15,2020-07-22,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,30,,,,,,,,,,,,
16,2020-08-12,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,33,,,,,,,,,,,,
17,2020-08-19,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,34,,,,,,,,,,,,
18,2020-08-26,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,35,,,,,,,,,,,,
19,2020-09-02,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,36,,,,,,,,,,,,
20,2020-09-09,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,37,,,,,,,,,,,,
21,2020-09-16,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,38,,,,,,,,,,,,
22,2020-10-07,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,41,0.0,,,,,,,,,,,
23,2020-10-21,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,43,0.0,,,,,,,,,,,
24,2020-11-05,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,45,,,,,,,,,,,,
25,2020-11-11,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,46,,,,,,,,,,,,
26,2020-11-18,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,47,,,,,,,,,,,,
27,2020-11-25,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,48,,,,,,,,,,,,
28,2020-12-16,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,15.0,15.0,0.0,51,,,,,,,,,,,,
29,2020-12-23,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,52,,,,,,,,,,,,
0,2021-01-06,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-20,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-27,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-10,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-03-10,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,10,,,,,,,,,,,,
5,2021-04-07,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-04-14,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-04-21,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-04-28,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-05-05,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,18,,,,,,,,,,,,
10,2021-05-12,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,35.0,35.0,0.0,19,,,,,,,,,,,,
11,2021-05-22,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,3.0,3.0,0.0,20,,,,,,,,,,,,
12,2021-06-02,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,22,,,,,,,,,,,,
13,2021-06-09,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,23,,,,,,,,,,,,
14,2021-06-16,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,24,,,,,,,,,,,,
15,2021-06-30,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,26,,,,,,,,,,,,
16,2021-07-21,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2021-07-24,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,-29.0,-29.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2021-08-05,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,31,,,,,,,,,,,,
19,2021-08-18,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,33,,,,,,,,,,,,
20,2021-09-01,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,35,,,,,,,,,,,,
21,2021-09-08,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,36,,,,,,,,,,,,
22,2021-09-15,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,37,,,,,,,,,,,,
23,2021-09-29,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,39,,,,,,,,,,,,
24,2021-10-06,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,40,,,,,,,,,,,,
25,2021-10-20,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,42,,,,,,,,,,,,
26,2021-10-27,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,43,,,,,,,,,,,,
27,2021-11-12,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,20.0,20.0,0.0,45,,,,,,,,,,,,
28,2021-11-24,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,47,,,,,,,,,,,,
29,2021-12-09,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,49,,,,,,,,,,,,
30,2021-12-22,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,51,,,,,,,,,,,,
31,2021-12-30,F20111009,塑膠彎盆,500-600cc,個,T,35.0,0.0,0.0,30.0,30.0,0.0,52,,,,,,,,,,,,
