,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-01-10,C90510003,蛇型管,,呎,T,700.0,0.0,0.0,500.0,500.0,0.0,2,,,,,,,,,,,,
1,2019-02-01,C90510003,蛇型管,,呎,T,700.0,0.0,0.0,400.0,400.0,0.0,5,,,,,,,,,,,,
2,2019-04-22,C90510003,蛇型管,,呎,T,700.0,0.0,0.0,700.0,700.0,0.0,17,,,,,,,,,,,,
3,2019-06-13,C90510003,蛇型管,,呎,T,700.0,0.0,0.0,600.0,600.0,0.0,24,,,,,,,,,,,,
4,2019-07-22,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,400.0,400.0,0.0,30,,,,,,,,,,,,
5,2019-10-04,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,200.0,200.0,0.0,40,,,,,,,,,,,,
6,2019-11-11,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,300.0,300.0,0.0,46,,,,,,,,,,,,
7,2019-11-27,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,300.0,300.0,0.0,48,,,,,,,,,,,,
8,2019-12-02,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,49,,,,,,,,,,,,
0,2020-01-08,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,400.0,400.0,0.0,2,,,,,,,,,,,,
1,2020-03-02,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,500.0,500.0,0.0,10,,,,,,,,,,,,
2,2020-06-17,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,25,,,,,,,,,,,,
3,2020-07-08,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,28,,,,,,,,,,,,
4,2020-09-29,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,40,,,,,,,,,,,,
5,2020-10-07,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,41,0.0,,,,,,,,,,,
6,2020-10-19,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,43,0.0,,,,,,,,,,,
7,2020-12-28,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,200.0,200.0,0.0,53,,,,,,,,,,,,
0,2021-01-23,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-03-10,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,10,,,,,,,,,,,,
3,2021-04-21,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-05-05,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,18,,,,,,,,,,,,
5,2021-06-04,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,22,,,,,,,,,,,,
6,2021-07-07,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2021-07-21,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-08-10,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,32,,,,,,,,,,,,
9,2021-08-16,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,33,,,,,,,,,,,,
10,2021-08-28,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,-100.0,-100.0,0.0,34,,,,,,,,,,,,
11,2021-09-29,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,39,,,,,,,,,,,,
12,2021-11-11,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,45,,,,,,,,,,,,
13,2021-12-02,C90510003,蛇型管,,mEq,T,700.0,0.0,0.0,100.0,100.0,0.0,48,,,,,,,,,,,,
