,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2019-02-13,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,7,,,,,,,,,,,,
1,2019-02-20,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,8,,,,,,,,,,,,
2,2019-02-26,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,9,,,,,,,,,,,,
3,2019-03-13,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,11,,,,,,,,,,,,
4,2019-03-20,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,12,,,,,,,,,,,,
5,2019-03-27,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,13,,,,,,,,,,,,
6,2019-04-10,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,15,,,,,,,,,,,,
7,2019-04-25,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,17,,,,,,,,,,,,
8,2019-05-01,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,18,,,,,,,,,,,,
9,2019-05-07,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,19,,,,,,,,,,,,
10,2019-05-22,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,21,,,,,,,,,,,,
11,2019-06-05,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23,,,,,,,,,,,,
12,2019-06-12,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
13,2019-06-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,25,,,,,,,,,,,,
14,2019-06-19,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,25,,,,,,,,,,,,
15,2019-07-03,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,27,,,,,,,,,,,,
16,2019-07-17,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,29,,,,,,,,,,,,
17,2019-07-24,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,30,,,,,,,,,,,,
18,2019-07-31,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,31,,,,,,,,,,,,
19,2019-09-04,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,36,,,,,,,,,,,,
20,2019-09-25,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,39,,,,,,,,,,,,
21,2019-10-02,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,40,,,,,,,,,,,,
22,2019-10-23,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,43,,,,,,,,,,,,
23,2019-11-06,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,45,,,,,,,,,,,,
24,2019-11-14,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
25,2019-12-11,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,50,,,,,,,,,,,,
26,2019-12-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,51,,,,,,,,,,,,
27,2019-12-25,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,52,,,,,,,,,,,,
0,2020-01-08,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,2,,,,,,,,,,,,
1,2020-01-16,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,150.0,150.0,0.0,3,,,,,,,,,,,,
2,2020-01-22,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,4,,,,,,,,,,,,
3,2020-02-05,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,6,,,,,,,,,,,,
4,2020-02-12,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,7,,,,,,,,,,,,
5,2020-02-19,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,8,,,,,,,,,,,,
6,2020-03-03,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,10,,,,,,,,,,,,
7,2020-03-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,12,,,,,,,,,,,,
8,2020-03-25,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,13,,,,,,,,,,,,
9,2020-04-15,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,16,,,,,,,,,,,,
10,2020-04-22,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,17,,,,,,,,,,,,
11,2020-04-29,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,18,,,,,,,,,,,,
12,2020-05-06,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,19,,,,,,,,,,,,
13,2020-05-20,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,21,,,,,,,,,,,,
14,2020-06-10,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,24,,,,,,,,,,,,
15,2020-06-17,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,25,,,,,,,,,,,,
16,2020-07-08,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,28,,,,,,,,,,,,
17,2020-07-15,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,29,,,,,,,,,,,,
18,2020-07-28,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,31,,,,,,,,,,,,
19,2020-08-05,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,32,,,,,,,,,,,,
20,2020-08-26,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,35,,,,,,,,,,,,
21,2020-09-02,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,36,,,,,,,,,,,,
22,2020-09-09,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,37,,,,,,,,,,,,
23,2020-09-16,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,38,,,,,,,,,,,,
24,2020-09-23,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,39,,,,,,,,,,,,
25,2020-09-26,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,-100.0,-100.0,0.0,39,,,,,,,,,,,,
26,2020-10-07,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,41,0.0,,,,,,,,,,,
27,2020-10-21,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,43,0.0,,,,,,,,,,,
28,2020-11-05,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,45,,,,,,,,,,,,
29,2020-11-11,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,46,,,,,,,,,,,,
30,2020-11-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,47,,,,,,,,,,,,
31,2020-12-02,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,49,,,,,,,,,,,,
32,2020-12-23,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,52,,,,,,,,,,,,
0,2021-01-13,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-20,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-01-27,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-02-03,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-02-10,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2021-03-10,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,10,,,,,,,,,,,,
6,2021-03-24,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,12,,,,,,,,,,,,
7,2021-04-07,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-04-14,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-04-21,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-04-28,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-05-12,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,19,,,,,,,,,,,,
12,2021-05-19,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,20,,,,,,,,,,,,
13,2021-05-26,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,21,,,,,,,,,,,,
14,2021-06-09,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23,,,,,,,,,,,,
15,2021-06-16,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
16,2021-06-23,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,25,,,,,,,,,,,,
17,2021-06-30,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,26,,,,,,,,,,,,
18,2021-07-21,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2021-07-29,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2021-08-05,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,31,,,,,,,,,,,,
21,2021-08-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,33,,,,,,,,,,,,
22,2021-09-01,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,35,,,,,,,,,,,,
23,2021-09-08,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,36,,,,,,,,,,,,
24,2021-09-15,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,37,,,,,,,,,,,,
25,2021-09-22,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,38,,,,,,,,,,,,
26,2021-09-29,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,39,,,,,,,,,,,,
27,2021-10-06,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,40,,,,,,,,,,,,
28,2021-10-20,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,42,,,,,,,,,,,,
29,2021-11-12,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,45,,,,,,,,,,,,
30,2021-11-18,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,46,,,,,,,,,,,,
31,2021-12-02,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,48,,,,,,,,,,,,
32,2021-12-09,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49,,,,,,,,,,,,
33,2021-12-16,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,50,,,,,,,,,,,,
34,2021-12-22,B08143223,紗布墊 2〞X2〞X8Ply,10片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,51,,,,,,,,,,,,
