,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,撥補
0,2021-07-19,B08143334,紗布墊 3〞X3〞X8Ply,3〞X3〞-8Ply  10片/包,包,,7.0,0.0,0.0,20.0,20.0,0.0,29, 
