,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,2
1,2019-01-15,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,3
2,2019-01-22,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,4
3,2019-02-26,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,9
4,2019-03-12,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,11
5,2019-03-19,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,12
6,2019-03-26,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,13
7,2019-04-30,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,18
8,2019-05-07,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,19
9,2019-05-14,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,20
10,2019-05-21,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,21
11,2019-05-25,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,-30.0,-30.0,0.0,21
12,2019-05-28,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,22
13,2019-06-04,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,23
14,2019-07-02,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,27
15,2019-07-09,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,28
16,2019-07-30,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,31
17,2019-10-08,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,41
18,2019-10-15,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,42
19,2019-10-22,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,43
20,2019-10-29,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,44
21,2019-11-26,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,48
22,2019-12-03,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,49
23,2019-12-24,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,52
0,2020-01-07,B07202101,ENT棉棒,10支/包,包,T,30.0,,0.0,30.0,30.0,0.0,2
1,2020-01-14,B07202101,ENT棉棒,10支/包,包,T,30.0,,0.0,30.0,30.0,0.0,3
2,2020-01-31,B07202101,ENT棉棒,10支/包,包,T,30.0,,0.0,40.0,40.0,0.0,5
3,2020-02-04,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,6
4,2020-02-11,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,7
5,2020-02-18,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,8
6,2020-02-25,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,9
7,2020-03-03,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,10
8,2020-03-17,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,12
9,2020-04-28,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,18
10,2020-05-26,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,22
11,2020-06-23,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,26
12,2020-07-06,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,28
13,2020-07-14,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,29
14,2020-08-11,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,33
15,2020-08-25,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,35
16,2020-09-01,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,36
17,2020-09-29,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,40
18,2020-10-06,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,41
19,2020-10-13,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,42
20,2020-10-27,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,44
21,2020-12-08,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,50
22,2020-12-16,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,20.0,20.0,0.0,51
23,2020-12-22,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,52
24,2020-12-29,B07202101,ENT棉棒,10支/包,包,T,30.0,0.0,0.0,30.0,30.0,0.0,53
