,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,20.0,20.0,0.0,2
1,2019-01-22,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,4
2,2019-01-29,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,5
3,2019-02-26,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,9
4,2019-03-12,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,11
5,2019-03-19,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,12
6,2019-03-26,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,13
7,2019-04-09,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,15.0,15.0,0.0,15
8,2019-05-07,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,19
9,2019-05-14,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,20
10,2019-06-04,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,23
11,2019-06-18,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,25
12,2019-06-25,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,26
13,2019-07-02,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,20.0,20.0,0.0,27
14,2019-07-30,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,31
15,2019-08-13,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,33
16,2019-08-27,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,35
17,2019-09-10,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,20.0,20.0,0.0,37
18,2019-09-24,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,39
19,2019-10-15,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,42
20,2019-10-22,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,43
21,2019-11-05,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,45
22,2019-11-19,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,47
23,2019-12-10,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,20.0,20.0,0.0,50
24,2019-12-24,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,52
25,2019-12-28,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,-14.0,-14.0,0.0,52
0,2020-01-07,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,,0.0,20.0,20.0,0.0,2
1,2020-01-14,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,,0.0,10.0,10.0,0.0,3
2,2020-03-10,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,11
3,2020-04-28,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,18
4,2020-06-02,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,23
5,2020-06-23,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,15.0,15.0,0.0,26
6,2020-07-14,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,29
7,2020-08-11,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,33
8,2020-09-01,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,36
9,2020-09-22,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,5.0,5.0,0.0,39
10,2020-09-29,K82600612,張氏糞便收集器,800個/箱,個,T,20.0,0.0,0.0,10.0,10.0,0.0,40
