,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-03-26,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,13
1,2019-05-21,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,21
0,2020-11-24,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,48
1,2020-12-29,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,53
0,2021-01-19,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,3
1,2021-03-09,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,2.0,2.0,0.0,10
2,2021-08-05,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,31
3,2021-08-17,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,33
4,2021-10-12,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,41
5,2021-11-02,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,44
6,2021-11-23,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,2.0,0.0,0.0,1.0,1.0,0.0,47
