,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-22,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,4
1,2019-02-19,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,8
2,2019-04-09,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,15
3,2019-07-09,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,28
4,2019-08-20,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,34
5,2019-08-27,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,35
6,2019-10-01,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,40
7,2019-10-15,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,42
0,2020-01-07,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,,0.0,10.0,10.0,0.0,2
1,2020-01-14,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,,0.0,10.0,10.0,0.0,3
2,2020-07-14,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,29
3,2020-08-25,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,35
4,2020-09-01,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,36
5,2020-09-15,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,38
0,2021-01-26,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,4
1,2021-02-10,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,15.0,15.0,0.0,6
2,2021-02-23,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,8
3,2021-03-30,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,7.0,7.0,0.0,13
4,2021-04-27,U00202050,氧氣流量表接頭--聖誕樹,單側鑽孔3mm,個,T,10.0,0.0,0.0,10.0,10.0,0.0,17
