,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-02-21,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,8
1,2019-02-26,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,9
2,2019-03-26,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,13
3,2019-05-28,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,1.0,1.0,0.0,22
4,2019-06-18,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,25
5,2019-07-02,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,1.0,1.0,0.0,27
6,2019-10-01,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,40
0,2020-02-11,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,7
1,2020-08-04,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,32
2,2020-08-11,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,1.0,1.0,0.0,33
3,2020-11-10,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,2.0,0.0,0.0,2.0,2.0,0.0,46
