,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,2
1,2019-01-08,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,2
2,2019-02-01,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,5
3,2019-04-30,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,18
4,2019-06-03,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,23
5,2019-06-11,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,24
6,2019-08-13,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,33
7,2019-08-19,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,34
8,2019-08-20,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,34
9,2019-08-25,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,34
10,2019-08-27,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,-1.0,-1.0,0.0,35
11,2019-10-22,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,43
12,2019-10-29,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,44
13,2019-11-19,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,47
14,2019-11-24,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,-1.0,-1.0,0.0,47
15,2019-12-10,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,50
0,2020-02-11,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,7
1,2020-02-25,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,9
2,2020-03-03,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,10
3,2020-09-22,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,39
4,2020-12-01,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,49
0,2021-05-04,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,18
1,2021-07-13,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,28
2,2021-10-26,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,2.0,0.0,0.0,1.0,1.0,0.0,43
