,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-04-30,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,18
1,2019-06-11,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,24
2,2019-06-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,-2.0,-2.0,0.0,25
3,2019-06-25,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,26
4,2019-07-02,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,27
5,2019-08-06,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,32
6,2019-08-27,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,35
7,2019-10-01,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,40
8,2019-10-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,43
9,2019-11-12,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,46
10,2019-12-17,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,51
11,2019-12-31,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,1
0,2020-01-14,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,,0.0,3.0,3.0,0.0,3
1,2020-01-18,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,,0.0,-3.0,-3.0,0.0,3
2,2020-02-04,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,6
3,2020-06-02,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,23
4,2020-07-06,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,28
5,2020-07-14,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,29
6,2020-08-04,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,32
7,2020-08-11,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,33
8,2020-08-25,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,35
9,2020-09-01,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,36
10,2020-09-26,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,-2.0,-2.0,0.0,39
11,2020-10-27,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,44
12,2020-12-29,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,53
0,2021-03-09,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,10
1,2021-04-08,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,14
2,2021-06-29,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,26
3,2021-07-29,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,30
4,2021-08-17,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,33
5,2021-10-05,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,40
6,2021-11-02,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,44
7,2021-11-09,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,45
