,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-05-28,C13802013,塑膠接管 Y型接管,1支/包    100支/包,支,T,2.0,0.0,0.0,1.0,1.0,0.0,22
1,2019-07-02,C13802013,塑膠接管 Y型接管,1支/包    100支/包,支,T,2.0,0.0,0.0,2.0,2.0,0.0,27
