,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-03-05,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,10
1,2019-05-07,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,19
0,2020-07-28,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,31
1,2020-09-22,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,39
2,2020-11-10,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,46
0,2021-10-26,J00610007,"塑膠尿套,男用","45cm,100個/包       ",包,T,1.0,0.0,0.0,1.0,1.0,0.0,43
