,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,1
1,2019-01-29,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,5
2,2019-02-14,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,7
3,2019-03-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,10
4,2019-03-19,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,12
5,2019-04-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,14
6,2019-04-16,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,16
7,2019-05-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,19
8,2019-05-21,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,21
9,2019-06-04,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,23
10,2019-06-18,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,25
11,2019-06-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,26
12,2019-07-02,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,27
13,2019-07-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,31
14,2019-08-13,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,33
15,2019-08-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,34
16,2019-08-27,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,35
17,2019-09-03,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,36
18,2019-09-24,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,39
19,2019-10-22,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,43
20,2019-11-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,45
21,2019-11-26,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,48
22,2019-12-17,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,51
0,2020-01-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,,0.0,100.0,100.0,0.0,2
1,2020-02-04,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,6
2,2020-02-18,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,8
3,2020-02-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,9
4,2020-03-17,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,12
5,2020-03-23,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,13
6,2020-05-26,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,22
7,2020-06-16,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,25
8,2020-07-06,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,28
9,2020-07-21,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,30
10,2020-08-11,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,33
11,2020-08-25,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,35
12,2020-09-01,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,36
13,2020-09-29,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,40
14,2020-10-13,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,42
15,2020-11-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,45
16,2020-11-24,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,48
17,2020-12-16,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,51
18,2020-12-29,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,53
0,2021-01-19,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,3
1,2021-01-26,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,4
2,2021-02-23,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,8
3,2021-03-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,13
4,2021-04-08,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,100.0,100.0,0.0,14
5,2021-05-11,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,19
6,2021-06-15,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,24
7,2021-07-23,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,29
8,2021-08-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,31
9,2021-08-17,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,33
10,2021-08-24,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,34
11,2021-09-14,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,37
12,2021-10-05,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,40
13,2021-10-26,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,43
14,2021-11-09,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,45
15,2021-11-30,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,48
16,2021-12-07,F11010008,尿杯 Urine cup,120-200cc  白色,個,T,100.0,0.0,0.0,50.0,50.0,0.0,49
