,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,300.0,300.0,0.0,2
1,2019-01-15,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,3
2,2019-02-19,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,300.0,300.0,0.0,8
3,2019-03-12,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,150.0,150.0,0.0,11
4,2019-03-26,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,13
5,2019-04-09,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,300.0,300.0,0.0,15
6,2019-04-23,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,300.0,300.0,0.0,17
7,2019-05-07,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,19
8,2019-06-04,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,300.0,300.0,0.0,23
9,2019-06-18,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,25
10,2019-07-02,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,27
11,2019-07-09,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,28
12,2019-07-16,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,29
13,2019-07-23,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,30
14,2019-07-30,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,31
15,2019-08-06,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,32
16,2019-08-20,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,150.0,150.0,0.0,34
17,2019-08-27,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,35
18,2019-09-10,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,150.0,150.0,0.0,37
19,2019-09-17,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,38
20,2019-10-01,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,150.0,150.0,0.0,40
21,2019-10-08,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,41
22,2019-10-22,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,100.0,100.0,0.0,43
23,2019-11-05,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,45
24,2019-11-12,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,46
25,2019-11-19,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,47
26,2019-12-03,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,49
27,2019-12-17,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,51
28,2019-12-24,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,0.0,0.0,200.0,200.0,0.0,52
0,2020-01-07,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,,0.0,300.0,300.0,0.0,2
1,2020-01-14,V04702002,體溫速測儀專用膠套,500pc/box,個,T,1200.0,,0.0,300.0,300.0,0.0,3
