,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2020-05-26,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,150.0,150.0,0.0,22
1,2020-06-09,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,24
2,2020-06-16,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,25
3,2020-06-23,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,26
4,2020-07-28,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,31
5,2020-08-04,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,32
6,2020-08-11,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,33
7,2020-08-18,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,34
8,2020-09-01,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,36
9,2020-09-15,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,38
10,2020-09-22,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,39
11,2020-10-06,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,41
12,2020-10-13,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,42
13,2020-10-20,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,43
14,2020-10-27,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,44
15,2020-11-10,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,46
16,2020-11-24,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,48
17,2020-12-22,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,52
0,2021-01-12,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,2
1,2021-01-19,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,3
2,2021-01-21,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,300.0,300.0,0.0,3
3,2021-01-26,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,4
4,2021-04-13,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,15
5,2021-05-04,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,18
6,2021-05-11,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,19
7,2021-07-13,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,28
8,2021-08-24,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,34
9,2021-09-07,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,36
10,2021-09-14,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,37
11,2021-09-28,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,39
12,2021-10-05,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,40
13,2021-10-19,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,42
14,2021-11-23,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,50.0,50.0,0.0,47
15,2021-11-30,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,48
16,2021-12-16,B05569026,沖洗棉棒-2支,2支/包,包,T,200.0,0.0,0.0,100.0,100.0,0.0,50
