,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,1
1,2019-01-08,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,2
2,2019-01-15,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,3
3,2019-01-22,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,4
4,2019-02-19,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,8
5,2019-02-26,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,80.0,80.0,0.0,9
6,2019-03-12,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,11
7,2019-03-19,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,12
8,2019-04-09,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,15
9,2019-04-23,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,17
10,2019-04-30,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,18
11,2019-05-07,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,19
12,2019-05-21,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,21
13,2019-06-04,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,23
14,2019-06-11,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,24
15,2019-06-18,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,25
16,2019-06-25,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,26
17,2019-07-02,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,27
18,2019-07-09,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,28
19,2019-08-13,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,33
20,2019-08-20,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,34
21,2019-08-27,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,35
22,2019-09-10,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,37
23,2019-09-17,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,38
24,2019-10-08,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,41
25,2019-10-15,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,42
26,2019-10-22,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,43
27,2019-10-29,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,44
28,2019-11-19,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,47
29,2019-11-26,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,48
